timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787252768,54m,38Mi,1077m,55Mi
1787252770,54m,38Mi,1077m,55Mi
1787252771,54m,38Mi,1077m,55Mi
1787252772,54m,38Mi,1077m,55Mi
1787252773,54m,38Mi,1077m,55Mi
1787252774,54m,38Mi,1077m,55Mi
1787252775,54m,38Mi,1077m,55Mi
1787252776,54m,38Mi,1077m,55Mi
1787252777,54m,38Mi,1077m,55Mi
1787252779,54m,38Mi,1077m,55Mi
1787252780,54m,38Mi,1077m,55Mi
1787252781,54m,38Mi,1077m,55Mi
1787252782,54m,38Mi,1077m,55Mi
1787252783,54m,38Mi,1077m,55Mi
1787252784,193m,38Mi,412m,46Mi
1787252785,193m,38Mi,412m,46Mi
1787252786,193m,38Mi,412m,46Mi
1787252788,193m,38Mi,412m,46Mi
1787252789,193m,38Mi,412m,46Mi
1787252790,193m,38Mi,412m,46Mi
1787252791,193m,38Mi,412m,46Mi
1787252792,193m,38Mi,412m,46Mi
1787252793,193m,38Mi,412m,46Mi
1787252794,193m,38Mi,412m,46Mi
1787252795,193m,38Mi,412m,46Mi
1787252797,193m,38Mi,412m,46Mi
1787252798,193m,38Mi,412m,46Mi
1787252799,330m,38Mi,34m,45Mi
1787252800,330m,38Mi,34m,45Mi
1787252801,330m,38Mi,34m,45Mi
1787252802,330m,38Mi,34m,45Mi
1787252803,330m,38Mi,34m,45Mi
1787252804,330m,38Mi,34m,45Mi
1787252806,330m,38Mi,34m,45Mi
1787252807,330m,38Mi,34m,45Mi
1787252808,330m,38Mi,34m,45Mi
1787252809,330m,38Mi,34m,45Mi
1787252810,330m,38Mi,34m,45Mi
1787252811,330m,38Mi,34m,45Mi
1787252812,330m,38Mi,34m,45Mi
1787252813,445m,38Mi,83m,45Mi
1787252815,445m,38Mi,83m,45Mi
1787252816,445m,38Mi,83m,45Mi
1787252817,445m,38Mi,83m,45Mi
1787252818,445m,38Mi,83m,45Mi
1787252819,445m,38Mi,83m,45Mi
1787252820,445m,38Mi,83m,45Mi
1787252821,445m,38Mi,83m,45Mi
1787252822,445m,38Mi,83m,45Mi
1787252824,445m,38Mi,83m,45Mi
1787252825,445m,38Mi,83m,45Mi
1787252826,445m,38Mi,83m,45Mi
1787252827,445m,38Mi,83m,45Mi
1787252828,445m,38Mi,83m,45Mi
1787252829,551m,38Mi,158m,46Mi
1787252830,551m,38Mi,158m,46Mi
1787252831,551m,38Mi,158m,46Mi
1787252833,551m,38Mi,158m,46Mi
1787252834,551m,38Mi,158m,46Mi
1787252835,551m,38Mi,158m,46Mi
1787252836,551m,38Mi,158m,46Mi
1787252837,551m,38Mi,158m,46Mi
1787252838,551m,38Mi,158m,46Mi
1787252839,551m,38Mi,158m,46Mi
1787252840,551m,38Mi,158m,46Mi
1787252842,551m,38Mi,158m,46Mi
1787252843,551m,38Mi,158m,46Mi
1787252844,538m,38Mi,164m,46Mi
1787252845,538m,38Mi,164m,46Mi
1787252846,538m,38Mi,164m,46Mi
1787252847,538m,38Mi,164m,46Mi
1787252848,538m,38Mi,164m,46Mi
1787252849,538m,38Mi,164m,46Mi
1787252851,538m,38Mi,164m,46Mi
1787252852,538m,38Mi,164m,46Mi
1787252853,538m,38Mi,164m,46Mi
1787252854,538m,38Mi,164m,46Mi
1787252855,538m,38Mi,164m,46Mi
1787252856,538m,38Mi,164m,46Mi
1787252857,538m,38Mi,164m,46Mi
1787252858,546m,39Mi,163m,45Mi
1787252860,546m,39Mi,163m,45Mi
1787252861,546m,39Mi,163m,45Mi
1787252862,546m,39Mi,163m,45Mi
1787252863,546m,39Mi,163m,45Mi
1787252864,546m,39Mi,163m,45Mi
1787252865,546m,39Mi,163m,45Mi
1787252866,546m,39Mi,163m,45Mi
1787252867,546m,39Mi,163m,45Mi
1787252869,546m,39Mi,163m,45Mi
1787252870,546m,39Mi,163m,45Mi
1787252871,546m,39Mi,163m,45Mi
1787252872,546m,39Mi,163m,45Mi
1787252873,546m,39Mi,163m,45Mi
1787252874,552m,38Mi,171m,46Mi
1787252875,552m,38Mi,171m,46Mi
1787252876,552m,38Mi,171m,46Mi
1787252878,552m,38Mi,171m,46Mi
1787252879,552m,38Mi,171m,46Mi
1787252880,552m,38Mi,171m,46Mi
1787252881,552m,38Mi,171m,46Mi
1787252882,552m,38Mi,171m,46Mi
1787252883,552m,38Mi,171m,46Mi
1787252884,552m,38Mi,171m,46Mi
1787252885,552m,38Mi,171m,46Mi
1787252887,552m,38Mi,171m,46Mi
1787252888,552m,38Mi,171m,46Mi
1787252889,552m,38Mi,167m,46Mi
1787252890,552m,38Mi,167m,46Mi
1787252891,552m,38Mi,167m,46Mi
1787252892,552m,38Mi,167m,46Mi
1787252893,552m,38Mi,167m,46Mi
1787252894,552m,38Mi,167m,46Mi
1787252896,552m,38Mi,167m,46Mi
1787252897,552m,38Mi,167m,46Mi
1787252898,552m,38Mi,167m,46Mi
1787252899,552m,38Mi,167m,46Mi
1787252900,552m,38Mi,167m,46Mi
1787252901,552m,38Mi,167m,46Mi
1787252902,552m,38Mi,167m,46Mi
1787252903,550m,39Mi,166m,46Mi
1787252905,550m,39Mi,166m,46Mi
1787252906,550m,39Mi,166m,46Mi
1787252907,550m,39Mi,166m,46Mi
1787252908,550m,39Mi,166m,46Mi
1787252909,550m,39Mi,166m,46Mi
1787252910,550m,39Mi,166m,46Mi
1787252911,550m,39Mi,166m,46Mi
1787252912,550m,39Mi,166m,46Mi
1787252914,550m,39Mi,166m,46Mi
1787252915,550m,39Mi,166m,46Mi
1787252916,550m,39Mi,166m,46Mi
1787252917,550m,39Mi,166m,46Mi
1787252918,550m,39Mi,166m,46Mi
1787252919,546m,38Mi,148m,46Mi
1787252920,546m,38Mi,148m,46Mi
1787252921,546m,38Mi,148m,46Mi
1787252923,546m,38Mi,148m,46Mi
1787252924,546m,38Mi,148m,46Mi
1787252925,546m,38Mi,148m,46Mi
1787252926,546m,38Mi,148m,46Mi
1787252927,546m,38Mi,148m,46Mi
1787252928,546m,38Mi,148m,46Mi
1787252929,546m,38Mi,148m,46Mi
1787252930,546m,38Mi,148m,46Mi
1787252932,546m,38Mi,148m,46Mi
1787252933,546m,38Mi,148m,46Mi
1787252934,535m,39Mi,157m,46Mi
1787252935,535m,39Mi,157m,46Mi
1787252936,535m,39Mi,157m,46Mi
