timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787252475,66m,38Mi,0m,64Mi
1787252476,66m,38Mi,0m,64Mi
1787252477,66m,38Mi,0m,64Mi
1787252478,66m,38Mi,0m,64Mi
1787252479,66m,38Mi,0m,64Mi
1787252480,66m,38Mi,0m,64Mi
1787252481,66m,38Mi,0m,64Mi
1787252482,66m,38Mi,0m,64Mi
1787252484,130m,38Mi,8m,65Mi
1787252485,130m,38Mi,8m,65Mi
1787252486,130m,38Mi,8m,65Mi
1787252487,130m,38Mi,8m,65Mi
1787252488,130m,38Mi,8m,65Mi
1787252489,130m,38Mi,8m,65Mi
1787252490,130m,38Mi,8m,65Mi
1787252491,130m,38Mi,8m,65Mi
1787252493,130m,38Mi,8m,65Mi
1787252494,130m,38Mi,8m,65Mi
1787252495,130m,38Mi,8m,65Mi
1787252496,130m,38Mi,8m,65Mi
1787252497,130m,38Mi,8m,65Mi
1787252498,130m,38Mi,8m,65Mi
1787252499,308m,38Mi,37m,66Mi
1787252500,308m,38Mi,37m,66Mi
1787252502,308m,38Mi,37m,66Mi
1787252503,308m,38Mi,37m,66Mi
1787252504,308m,38Mi,37m,66Mi
1787252505,308m,38Mi,37m,66Mi
1787252506,308m,38Mi,37m,66Mi
1787252507,308m,38Mi,37m,66Mi
1787252508,308m,38Mi,37m,66Mi
1787252509,308m,38Mi,37m,66Mi
1787252511,308m,38Mi,37m,66Mi
1787252512,308m,38Mi,37m,66Mi
1787252513,308m,38Mi,37m,66Mi
1787252514,308m,38Mi,68m,66Mi
1787252515,308m,38Mi,68m,66Mi
1787252516,308m,38Mi,68m,66Mi
1787252517,308m,38Mi,68m,66Mi
1787252518,308m,38Mi,68m,66Mi
1787252520,308m,38Mi,68m,66Mi
1787252521,308m,38Mi,68m,66Mi
1787252522,308m,38Mi,68m,66Mi
1787252523,308m,38Mi,68m,66Mi
1787252524,308m,38Mi,68m,66Mi
1787252525,308m,38Mi,68m,66Mi
1787252526,308m,38Mi,68m,66Mi
