timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787253372,36m,39Mi,2498m,48Mi
1787253373,36m,39Mi,2498m,48Mi
1787253374,36m,39Mi,2498m,48Mi
1787253375,36m,39Mi,2498m,48Mi
1787253376,36m,39Mi,2498m,48Mi
1787253377,36m,39Mi,2498m,48Mi
1787253378,36m,39Mi,2498m,48Mi
1787253380,36m,39Mi,2498m,48Mi
1787253381,36m,39Mi,2498m,48Mi
1787253382,36m,39Mi,2498m,48Mi
1787253383,36m,39Mi,2498m,48Mi
1787253384,75m,39Mi,1789m,51Mi
1787253385,75m,39Mi,1789m,51Mi
1787253386,75m,39Mi,1789m,51Mi
1787253387,75m,39Mi,1789m,51Mi
1787253389,75m,39Mi,1789m,51Mi
1787253390,75m,39Mi,1789m,51Mi
1787253391,75m,39Mi,1789m,51Mi
1787253392,75m,39Mi,1789m,51Mi
1787253393,75m,39Mi,1789m,51Mi
1787253394,75m,39Mi,1789m,51Mi
1787253395,75m,39Mi,1789m,51Mi
1787253396,75m,39Mi,1789m,51Mi
1787253398,75m,39Mi,1789m,51Mi
1787253399,268m,38Mi,43m,51Mi
1787253400,268m,38Mi,43m,51Mi
1787253401,268m,38Mi,43m,51Mi
1787253402,268m,38Mi,43m,51Mi
1787253403,268m,38Mi,43m,51Mi
1787253404,268m,38Mi,43m,51Mi
1787253405,268m,38Mi,43m,51Mi
1787253407,268m,38Mi,43m,51Mi
1787253408,268m,38Mi,43m,51Mi
1787253409,268m,38Mi,43m,51Mi
1787253410,268m,38Mi,43m,51Mi
1787253411,268m,38Mi,43m,51Mi
1787253412,268m,38Mi,43m,51Mi
1787253413,385m,39Mi,71m,51Mi
1787253415,385m,39Mi,71m,51Mi
1787253416,385m,39Mi,71m,51Mi
1787253417,385m,39Mi,71m,51Mi
1787253418,385m,39Mi,71m,51Mi
1787253419,385m,39Mi,71m,51Mi
1787253420,385m,39Mi,71m,51Mi
1787253421,385m,39Mi,71m,51Mi
1787253422,385m,39Mi,71m,51Mi
1787253424,385m,39Mi,71m,51Mi
1787253425,385m,39Mi,71m,51Mi
1787253426,385m,39Mi,71m,51Mi
1787253427,385m,39Mi,71m,51Mi
1787253428,385m,39Mi,71m,51Mi
1787253429,496m,39Mi,120m,51Mi
1787253430,496m,39Mi,120m,51Mi
1787253431,496m,39Mi,120m,51Mi
1787253433,496m,39Mi,120m,51Mi
1787253434,496m,39Mi,120m,51Mi
1787253435,496m,39Mi,120m,51Mi
1787253436,496m,39Mi,120m,51Mi
1787253437,496m,39Mi,120m,51Mi
1787253438,496m,39Mi,120m,51Mi
1787253439,496m,39Mi,120m,51Mi
1787253440,496m,39Mi,120m,51Mi
1787253442,496m,39Mi,120m,51Mi
1787253443,496m,39Mi,120m,51Mi
1787253444,525m,39Mi,159m,51Mi
1787253445,525m,39Mi,159m,51Mi
1787253446,525m,39Mi,159m,51Mi
1787253447,525m,39Mi,159m,51Mi
1787253448,525m,39Mi,159m,51Mi
1787253449,525m,39Mi,159m,51Mi
1787253451,525m,39Mi,159m,51Mi
1787253452,525m,39Mi,159m,51Mi
1787253453,525m,39Mi,159m,51Mi
1787253454,525m,39Mi,159m,51Mi
1787253455,525m,39Mi,159m,51Mi
1787253456,525m,39Mi,159m,51Mi
1787253457,525m,39Mi,159m,51Mi
1787253458,544m,39Mi,158m,51Mi
1787253459,544m,39Mi,158m,51Mi
1787253461,544m,39Mi,158m,51Mi
1787253462,544m,39Mi,158m,51Mi
1787253463,544m,39Mi,158m,51Mi
1787253464,544m,39Mi,158m,51Mi
1787253465,544m,39Mi,158m,51Mi
1787253466,544m,39Mi,158m,51Mi
1787253467,544m,39Mi,158m,51Mi
1787253468,544m,39Mi,158m,51Mi
1787253470,544m,39Mi,158m,51Mi
1787253471,544m,39Mi,158m,51Mi
1787253472,544m,39Mi,158m,51Mi
1787253473,544m,39Mi,158m,51Mi
1787253474,545m,39Mi,153m,51Mi
1787253475,545m,39Mi,153m,51Mi
1787253476,545m,39Mi,153m,51Mi
1787253478,545m,39Mi,153m,51Mi
1787253479,545m,39Mi,153m,51Mi
1787253480,545m,39Mi,153m,51Mi
1787253481,545m,39Mi,153m,51Mi
1787253482,545m,39Mi,153m,51Mi
1787253483,545m,39Mi,153m,51Mi
1787253484,545m,39Mi,153m,51Mi
1787253485,545m,39Mi,153m,51Mi
1787253486,545m,39Mi,153m,51Mi
1787253488,545m,39Mi,153m,51Mi
1787253489,546m,39Mi,157m,51Mi
1787253490,546m,39Mi,157m,51Mi
1787253491,546m,39Mi,157m,51Mi
1787253492,546m,39Mi,157m,51Mi
1787253493,546m,39Mi,157m,51Mi
1787253494,546m,39Mi,157m,51Mi
1787253495,546m,39Mi,157m,51Mi
1787253497,546m,39Mi,157m,51Mi
1787253498,546m,39Mi,157m,51Mi
1787253499,546m,39Mi,157m,51Mi
1787253500,546m,39Mi,157m,51Mi
1787253501,546m,39Mi,157m,51Mi
1787253502,546m,39Mi,157m,51Mi
1787253503,515m,40Mi,171m,51Mi
1787253504,515m,40Mi,171m,51Mi
1787253506,515m,40Mi,171m,51Mi
1787253507,515m,40Mi,171m,51Mi
1787253508,515m,40Mi,171m,51Mi
1787253509,515m,40Mi,171m,51Mi
1787253510,515m,40Mi,171m,51Mi
1787253511,515m,40Mi,171m,51Mi
1787253512,515m,40Mi,171m,51Mi
1787253513,515m,40Mi,171m,51Mi
1787253515,515m,40Mi,171m,51Mi
1787253516,515m,40Mi,171m,51Mi
1787253517,515m,40Mi,171m,51Mi
1787253518,515m,40Mi,171m,51Mi
1787253519,522m,39Mi,170m,51Mi
1787253520,522m,39Mi,170m,51Mi
1787253521,522m,39Mi,170m,51Mi
1787253522,522m,39Mi,170m,51Mi
1787253524,522m,39Mi,170m,51Mi
1787253525,522m,39Mi,170m,51Mi
1787253526,522m,39Mi,170m,51Mi
1787253527,522m,39Mi,170m,51Mi
1787253528,522m,39Mi,170m,51Mi
1787253529,522m,39Mi,170m,51Mi
1787253530,522m,39Mi,170m,51Mi
1787253531,522m,39Mi,170m,51Mi
1787253533,522m,39Mi,170m,51Mi
1787253534,549m,39Mi,163m,51Mi
1787253535,549m,39Mi,163m,51Mi
1787253536,549m,39Mi,163m,51Mi
1787253537,549m,39Mi,163m,51Mi
1787253538,549m,39Mi,163m,51Mi
1787253539,549m,39Mi,163m,51Mi
