Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],2085,0,360,372.1707280769629,81.72643100260757,652.516198984813,868.0,12.401406759357613,0.0,360,420,460,470,510,540,560,580,630,650,650
POST,/post,425,0,230,255.33987485166804,61.29786398378201,596.0554679913912,7.0,2.5278646871592256,0.0,230,320,370,400,460,490,530,550,600,600,600
GET,/post/[zipf_id],3162,0,250,262.9705228699153,59.498250018805265,680.9421550133266,169.51296647691333,18.80731327246464,0.0,250,330,370,400,460,500,550,570,650,680,680
,Aggregated,5672,0,310,302.54023416204143,59.498250018805265,680.9421550133266,414.09643864598024,33.73658471898148,0.0,310,370,410,430,480,520,560,570,650,680,680
