timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787253828,46m,38Mi,999m,55Mi
1787253829,46m,38Mi,999m,55Mi
1787253830,46m,38Mi,999m,55Mi
1787253831,46m,38Mi,999m,55Mi
1787253832,46m,38Mi,999m,55Mi
1787253833,61m,38Mi,215m,58Mi
1787253834,61m,38Mi,215m,58Mi
1787253836,61m,38Mi,215m,58Mi
1787253837,61m,38Mi,215m,58Mi
1787253838,61m,38Mi,215m,58Mi
1787253839,61m,38Mi,215m,58Mi
1787253840,61m,38Mi,215m,58Mi
1787253841,61m,38Mi,215m,58Mi
1787253842,61m,38Mi,215m,58Mi
1787253843,61m,38Mi,215m,58Mi
1787253845,61m,38Mi,215m,58Mi
1787253846,61m,38Mi,215m,58Mi
1787253847,61m,38Mi,215m,58Mi
1787253848,61m,38Mi,215m,58Mi
1787253849,239m,39Mi,29m,59Mi
1787253850,239m,39Mi,29m,59Mi
1787253851,239m,39Mi,29m,59Mi
1787253852,239m,39Mi,29m,59Mi
1787253854,239m,39Mi,29m,59Mi
1787253855,239m,39Mi,29m,59Mi
1787253856,239m,39Mi,29m,59Mi
1787253857,239m,39Mi,29m,59Mi
1787253858,239m,39Mi,29m,59Mi
1787253859,239m,39Mi,29m,59Mi
1787253860,239m,39Mi,29m,59Mi
1787253861,239m,39Mi,29m,59Mi
1787253863,239m,39Mi,29m,59Mi
1787253864,376m,39Mi,77m,59Mi
1787253865,376m,39Mi,77m,59Mi
1787253866,376m,39Mi,77m,59Mi
1787253867,376m,39Mi,77m,59Mi
1787253868,376m,39Mi,77m,59Mi
1787253869,376m,39Mi,77m,59Mi
1787253870,376m,39Mi,77m,59Mi
1787253872,376m,39Mi,77m,59Mi
1787253873,376m,39Mi,77m,59Mi
1787253874,376m,39Mi,77m,59Mi
1787253875,376m,39Mi,77m,59Mi
1787253876,376m,39Mi,77m,59Mi
1787253877,376m,39Mi,77m,59Mi
1787253878,447m,39Mi,113m,60Mi
1787253879,447m,39Mi,113m,60Mi
1787253881,447m,39Mi,113m,60Mi
1787253882,447m,39Mi,113m,60Mi
