Sample,Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Captured Timestamp,Dana CPU,Dana Memory,Remote CPU,Remote Memory
0,1786919392,0,,Aggregated,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0.0,2026-08-16 22:29:54,0.0,12.0,3.0,22.0
1,1786919393,2,,Aggregated,0.0,0.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,2,0,350,355.883400014136,349.2732000304386,362.49359999783337,829.0,2026-08-16 22:29:55,0.0,12.0,3.0,22.0
2,1786919394,6,,Aggregated,0.0,0.0,360.0,360.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,6,0,350,317.09669999933493,40.99910001968965,473.4075999585912,692.0,2026-08-16 22:29:56,0.0,12.0,3.0,22.0
3,1786919395,8,,Aggregated,0.0,0.0,360.0,470.0,500.0,500.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,12,0,350,391.18553332809824,40.99910001968965,804.3408999801613,692.0,2026-08-16 22:29:58,0.0,12.0,3.0,22.0
4,1786919396,10,,Aggregated,3.0,0.0,430.0,500.0,570.0,800.0,840.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,17,0,430,460.0705941146075,40.99910001968965,997.9073000140488,732.0,2026-08-16 22:29:59,0.0,12.0,3.0,22.0
5,1786919397,10,,Aggregated,4.0,0.0,560.0,800.0,840.0,910.0,1100.0,1300.0,1600.0,1600.0,1600.0,1600.0,1600.0,24,0,500,618.8717416662257,40.99910001968965,1560.197299986612,760.2916666666666,2026-08-16 22:30:00,0.0,12.0,3.0,22.0
6,1786919398,10,,Aggregated,4.0,0.0,630.0,810.0,1000.0,1000.0,1300.0,1600.0,1800.0,1800.0,1800.0,1800.0,1800.0,28,0,570,695.2720214280167,40.99910001968965,1761.91810000455,769.9285714285714,2026-08-16 22:30:01,0.0,12.0,3.0,22.0
7,1786919399,10,,Aggregated,4.6,0.0,800.0,1000.0,1300.0,1400.0,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,39,0,800,863.52495384516,33.43250002944842,2012.9285999573767,765.5128205128206,2026-08-16 22:30:02,0.0,12.0,3.0,22.0
8,1786919400,10,,Aggregated,4.666667,0.0,840.0,1100.0,1300.0,1300.0,1700.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,48,0,810,881.034808334031,25.872499973047525,2012.9285999573767,760.0416666666666,2026-08-16 22:30:03,0.0,12.0,3.0,22.0
9,1786919401,10,,Aggregated,4.666667,0.0,910.0,1100.0,1300.0,1300.0,1700.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,56,0,880,901.05444107134,25.872499973047525,2012.9285999573767,754.7142857142857,2026-08-16 22:30:04,0.0,12.0,3.0,22.0
