timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1786919394,0m,12Mi,3m,22Mi
1786919395,0m,12Mi,3m,22Mi
1786919396,0m,12Mi,3m,22Mi
1786919398,0m,12Mi,3m,22Mi
1786919399,0m,12Mi,3m,22Mi
1786919400,0m,12Mi,3m,22Mi
1786919401,0m,12Mi,3m,22Mi
1786919402,0m,12Mi,3m,22Mi
1786919403,0m,12Mi,3m,22Mi
1786919404,0m,12Mi,3m,22Mi
1786919405,0m,12Mi,3m,22Mi
1786919406,0m,12Mi,3m,22Mi
1786919408,0m,12Mi,3m,22Mi
1786919409,103m,20Mi,23m,21Mi
1786919410,103m,20Mi,23m,21Mi
1786919411,103m,20Mi,23m,21Mi
1786919412,103m,20Mi,23m,21Mi
1786919413,103m,20Mi,23m,21Mi
1786919414,103m,20Mi,23m,21Mi
1786919415,103m,20Mi,23m,21Mi
1786919417,103m,20Mi,23m,21Mi
1786919418,103m,20Mi,23m,21Mi
1786919419,103m,20Mi,23m,21Mi
1786919420,103m,20Mi,23m,21Mi
1786919421,103m,20Mi,23m,21Mi
1786919422,103m,20Mi,23m,21Mi
1786919423,103m,20Mi,83m,23Mi
1786919424,103m,20Mi,83m,23Mi
1786919426,103m,20Mi,83m,23Mi
1786919427,103m,20Mi,83m,23Mi
1786919428,103m,20Mi,83m,23Mi
1786919429,103m,20Mi,83m,23Mi
1786919430,103m,20Mi,83m,23Mi
1786919431,103m,20Mi,83m,23Mi
1786919432,103m,20Mi,83m,23Mi
1786919433,103m,20Mi,83m,23Mi
1786919434,103m,20Mi,83m,23Mi
1786919436,103m,20Mi,83m,23Mi
1786919437,103m,20Mi,83m,23Mi
1786919438,103m,20Mi,83m,23Mi
1786919439,717m,28Mi,191m,24Mi
1786919440,717m,28Mi,191m,24Mi
1786919441,717m,28Mi,191m,24Mi
1786919442,717m,28Mi,191m,24Mi
1786919443,717m,28Mi,191m,24Mi
1786919445,717m,28Mi,191m,24Mi
1786919446,717m,28Mi,191m,24Mi
1786919447,717m,28Mi,191m,24Mi
1786919448,717m,28Mi,191m,24Mi
1786919449,717m,28Mi,191m,24Mi
1786919450,717m,28Mi,191m,24Mi
1786919451,717m,28Mi,191m,24Mi
1786919452,717m,28Mi,191m,24Mi
1786919453,969m,31Mi,241m,26Mi
1786919455,969m,31Mi,241m,26Mi
1786919456,969m,31Mi,241m,26Mi
1786919457,969m,31Mi,241m,26Mi
1786919458,969m,31Mi,241m,26Mi
1786919459,969m,31Mi,241m,26Mi
1786919460,969m,31Mi,241m,26Mi
1786919461,969m,31Mi,241m,26Mi
1786919462,969m,31Mi,241m,26Mi
1786919464,969m,31Mi,241m,26Mi
1786919465,969m,31Mi,241m,26Mi
1786919466,969m,31Mi,241m,26Mi
1786919467,969m,31Mi,241m,26Mi
1786919468,969m,31Mi,241m,26Mi
1786919469,969m,31Mi,242m,24Mi
1786919470,969m,31Mi,242m,24Mi
1786919472,969m,31Mi,242m,24Mi
1786919473,969m,31Mi,242m,24Mi
1786919474,969m,31Mi,242m,24Mi
1786919475,969m,31Mi,242m,24Mi
1786919476,969m,31Mi,242m,24Mi
1786919477,969m,31Mi,242m,24Mi
1786919478,969m,31Mi,242m,24Mi
1786919479,969m,31Mi,242m,24Mi
1786919480,969m,31Mi,242m,24Mi
1786919482,969m,31Mi,242m,24Mi
1786919483,969m,31Mi,242m,24Mi
1786919484,1000m,31Mi,224m,24Mi
1786919485,1000m,31Mi,224m,24Mi
1786919486,1000m,31Mi,224m,24Mi
1786919487,1000m,31Mi,224m,24Mi
1786919488,1000m,31Mi,224m,24Mi
1786919489,1000m,31Mi,224m,24Mi
1786919490,1000m,31Mi,224m,24Mi
1786919492,1000m,31Mi,224m,24Mi
1786919493,1000m,31Mi,224m,24Mi
1786919494,1000m,31Mi,224m,24Mi
1786919495,1000m,31Mi,224m,24Mi
1786919496,1000m,31Mi,224m,24Mi
1786919497,1000m,31Mi,224m,24Mi
1786919498,1000m,30Mi,198m,25Mi
1786919499,1000m,30Mi,198m,25Mi
1786919501,1000m,30Mi,198m,25Mi
1786919502,1000m,30Mi,198m,25Mi
1786919503,1000m,30Mi,198m,25Mi
1786919504,1000m,30Mi,198m,25Mi
1786919505,1000m,30Mi,198m,25Mi
1786919506,1000m,30Mi,198m,25Mi
1786919507,1000m,30Mi,198m,25Mi
1786919508,1000m,30Mi,198m,25Mi
1786919510,1000m,30Mi,198m,25Mi
1786919511,1000m,30Mi,198m,25Mi
1786919512,1000m,30Mi,198m,25Mi
1786919513,1000m,30Mi,198m,25Mi
1786919514,999m,32Mi,186m,24Mi
1786919515,999m,32Mi,186m,24Mi
1786919516,999m,32Mi,186m,24Mi
1786919517,999m,32Mi,186m,24Mi
1786919519,999m,32Mi,186m,24Mi
1786919520,999m,32Mi,186m,24Mi
1786919521,999m,32Mi,186m,24Mi
1786919522,999m,32Mi,186m,24Mi
1786919523,999m,32Mi,186m,24Mi
1786919524,999m,32Mi,186m,24Mi
1786919525,999m,32Mi,186m,24Mi
1786919526,999m,32Mi,186m,24Mi
1786919527,999m,32Mi,186m,24Mi
1786919529,1000m,32Mi,178m,25Mi
1786919530,1000m,32Mi,178m,25Mi
1786919531,1000m,32Mi,178m,25Mi
1786919532,1000m,32Mi,178m,25Mi
1786919533,1000m,32Mi,178m,25Mi
1786919534,1000m,32Mi,178m,25Mi
1786919535,1000m,32Mi,178m,25Mi
1786919536,1000m,32Mi,178m,25Mi
1786919537,1000m,32Mi,178m,25Mi
1786919539,1000m,32Mi,178m,25Mi
1786919540,1000m,32Mi,178m,25Mi
1786919541,1000m,32Mi,178m,25Mi
1786919542,1000m,32Mi,178m,25Mi
1786919543,1000m,32Mi,178m,25Mi
1786919544,1000m,32Mi,173m,25Mi
1786919545,1000m,32Mi,173m,25Mi
1786919546,1000m,32Mi,173m,25Mi
1786919547,1000m,32Mi,173m,25Mi
1786919549,1000m,32Mi,173m,25Mi
1786919550,1000m,32Mi,173m,25Mi
1786919551,1000m,32Mi,173m,25Mi
1786919552,1000m,32Mi,173m,25Mi
1786919553,1000m,32Mi,173m,25Mi
1786919554,1000m,32Mi,173m,25Mi
1786919555,1000m,32Mi,173m,25Mi
