,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Dana CPU,Dana Memory,Remote CPU,Remote Memory
User Count,1.0,0.9442567099972373,0.1785738557023092,0.03139149101882109,-0.14040198883324626,-0.25818068741128936,-0.2618285306939613,-0.3228956154194778,-0.3085186303882302,-0.1080713136999219,0.17437838723908164,0.45369446595815,0.8961511316150076,0.8961511316150076,0.7291808539660709,0.8969151572778241,0.11978051601930113,-0.02137526765855068,-0.3254630164883546,0.9019755326472002,-0.8553566062778062,0.9137447738249042,0.9557092642113235,0.9194842777574496,0.8248802262150473
Requests/s,0.9442567099972373,1.0,0.25985327401913444,-0.15363489979804743,-0.36572450180402283,-0.47367241756810197,-0.4677882543792616,-0.46378579746282306,-0.428268730440562,-0.19166025841168155,0.08132204898252016,0.3473787450771279,0.7967568786704987,0.7967568786704987,0.6598070760546323,0.9305403327348157,-0.07260762669586653,-0.24505357807724557,-0.2576765083440184,0.8009873218043895,-0.8512927358994359,0.9276240022740975,0.9222192766690618,0.9687743299060996,0.8559318656547703
Failures/s,0.1785738557023092,0.25985327401913444,1.0,-0.5977998287841997,-0.3929195380213974,-0.15862344658508237,-0.014170189911928246,0.18395205973969853,0.17700905465963954,0.37100411434293795,0.38557457279773943,0.3561939788820405,0.20507028200310595,0.20507028200310595,-0.2795760377805728,0.040767931737089994,-0.5538540235186863,-0.21890809054701924,-0.06063052481920896,0.2075525244542769,0.013581050223484907,0.05290702286408562,0.0903755198078843,0.26463954274802376,0.3438368743998356
50%,0.03139149101882109,-0.15363489979804743,-0.5977998287841997,1.0,0.8370075450272623,0.5999757137273759,0.45311588379920775,0.1444646276456324,0.11462830422899582,-0.036472415806314565,-0.029949617202267173,0.050258903394914574,0.17032975024807967,0.17032975024807967,0.43365668665303425,-0.0012046091385053245,0.9992083848512596,0.7728532649199535,-0.21931786879841075,0.16943203020058833,-0.13163214521694822,0.0244533987012679,0.10610468318397878,-0.2017025235511635,-0.107354133541968
66%,-0.14040198883324626,-0.36572450180402283,-0.3929195380213974,0.8370075450272623,1.0,0.9132337953580625,0.8309326767395179,0.6182327460227299,0.5858159161561947,0.43180324147406485,0.3898109921451667,0.3061510274708416,0.14121413267050895,0.14121413267050895,0.026835144390306237,-0.32315316085565926,0.8345608682373676,0.9674594721153335,-0.2996453123406511,0.13849541284719552,0.1652326910265144,-0.2730434522251807,-0.11580499326241162,-0.37934095880387275,-0.3711540791779554
75%,-0.25818068741128936,-0.47367241756810197,-0.15862344658508237,0.5999757137273759,0.9132337953580625,1.0,0.9673493299796617,0.8506702689312627,0.8254649970734791,0.6916621979625585,0.6010698734525682,0.4402546087805439,0.08460624890097886,0.08460624890097886,-0.2700817483264737,-0.5218364661837838,0.5961413274550342,0.9537923369647548,-0.29618566575775607,0.08130701556413691,0.36882861753269996,-0.45687178077078,-0.2756890066115797,-0.4608443182912681,-0.45896271571305347
80%,-0.2618285306939613,-0.4677882543792616,-0.014170189911928246,0.45311588379920775,0.8309326767395179,0.9673493299796617,1.0,0.915122294236883,0.9002722213388443,0.8006661888385062,0.7084120375972405,0.5291653658147885,0.10417110190069562,0.10417110190069562,-0.3820159164830894,-0.5648177353857151,0.4502022541828836,0.8983151724333346,-0.3027208022343141,0.1008467311978355,0.4173750409014878,-0.4972347146035496,-0.2994150909979254,-0.44504973257856,-0.4536344673931176
90%,-0.3228956154194778,-0.46378579746282306,0.18395205973969853,0.1444646276456324,0.6182327460227299,0.8506702689312627,0.915122294236883,1.0,0.9743219451021403,0.8905424144823383,0.7846877704216514,0.5349213421233011,0.03347121041786356,0.03347121041786356,-0.5675747679783624,-0.6077490996050597,0.14122306803183557,0.7253796770891652,-0.25815867243634294,0.02991083121648173,0.5082834223327888,-0.5771682747970205,-0.38783412563850295,-0.4437702296783481,-0.4876049268909285
95%,-0.3085186303882302,-0.428268730440562,0.17700905465963954,0.11462830422899582,0.5858159161561947,0.8254649970734791,0.9002722213388443,0.9743219451021403,1.0,0.9423446588164347,0.8390755567703296,0.6130701737932377,0.0743131266555357,0.0743131266555357,-0.6194644597290002,-0.6153138227834737,0.11214079882264982,0.6998614458823568,-0.2533573213587302,0.07066142135790021,0.5097917141217726,-0.5733970254073717,-0.37947064894288324,-0.395747970424568,-0.49328570684389345
98%,-0.1080713136999219,-0.19166025841168155,0.37100411434293795,-0.036472415806314565,0.43180324147406485,0.6916621979625585,0.8006661888385062,0.8905424144823383,0.9423446588164347,1.0,0.9392353305808069,0.7631075739406715,0.25627034381233504,0.25627034381233504,-0.5911530579794186,-0.4590330066662997,-0.033874657925874144,0.5680342671520564,-0.3130183499924733,0.25330049386580206,0.3600218508793917,-0.3859487486599913,-0.1872097385798564,-0.1409779723829789,-0.28111292600914045
99%,0.17437838723908164,0.08132204898252016,0.38557457279773943,-0.029949617202267173,0.3898109921451667,0.6010698734525682,0.7084120375972405,0.7846877704216514,0.8390755567703296,0.9392353305808069,1.0,0.876119619250346,0.511607094902606,0.511607094902606,-0.3705499663258954,-0.17971589057497325,-0.02111462329121011,0.5169561654136837,-0.424530607932764,0.5086189314509559,0.07765922622725856,-0.11623981884854527,0.08404215990148846,0.12127377417990022,-0.06343008703655018
99.9%,0.45369446595815,0.3473787450771279,0.3561939788820405,0.050258903394914574,0.3061510274708416,0.4402546087805439,0.5291653658147885,0.5349213421233011,0.6130701737932377,0.7631075739406715,0.876119619250346,1.0,0.7707741693522241,0.7707741693522241,-0.08409834537895923,0.08702358979332335,0.06396470287376285,0.43416898932138387,-0.4180942293072833,0.7695975985205092,-0.22424184598389582,0.15022553945437167,0.33757724347124823,0.3872936928802561,0.25737788754877006
99.99%,0.8961511316150076,0.7967568786704987,0.20507028200310595,0.17032975024807967,0.14121413267050895,0.08460624890097886,0.10417110190069562,0.03347121041786356,0.0743131266555357,0.25627034381233504,0.511607094902606,0.7707741693522241,1.0,1.0,0.5363048458705437,0.6783374656653229,0.19076156957762397,0.20100619504920067,-0.45717184946480743,0.9999698075118749,-0.784291584155141,0.703373157550842,0.827873551762154,0.7843757630934219,0.6776549622642517
100%,0.8961511316150076,0.7967568786704987,0.20507028200310595,0.17032975024807967,0.14121413267050895,0.08460624890097886,0.10417110190069562,0.03347121041786356,0.0743131266555357,0.25627034381233504,0.511607094902606,0.7707741693522241,1.0,1.0,0.5363048458705437,0.6783374656653229,0.19076156957762397,0.20100619504920067,-0.45717184946480743,0.9999698075118749,-0.784291584155141,0.703373157550842,0.827873551762154,0.7843757630934219,0.6776549622642517
Total Request Count,0.7291808539660709,0.6598070760546323,-0.2795760377805728,0.43365668665303425,0.026835144390306237,-0.2700817483264737,-0.3820159164830894,-0.5675747679783624,-0.6194644597290002,-0.5911530579794186,-0.3705499663258954,-0.08409834537895923,0.5363048458705437,0.5363048458705437,1.0,0.8540161017150419,0.4557228954854864,0.00274427270704307,-0.1614220507814179,0.5408745111648227,-0.8355111848431074,0.8143325831795883,0.7883825928212788,0.5859727168939267,0.6586000676866915
Total Failure Count,0.8969151572778241,0.9305403327348157,0.040767931737089994,-0.0012046091385053245,-0.32315316085565926,-0.5218364661837838,-0.5648177353857151,-0.6077490996050597,-0.6153138227834737,-0.4590330066662997,-0.17971589057497325,0.08702358979332335,0.6783374656653229,0.6783374656653229,0.8540161017150419,1.0,0.05510100634285757,-0.26901039312823954,-0.19965058459516896,0.680892303211212,-0.9163843472595684,0.9559779679731132,0.9147600134789204,0.8738190805095774,0.8257908344443007
Total Median Response Time,0.11978051601930113,-0.07260762669586653,-0.5538540235186863,0.9992083848512596,0.8345608682373676,0.5961413274550342,0.4502022541828836,0.14122306803183557,0.11214079882264982,-0.033874657925874144,-0.02111462329121011,0.06396470287376285,0.19076156957762397,0.19076156957762397,0.4557228954854864,0.05510100634285757,1.0,0.7933155494863384,-0.19622832220579137,0.2670640396484465,-0.08406393787696989,0.0835381139465078,0.1766606639947657,-0.12382011691029211,-0.053314517255365346
Total Average Response Time,-0.02137526765855068,-0.24505357807724557,-0.21890809054701924,0.7728532649199535,0.9674594721153335,0.9537923369647548,0.8983151724333346,0.7253796770891652,0.6998614458823568,0.5680342671520564,0.5169561654136837,0.43416898932138387,0.20100619504920067,0.20100619504920067,0.00274427270704307,-0.26901039312823954,0.7933155494863384,1.0,-0.2728782945412351,0.3010486913260937,0.2532755474774969,-0.2187835949810482,-0.030245897583345522,-0.26397131172105975,-0.25999265453396525
Total Min Response Time,-0.3254630164883546,-0.2576765083440184,-0.06063052481920896,-0.21931786879841075,-0.2996453123406511,-0.29618566575775607,-0.3027208022343141,-0.25815867243634294,-0.2533573213587302,-0.3130183499924733,-0.424530607932764,-0.4180942293072833,-0.45717184946480743,-0.45717184946480743,-0.1614220507814179,-0.19965058459516896,-0.19622832220579137,-0.2728782945412351,1.0,-0.40985319541526505,0.3030157795678526,-0.2154625835617761,-0.287111358488598,-0.2384449965226197,-0.17194291894033742
Total Max Response Time,0.9019755326472002,0.8009873218043895,0.2075525244542769,0.16943203020058833,0.13849541284719552,0.08130701556413691,0.1008467311978355,0.02991083121648173,0.07066142135790021,0.25330049386580206,0.5086189314509559,0.7695975985205092,0.9999698075118749,0.9999698075118749,0.5408745111648227,0.680892303211212,0.2670640396484465,0.3010486913260937,-0.40985319541526505,1.0,-0.662665174131958,0.7067846119610622,0.8319727360683753,0.7859826620918784,0.6761837205252518
Total Average Content Size,-0.8553566062778062,-0.8512927358994359,0.013581050223484907,-0.13163214521694822,0.1652326910265144,0.36882861753269996,0.4173750409014878,0.5082834223327888,0.5097917141217726,0.3600218508793917,0.07765922622725856,-0.22424184598389582,-0.784291584155141,-0.784291584155141,-0.8355111848431074,-0.9163843472595684,-0.08406393787696989,0.2532755474774969,0.3030157795678526,-0.662665174131958,1.0,-0.896562069827186,-0.8770684945828496,-0.8113555238575647,-0.7734394455503001
Dana CPU,0.9137447738249042,0.9276240022740975,0.05290702286408562,0.0244533987012679,-0.2730434522251807,-0.45687178077078,-0.4972347146035496,-0.5771682747970205,-0.5733970254073717,-0.3859487486599913,-0.11623981884854527,0.15022553945437167,0.703373157550842,0.703373157550842,0.8143325831795883,0.9559779679731132,0.0835381139465078,-0.2187835949810482,-0.2154625835617761,0.7067846119610622,-0.896562069827186,1.0,0.9645593746982853,0.9296443187945206,0.8529912724966073
Dana Memory,0.9557092642113235,0.9222192766690618,0.0903755198078843,0.10610468318397878,-0.11580499326241162,-0.2756890066115797,-0.2994150909979254,-0.38783412563850295,-0.37947064894288324,-0.1872097385798564,0.08404215990148846,0.33757724347124823,0.827873551762154,0.827873551762154,0.7883825928212788,0.9147600134789204,0.1766606639947657,-0.030245897583345522,-0.287111358488598,0.8319727360683753,-0.8770684945828496,0.9645593746982853,1.0,0.9195225932848189,0.8098080354089798
