Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],296,0,45,404.80381883463525,36.88079000858124,5769.575875994633,856.2195945945946,10.266186643984673,0.0,47,83,100,300,1500,2100,3700,4400,5800,5800,5800
POST,/post,47,0,40,77.07732076666248,36.398753989487886,434.4524750049459,7.0,1.630103960362431,0.0,40,53,80,84,190,320,430,430,430,430,430
GET,/post/[zipf_id],123,0,79,132.16437182835932,37.56190599233378,1531.827211001655,169.6829268292683,4.266016747331468,0.0,79,140,160,180,270,340,470,660,1500,1500,1500
,Aggregated,466,0,55,299.78708623599437,36.398753989487886,5769.575875994633,589.3583690987125,16.16230735167857,0.0,55,86,110,170,1100,1700,2600,3700,5800,5800,5800
