timestamp,cacheHits,cacheMiss,total_latency,cacheSize,hits_per_sec,misses_per_sec,requests_per_sec,cache_hit_ratio
1787030108,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1787030109,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1787030110,0.0,2.0,101.0,0.0,0.0,2.0,2.0,0.0
1787030111,0.0,6.0,140.0,0.0,0.0,4.0,4.0,0.0
1787030112,0.0,12.0,254.0,0.0,0.0,6.0,6.0,0.0
1787030113,0.0,19.0,343.0,0.0,0.0,7.0,7.0,0.0
1787030114,0.0,29.0,481.0,0.0,0.0,10.0,10.0,0.0
1787030115,0.0,36.0,619.0,0.0,0.0,7.0,7.0,0.0
1787030116,0.0,45.0,686.0,0.0,0.0,9.0,9.0,0.0
1787030117,0.0,50.0,731.0,0.0,0.0,5.0,5.0,0.0
1787030118,0.0,57.0,791.0,0.0,0.0,7.0,7.0,0.0
1787030119,0.0,67.0,880.0,0.0,0.0,10.0,10.0,0.0
1787030120,0.0,75.0,840.0,0.0,0.0,8.0,8.0,0.0
1787030121,0.0,88.0,818.0,0.0,0.0,13.0,13.0,0.0
1787030122,4.0,97.0,791.0,0.0,4.0,9.0,13.0,0.3076923076923077
1787030123,4.0,108.0,820.0,0.0,0.0,11.0,11.0,0.0
1787030124,5.0,114.0,853.0,0.0,1.0,6.0,7.0,0.14285714285714285
1787030125,6.0,121.0,899.0,0.0,1.0,7.0,8.0,0.125
1787030126,9.0,128.0,984.0,0.0,3.0,7.0,10.0,0.3
1787030127,18.0,130.0,944.0,0.0,9.0,2.0,11.0,0.8181818181818182
1787030128,35.0,131.0,878.0,0.0,17.0,1.0,18.0,0.9444444444444444
1787030129,53.0,133.0,801.0,0.0,18.0,2.0,20.0,0.9
1787030130,69.0,143.0,737.0,0.0,16.0,10.0,26.0,0.6153846153846154
1787030131,87.0,155.0,667.0,0.0,18.0,12.0,30.0,0.6
1787030132,106.0,164.0,610.0,0.0,19.0,9.0,28.0,0.6785714285714286
1787030133,131.0,169.0,572.0,0.0,25.0,5.0,30.0,0.8333333333333334
1787030134,131.0,169.0,572.0,0.0,0.0,0.0,0.0,0.0
1787030135,158.0,169.0,563.0,0.0,27.0,0.0,27.0,1.0
1787030136,195.0,174.0,571.0,0.0,37.0,5.0,42.0,0.8809523809523809
1787030137,219.0,178.0,572.0,0.0,24.0,4.0,28.0,0.8571428571428571
1787030138,256.0,183.0,587.0,0.0,37.0,5.0,42.0,0.8809523809523809
1787030139,283.0,190.0,582.0,0.0,27.0,7.0,34.0,0.7941176470588235
1787030140,312.0,195.0,575.0,0.0,29.0,5.0,34.0,0.8529411764705882
1787030141,349.0,198.0,587.0,0.0,37.0,3.0,40.0,0.925
1787030142,373.0,200.0,593.0,0.0,24.0,2.0,26.0,0.9230769230769231
1787030143,402.0,202.0,609.0,0.0,29.0,2.0,31.0,0.9354838709677419
1787030144,439.0,207.0,608.0,0.0,37.0,5.0,42.0,0.8809523809523809
1787030145,468.0,210.0,604.0,0.0,29.0,3.0,32.0,0.90625
1787030146,498.0,211.0,619.0,0.0,30.0,1.0,31.0,0.967741935483871
1787030147,535.0,214.0,625.0,0.0,37.0,3.0,40.0,0.925
1787030148,535.0,214.0,625.0,0.0,0.0,0.0,0.0,0.0
1787030149,571.0,216.0,629.0,0.0,36.0,2.0,38.0,0.9473684210526315
1787030150,596.0,220.0,630.0,0.0,25.0,4.0,29.0,0.8620689655172413
1787030151,628.0,223.0,634.0,0.0,32.0,3.0,35.0,0.9142857142857143
1787030152,672.0,229.0,627.0,0.0,44.0,6.0,50.0,0.88
1787030153,718.0,237.0,605.0,0.0,46.0,8.0,54.0,0.8518518518518519
1787030154,768.0,246.0,575.0,0.0,50.0,9.0,59.0,0.847457627118644
1787030155,803.0,256.0,553.0,0.0,35.0,10.0,45.0,0.7777777777777778
1787030156,839.0,270.0,537.0,0.0,36.0,14.0,50.0,0.72
1787030157,887.0,274.0,518.0,0.0,48.0,4.0,52.0,0.9230769230769231
1787030158,928.0,282.0,505.0,0.0,41.0,8.0,49.0,0.8367346938775511
1787030159,966.0,291.0,493.0,0.0,38.0,9.0,47.0,0.8085106382978723
1787030160,1014.0,297.0,480.0,0.0,48.0,6.0,54.0,0.8888888888888888
1787030161,1067.0,302.0,466.0,0.0,53.0,5.0,58.0,0.9137931034482759
1787030162,1116.0,311.0,453.0,0.0,49.0,9.0,58.0,0.8448275862068966
1787030163,1168.0,317.0,440.0,0.0,52.0,6.0,58.0,0.896551724137931
1787030164,1206.0,323.0,434.0,0.0,38.0,6.0,44.0,0.8636363636363636
1787030165,1255.0,327.0,426.0,0.0,49.0,4.0,53.0,0.9245283018867925
1787030166,1297.0,333.0,421.0,0.0,42.0,6.0,48.0,0.875
1787030167,1342.0,339.0,415.0,0.0,45.0,6.0,51.0,0.8823529411764706
1787030168,1387.0,348.0,410.0,0.0,45.0,9.0,54.0,0.8333333333333334
1787030169,1437.0,353.0,403.0,0.0,50.0,5.0,55.0,0.9090909090909091
1787030170,1484.0,359.0,398.0,0.0,47.0,6.0,53.0,0.8867924528301887
1787030171,1538.0,365.0,395.0,0.0,54.0,6.0,60.0,0.9
1787030172,1591.0,371.0,389.0,0.0,53.0,6.0,59.0,0.8983050847457628
1787030173,1636.0,374.0,385.0,0.0,45.0,3.0,48.0,0.9375
1787030174,1686.0,380.0,382.0,0.0,50.0,6.0,56.0,0.8928571428571429
1787030175,1686.0,380.0,382.0,0.0,0.0,0.0,0.0,0.0
1787030176,1737.0,390.0,377.0,0.0,51.0,10.0,61.0,0.8360655737704918
1787030177,1787.0,392.0,374.0,0.0,50.0,2.0,52.0,0.9615384615384616
1787030178,1850.0,393.0,370.0,0.0,63.0,1.0,64.0,0.984375
1787030179,1894.0,401.0,367.0,0.0,44.0,8.0,52.0,0.8461538461538461
1787030180,1941.0,403.0,363.0,0.0,47.0,2.0,49.0,0.9591836734693877
1787030181,1997.0,407.0,360.0,0.0,56.0,4.0,60.0,0.9333333333333333
1787030182,2047.0,412.0,357.0,0.0,50.0,5.0,55.0,0.9090909090909091
1787030183,2089.0,420.0,354.0,0.0,42.0,8.0,50.0,0.84
1787030184,2140.0,423.0,352.0,0.0,51.0,3.0,54.0,0.9444444444444444
1787030185,2187.0,426.0,349.0,0.0,47.0,3.0,50.0,0.94
1787030186,2239.0,428.0,346.0,0.0,52.0,2.0,54.0,0.9629629629629629
1787030187,2287.0,432.0,345.0,0.0,48.0,4.0,52.0,0.9230769230769231
1787030188,2335.0,435.0,342.0,0.0,48.0,3.0,51.0,0.9411764705882353
1787030189,2381.0,440.0,340.0,0.0,46.0,5.0,51.0,0.9019607843137255
1787030190,2381.0,440.0,340.0,0.0,0.0,0.0,0.0,0.0
1787030191,2423.0,445.0,337.0,0.0,42.0,5.0,47.0,0.8936170212765957
1787030192,2476.0,451.0,334.0,0.0,53.0,6.0,59.0,0.8983050847457628
1787030193,2519.0,454.0,332.0,0.0,43.0,3.0,46.0,0.9347826086956522
1787030194,2564.0,457.0,330.0,0.0,45.0,3.0,48.0,0.9375
1787030195,2617.0,460.0,327.0,0.0,53.0,3.0,56.0,0.9464285714285714
1787030196,2665.0,465.0,326.0,0.0,48.0,5.0,53.0,0.9056603773584906
1787030197,2711.0,469.0,324.0,0.0,46.0,4.0,50.0,0.92
1787030198,2759.0,473.0,323.0,0.0,48.0,4.0,52.0,0.9230769230769231
1787030199,2807.0,474.0,321.0,0.0,48.0,1.0,49.0,0.9795918367346939
1787030200,2859.0,481.0,320.0,0.0,52.0,7.0,59.0,0.8813559322033898
1787030201,2907.0,483.0,317.0,0.0,48.0,2.0,50.0,0.96
1787030202,2956.0,485.0,316.0,0.0,49.0,2.0,51.0,0.9607843137254902
1787030203,3004.0,488.0,315.0,0.0,48.0,3.0,51.0,0.9411764705882353
1787030204,3059.0,491.0,313.0,0.0,55.0,3.0,58.0,0.9482758620689655
1787030205,3102.0,493.0,311.0,0.0,43.0,2.0,45.0,0.9555555555555556
1787030206,3143.0,497.0,310.0,0.0,41.0,4.0,45.0,0.9111111111111111
1787030207,3143.0,497.0,310.0,0.0,0.0,0.0,0.0,0.0
1787030208,3188.0,500.0,310.0,0.0,45.0,3.0,48.0,0.9375
1787030209,3228.0,505.0,309.0,0.0,40.0,5.0,45.0,0.8888888888888888
1787030210,3271.0,506.0,308.0,0.0,43.0,1.0,44.0,0.9772727272727273
1787030211,3320.0,508.0,307.0,0.0,49.0,2.0,51.0,0.9607843137254902
1787030212,3363.0,512.0,306.0,0.0,43.0,4.0,47.0,0.9148936170212766
1787030213,3415.0,514.0,304.0,0.0,52.0,2.0,54.0,0.9629629629629629
1787030214,3468.0,514.0,303.0,0.0,53.0,0.0,53.0,1.0
1787030215,3506.0,517.0,302.0,0.0,38.0,3.0,41.0,0.926829268292683
1787030216,3555.0,518.0,301.0,0.0,49.0,1.0,50.0,0.98
1787030217,3596.0,521.0,300.0,0.0,41.0,3.0,44.0,0.9318181818181818
1787030218,3643.0,523.0,299.0,0.0,47.0,2.0,49.0,0.9591836734693877
1787030219,3684.0,528.0,299.0,0.0,41.0,5.0,46.0,0.8913043478260869
1787030220,3730.0,532.0,298.0,0.0,46.0,4.0,50.0,0.92
1787030221,3773.0,538.0,297.0,0.0,43.0,6.0,49.0,0.8775510204081632
1787030222,3815.0,541.0,297.0,0.0,42.0,3.0,45.0,0.9333333333333333
1787030223,3815.0,541.0,297.0,0.0,0.0,0.0,0.0,0.0
1787030224,3852.0,544.0,296.0,0.0,37.0,3.0,40.0,0.925
1787030225,3899.0,544.0,295.0,0.0,47.0,0.0,47.0,1.0
1787030226,3950.0,545.0,293.0,0.0,51.0,1.0,52.0,0.9807692307692307
1787030227,3991.0,550.0,292.0,0.0,41.0,5.0,46.0,0.8913043478260869
1787030228,4033.0,555.0,291.0,0.0,42.0,5.0,47.0,0.8936170212765957
1787030229,4075.0,560.0,290.0,0.0,42.0,5.0,47.0,0.8936170212765957
1787030230,4117.0,563.0,289.0,0.0,42.0,3.0,45.0,0.9333333333333333
1787030231,4162.0,565.0,288.0,0.0,45.0,2.0,47.0,0.9574468085106383
1787030232,4199.0,569.0,288.0,0.0,37.0,4.0,41.0,0.9024390243902439
1787030233,4239.0,572.0,287.0,0.0,40.0,3.0,43.0,0.9302325581395349
1787030234,4286.0,572.0,286.0,0.0,47.0,0.0,47.0,1.0
1787030235,4286.0,572.0,286.0,0.0,0.0,0.0,0.0,0.0
1787030236,4340.0,573.0,285.0,0.0,54.0,1.0,55.0,0.9818181818181818
1787030237,4378.0,574.0,285.0,0.0,38.0,1.0,39.0,0.9743589743589743
1787030238,4424.0,575.0,284.0,0.0,46.0,1.0,47.0,0.9787234042553191
1787030239,4469.0,578.0,283.0,0.0,45.0,3.0,48.0,0.9375
1787030240,4509.0,581.0,283.0,0.0,40.0,3.0,43.0,0.9302325581395349
1787030241,4556.0,583.0,282.0,0.0,47.0,2.0,49.0,0.9591836734693877
1787030242,4601.0,584.0,281.0,0.0,45.0,1.0,46.0,0.9782608695652174
1787030243,4638.0,585.0,281.0,0.0,37.0,1.0,38.0,0.9736842105263158
1787030244,4678.0,586.0,280.0,0.0,40.0,1.0,41.0,0.975609756097561
1787030245,4727.0,587.0,279.0,0.0,49.0,1.0,50.0,0.98
1787030246,4765.0,592.0,279.0,0.0,38.0,5.0,43.0,0.8837209302325582
1787030247,4765.0,592.0,279.0,0.0,0.0,0.0,0.0,0.0
1787030248,4807.0,597.0,278.0,0.0,42.0,5.0,47.0,0.8936170212765957
1787030249,4849.0,599.0,277.0,0.0,42.0,2.0,44.0,0.9545454545454546
1787030250,4885.0,603.0,277.0,0.0,36.0,4.0,40.0,0.9
1787030251,4930.0,606.0,277.0,0.0,45.0,3.0,48.0,0.9375
1787030252,4973.0,606.0,276.0,0.0,43.0,0.0,43.0,1.0
1787030253,5018.0,608.0,275.0,0.0,45.0,2.0,47.0,0.9574468085106383
1787030254,5057.0,610.0,275.0,0.0,39.0,2.0,41.0,0.9512195121951219
1787030255,5099.0,614.0,274.0,0.0,42.0,4.0,46.0,0.9130434782608695
1787030256,5140.0,614.0,274.0,0.0,41.0,0.0,41.0,1.0
1787030257,5185.0,615.0,273.0,0.0,45.0,1.0,46.0,0.9782608695652174
1787030258,5185.0,615.0,273.0,0.0,0.0,0.0,0.0,0.0
1787030259,5220.0,618.0,273.0,0.0,35.0,3.0,38.0,0.9210526315789473
1787030260,5263.0,621.0,272.0,0.0,43.0,3.0,46.0,0.9347826086956522
1787030261,5302.0,622.0,272.0,0.0,39.0,1.0,40.0,0.975
1787030262,5334.0,624.0,272.0,0.0,32.0,2.0,34.0,0.9411764705882353
1787030263,5376.0,627.0,271.0,0.0,42.0,3.0,45.0,0.9333333333333333
1787030264,5409.0,629.0,271.0,0.0,33.0,2.0,35.0,0.9428571428571428
1787030265,5455.0,630.0,271.0,0.0,46.0,1.0,47.0,0.9787234042553191
1787030266,5496.0,631.0,270.0,0.0,41.0,1.0,42.0,0.9761904761904762
1787030267,5535.0,633.0,270.0,0.0,39.0,2.0,41.0,0.9512195121951219
1787030268,5569.0,636.0,270.0,0.0,34.0,3.0,37.0,0.918918918918919
1787030269,5569.0,636.0,270.0,0.0,0.0,0.0,0.0,0.0
1787030270,5608.0,639.0,269.0,0.0,39.0,3.0,42.0,0.9285714285714286
1787030271,5645.0,643.0,269.0,0.0,37.0,4.0,41.0,0.9024390243902439
1787030272,5685.0,643.0,269.0,0.0,40.0,0.0,40.0,1.0
