Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],6068,0,790,2077.8072419577866,158.200100002432,11313.406500001292,826.7679630850363,9.199959629257364,0.0,790,1900,3800,4300,6200,6700,8300,8700,10000,11000,11000
GET,/post/[zipf_id],4752,0,46,451.16102420029824,35.54389999771956,10581.916200000705,169.6121632996633,7.204714594303065,0.0,46,54,68,110,720,3800,6300,7000,10000,11000,11000
POST,/posts,650,0,750,2142.920444307684,154.67200000057346,12403.5423000023,0.0,0.9854933683284917,0.0,750,2200,3900,4300,6200,6900,8700,10000,12000,12000,12000
,Aggregated,11470,0,360,1407.5806294681463,35.54389999771956,12403.5423000023,507.65693112467306,17.390167591888922,0.0,360,750,1400,2400,5400,6400,7900,8500,10000,11000,12000
