Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],3561,0,3300,4433.672798651899,194.19450004352257,30888.6133999913,828.3423195731536,5.394545832524982,0.0,3300,4700,5600,6500,9300,12000,16000,18000,27000,31000,31000
GET,/post/[zipf_id],2940,0,38,768.4254005447792,32.00820001075044,19407.719400012866,169.91190476190476,4.4537952113517125,0.0,38,48,50,63,2900,4900,8400,11000,17000,19000,19000
POST,/posts,378,0,3300,4450.824753439673,430.9951000032015,32064.493000041693,0.0,0.5726308128880773,0.0,3300,4800,5400,6400,8900,12000,18000,22000,32000,32000,32000
,Aggregated,6879,0,1700,2868.133634307491,32.00820001075044,32064.493000041693,501.419973833406,10.420971856764773,0.0,1700,3200,4200,4900,7600,10000,14000,17000,27000,32000,32000
