Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],3514,0,3000,4412.299709844922,200.85280004423112,34732.92410001159,828.0244735344337,5.320299287405165,0.0,3000,4400,5700,6800,9300,13000,16000,19000,32000,35000,35000
GET,/post/[zipf_id],2929,0,44,877.5858089109051,35.67240003030747,26118.12210001517,169.75588938204166,4.434592092433047,0.0,44,50,63,150,2700,5700,9800,12000,21000,26000,26000
POST,/posts,406,0,3100,4102.803966993629,322.6270000450313,21308.88759996742,0.0,0.6146959336045807,0.0,3100,4300,5500,6200,8500,11000,13000,17000,21000,21000,21000
,Aggregated,6849,0,1500,2882.3198168045733,35.67240003030747,34732.92410001159,497.4292597459483,10.369587313442793,0.0,1500,2900,4100,5000,7800,10000,14000,17000,27000,35000,35000
