Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],3837,0,4000,4039.1750218660554,167.25299999961862,16553.32189999899,828.1389106072453,5.812503882689319,0.0,4000,4600,6000,6300,7900,8700,10000,11000,14000,17000,17000
GET,/post/[zipf_id],2922,0,61,838.2490805955164,36.93289999864646,12952.752299999702,169.8473648186174,4.42641030628569,0.0,61,70,81,96,4000,6100,7800,8500,12000,13000,13000
POST,/posts,421,0,3900,3922.4878225651755,177.42290000023786,18520.04759999909,0.0,0.6377545307824352,0.0,3900,4500,5900,6300,7300,8500,9200,10000,19000,19000,19000
,Aggregated,7180,0,2100,2729.6721094289856,36.93289999864646,18520.04759999909,511.6800835654596,10.876668719757445,0.0,2100,4000,4400,5500,6600,8300,9300,11000,13000,19000,19000
