Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],573,0,320,335.5347982521029,51.295644021593034,1520.038136979565,4081.825479930192,9.559975668472116,0.0,320,340,370,380,430,470,650,820,1500,1500,1500
GET,/post/[zipf_id],975,23,370,375.65149240446493,50.184671010356396,1439.1244130092673,98.51897435897436,16.266974304991823,0.38373375283570454,370,400,420,430,460,620,690,1100,1400,1400,1400
POST,/posts,54,0,320,333.5970505140722,52.17126099159941,539.3422050401568,58.22222222222222,0.9009401153533932,0.0,320,360,380,390,440,450,520,540,540,540,540
,Aggregated,1602,23,350,359.8850719229514,50.184671010356396,1520.038136979565,1521.9013732833957,26.727890088817333,0.38373375283570454,350,380,400,420,450,530,680,910,1400,1500,1500
