timestamp,cacheHits,cacheMiss,total_latency,cacheSize,hits_per_sec,misses_per_sec,requests_per_sec,cache_hit_ratio
1786889408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786889409,0.0,1.0,99.0,0.0,0.0,1.0,1.0,0.0
1786889410,0.0,4.0,280.0,0.0,0.0,3.0,3.0,0.0
1786889411,0.0,10.0,298.0,0.0,0.0,6.0,6.0,0.0
1786889412,0.0,16.0,493.0,0.0,0.0,6.0,6.0,0.0
1786889413,0.0,24.0,639.0,0.0,0.0,8.0,8.0,0.0
1786889414,0.0,27.0,681.0,0.0,0.0,3.0,3.0,0.0
1786889415,0.0,32.0,886.0,0.0,0.0,5.0,5.0,0.0
1786889416,0.0,36.0,1001.0,0.0,0.0,4.0,4.0,0.0
1786889417,0.0,42.0,1213.0,0.0,0.0,6.0,6.0,0.0
1786889418,0.0,46.0,1243.0,0.0,0.0,4.0,4.0,0.0
1786889419,0.0,55.0,1238.0,0.0,0.0,9.0,9.0,0.0
1786889420,4.0,65.0,1180.0,0.0,4.0,10.0,14.0,0.2857142857142857
1786889421,13.0,66.0,1019.0,0.0,9.0,1.0,10.0,0.9
1786889422,27.0,70.0,971.0,0.0,14.0,4.0,18.0,0.7777777777777778
1786889423,45.0,71.0,827.0,0.0,18.0,1.0,19.0,0.9473684210526315
1786889424,59.0,74.0,728.0,0.0,14.0,3.0,17.0,0.8235294117647058
1786889425,76.0,76.0,647.0,0.0,17.0,2.0,19.0,0.8947368421052632
1786889426,94.0,76.0,582.0,0.0,18.0,0.0,18.0,1.0
1786889427,113.0,76.0,530.0,0.0,19.0,0.0,19.0,1.0
1786889428,130.0,76.0,488.0,0.0,17.0,0.0,17.0,1.0
1786889429,147.0,80.0,453.0,0.0,17.0,4.0,21.0,0.8095238095238095
1786889430,163.0,87.0,423.0,0.0,16.0,7.0,23.0,0.6956521739130435
1786889431,177.0,92.0,403.0,0.0,14.0,5.0,19.0,0.7368421052631579
1786889432,193.0,102.0,384.0,0.0,16.0,10.0,26.0,0.6153846153846154
1786889433,208.0,111.0,371.0,0.0,15.0,9.0,24.0,0.625
1786889434,228.0,119.0,352.0,0.0,20.0,8.0,28.0,0.7142857142857143
1786889435,250.0,122.0,331.0,0.0,22.0,3.0,25.0,0.88
1786889436,272.0,125.0,314.0,0.0,22.0,3.0,25.0,0.88
1786889437,297.0,129.0,297.0,0.0,25.0,4.0,29.0,0.8620689655172413
1786889438,316.0,134.0,288.0,0.0,19.0,5.0,24.0,0.7916666666666666
1786889439,342.0,142.0,279.0,0.0,26.0,8.0,34.0,0.7647058823529411
1786889440,368.0,148.0,271.0,0.0,26.0,6.0,32.0,0.8125
1786889441,396.0,151.0,260.0,0.0,28.0,3.0,31.0,0.9032258064516129
1786889442,425.0,156.0,250.0,0.0,29.0,5.0,34.0,0.8529411764705882
1786889443,455.0,160.0,241.0,0.0,30.0,4.0,34.0,0.8823529411764706
1786889444,487.0,164.0,233.0,0.0,32.0,4.0,36.0,0.8888888888888888
1786889445,517.0,168.0,226.0,0.0,30.0,4.0,34.0,0.8823529411764706
1786889446,549.0,173.0,221.0,0.0,32.0,5.0,37.0,0.8648648648648649
1786889447,583.0,180.0,215.0,0.0,34.0,7.0,41.0,0.8292682926829268
1786889448,615.0,185.0,211.0,0.0,32.0,5.0,37.0,0.8648648648648649
1786889449,651.0,191.0,207.0,0.0,36.0,6.0,42.0,0.8571428571428571
1786889450,687.0,195.0,202.0,0.0,36.0,4.0,40.0,0.9
1786889451,726.0,199.0,198.0,0.0,39.0,4.0,43.0,0.9069767441860465
1786889452,766.0,202.0,193.0,0.0,40.0,3.0,43.0,0.9302325581395349
1786889453,805.0,207.0,189.0,0.0,39.0,5.0,44.0,0.8863636363636364
1786889454,842.0,212.0,186.0,0.0,37.0,5.0,42.0,0.8809523809523809
1786889455,884.0,219.0,185.0,0.0,42.0,7.0,49.0,0.8571428571428571
1786889456,924.0,224.0,183.0,0.0,40.0,5.0,45.0,0.8888888888888888
1786889457,965.0,231.0,180.0,0.0,41.0,7.0,48.0,0.8541666666666666
1786889458,1007.0,238.0,178.0,0.0,42.0,7.0,49.0,0.8571428571428571
1786889459,1050.0,245.0,176.0,0.0,43.0,7.0,50.0,0.86
1786889460,1093.0,249.0,174.0,0.0,43.0,4.0,47.0,0.9148936170212766
1786889461,1140.0,253.0,171.0,0.0,47.0,4.0,51.0,0.9215686274509803
1786889462,1185.0,257.0,168.0,0.0,45.0,4.0,49.0,0.9183673469387755
1786889463,1230.0,260.0,166.0,0.0,45.0,3.0,48.0,0.9375
1786889464,1274.0,263.0,164.0,0.0,44.0,3.0,47.0,0.9361702127659575
1786889465,1318.0,268.0,162.0,0.0,44.0,5.0,49.0,0.8979591836734694
1786889466,1363.0,272.0,161.0,0.0,45.0,4.0,49.0,0.9183673469387755
1786889467,1403.0,279.0,160.0,0.0,40.0,7.0,47.0,0.851063829787234
1786889468,1446.0,285.0,159.0,0.0,43.0,6.0,49.0,0.8775510204081632
1786889469,1489.0,291.0,158.0,0.0,43.0,6.0,49.0,0.8775510204081632
1786889470,1534.0,295.0,156.0,0.0,45.0,4.0,49.0,0.9183673469387755
1786889471,1580.0,299.0,155.0,0.0,46.0,4.0,50.0,0.92
1786889472,1624.0,303.0,154.0,0.0,44.0,4.0,48.0,0.9166666666666666
1786889473,1667.0,309.0,153.0,0.0,43.0,6.0,49.0,0.8775510204081632
1786889474,1713.0,313.0,152.0,0.0,46.0,4.0,50.0,0.92
1786889475,1759.0,317.0,151.0,0.0,46.0,4.0,50.0,0.92
1786889476,1803.0,322.0,150.0,0.0,44.0,5.0,49.0,0.8979591836734694
1786889477,1848.0,323.0,149.0,0.0,45.0,1.0,46.0,0.9782608695652174
1786889478,1892.0,330.0,149.0,0.0,44.0,7.0,51.0,0.8627450980392157
1786889479,1938.0,333.0,148.0,0.0,46.0,3.0,49.0,0.9387755102040817
1786889480,1985.0,336.0,147.0,0.0,47.0,3.0,50.0,0.94
1786889481,2025.0,338.0,146.0,0.0,40.0,2.0,42.0,0.9523809523809523
1786889482,2071.0,348.0,147.0,0.0,46.0,10.0,56.0,0.8214285714285714
1786889483,2118.0,350.0,146.0,0.0,47.0,2.0,49.0,0.9591836734693877
1786889484,2165.0,352.0,145.0,0.0,47.0,2.0,49.0,0.9591836734693877
1786889485,2209.0,357.0,145.0,0.0,44.0,5.0,49.0,0.8979591836734694
1786889486,2256.0,359.0,144.0,0.0,47.0,2.0,49.0,0.9591836734693877
1786889487,2299.0,365.0,144.0,0.0,43.0,6.0,49.0,0.8775510204081632
1786889488,2345.0,367.0,143.0,0.0,46.0,2.0,48.0,0.9583333333333334
1786889489,2391.0,371.0,142.0,0.0,46.0,4.0,50.0,0.92
1786889490,2438.0,374.0,141.0,0.0,47.0,3.0,50.0,0.94
1786889491,2482.0,379.0,141.0,0.0,44.0,5.0,49.0,0.8979591836734694
1786889492,2531.0,380.0,140.0,0.0,49.0,1.0,50.0,0.98
1786889493,2575.0,384.0,140.0,0.0,44.0,4.0,48.0,0.9166666666666666
1786889494,2621.0,387.0,139.0,0.0,46.0,3.0,49.0,0.9387755102040817
1786889495,2667.0,391.0,138.0,0.0,46.0,4.0,50.0,0.92
1786889496,2711.0,395.0,138.0,0.0,44.0,4.0,48.0,0.9166666666666666
1786889497,2756.0,399.0,137.0,0.0,45.0,4.0,49.0,0.9183673469387755
1786889498,2804.0,400.0,137.0,0.0,48.0,1.0,49.0,0.9795918367346939
1786889499,2849.0,402.0,137.0,0.0,45.0,2.0,47.0,0.9574468085106383
1786889500,2894.0,409.0,137.0,0.0,45.0,7.0,52.0,0.8653846153846154
1786889501,2941.0,412.0,136.0,0.0,47.0,3.0,50.0,0.94
1786889502,2986.0,416.0,136.0,0.0,45.0,4.0,49.0,0.9183673469387755
1786889503,3033.0,419.0,136.0,0.0,47.0,3.0,50.0,0.94
1786889504,3086.0,422.0,136.0,0.0,53.0,3.0,56.0,0.9464285714285714
