,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,CPU,Memory,Cache Hits,Cache Misses,Cache Size,Cache Hits/s,Cache Misses/s,Cache Requests/s,Cache Hit Ratio,Cache Avg Latency
User Count,1.0,0.8792583513906712,,-0.21860552313528775,-0.22063064374941557,-0.2972550897343988,-0.33180385758774494,-0.5218866910872488,-0.6497071015242253,-0.6567886670265658,-0.6050005418978099,-0.23127065306753145,0.5465868414389156,0.607961044411306,0.5424668485223466,,-0.1434360843556679,-0.3693115970500397,0.03647121222072806,0.6432071435585446,-0.8397474998470086,0.7856337248570296,0.7516929518170355,0.6018566244969697,0.7772139233027557,,0.284706788710785,-0.37984209978558675,0.2248919816143174,0.48852320167408286,-0.7648656470842136
Requests/s,0.8792583513906712,1.0,,-0.44293965227903087,-0.5177806959169716,-0.6195010336291319,-0.6626874307829346,-0.7990342868039099,-0.8683097132797051,-0.83524769564983,-0.7051924547861679,-0.03194798019902712,0.5408242065259226,0.4985175513763396,0.17585027682810553,,-0.38798351388617464,-0.6796499193012675,0.01097713992543635,0.5245628946781815,-0.6676247387751697,0.5789404767361781,0.41934470260888895,0.300707151909232,0.5569256222265258,,0.579968006143782,-0.1623687559128068,0.529971965897258,0.43181673409336147,-0.7491478326496255
Failures/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50%,-0.21860552313528775,-0.44293965227903087,,1.0,0.944433104541309,0.8802239183586367,0.8196008703669476,0.6662019699453113,0.4868893953152022,0.28544191656719714,0.08858171105072317,-0.4717688079438466,-0.30835064900281733,-0.19724628382098616,0.45041872734943067,,0.9950974064106857,0.8640799867096238,0.03793798634416455,-0.20806565663458787,0.09836677138435902,0.21247457878385514,0.2186424076736793,0.39497152779673345,0.22814220998897103,,-0.5941104221986928,-0.2710511154386453,-0.5944113894624216,-0.327097525439702,0.5237757545253171
66%,-0.22063064374941557,-0.5177806959169716,,0.944433104541309,1.0,0.9687463976024958,0.9263548365370702,0.7712190307282527,0.5976488130122284,0.39712649033733205,0.2080742810872565,-0.41416388291357326,-0.24998774211110164,-0.1232270564891902,0.48482248770940156,,0.9472558987154703,0.9339836987417501,0.017405461384797576,-0.13236913502688635,0.09895705817125318,0.18475858995258748,0.2607003860079857,0.393594571410754,0.20521375037504094,,-0.6231145009171167,-0.2907516588264594,-0.6241919175344615,-0.26310309737158594,0.5414085944544127
75%,-0.2972550897343988,-0.6195010336291319,,0.8802239183586367,0.9687463976024958,1.0,0.9841718797248622,0.8657865499202881,0.7020678017633287,0.5023325342467132,0.3099146281884318,-0.38538551761794143,-0.280632409923822,-0.14500140878584494,0.46865789936177626,,0.883664701515963,0.9677244308027113,0.046822925927385496,-0.1532184698015567,0.16237548489655979,0.11801952596675912,0.23750154596958373,0.3567008267116288,0.14074502343929013,,-0.6725648603909873,-0.2943149204625058,-0.6714299376221303,-0.24973074157587877,0.5663801170132564
80%,-0.33180385758774494,-0.6626874307829346,,0.8196008703669476,0.9263548365370702,0.9841718797248622,1.0,0.9243135641555638,0.7747707343648335,0.5749976860470976,0.3807868868792947,-0.33851611888448246,-0.24712070778632816,-0.10585334286413023,0.4566720303539961,,0.8244922603748415,0.9750376770632688,0.029826039493954435,-0.11331925131313646,0.20030433927920716,0.08766649516781079,0.2300975703701269,0.3400298643711605,0.11221049940946605,,-0.6998869778224652,-0.3046313025201401,-0.698512826303502,-0.2239641063929485,0.5845501287178996
90%,-0.5218866910872488,-0.7990342868039099,,0.6662019699453113,0.7712190307282527,0.8657865499202881,0.9243135641555638,1.0,0.9370241242768268,0.7790394345211415,0.5973395721137765,-0.12116509756740394,-0.1947427831121499,-0.0747607308091195,0.27004464401956246,,0.6668409120767381,0.9396694945071824,0.0050959487895295705,-0.08256210162725389,0.41421913925898796,-0.12807348550283038,0.042033053248099195,0.1505771386685281,-0.09828316023663519,,-0.7099427336596787,-0.17646026498154968,-0.6929382816404125,-0.23687726335191453,0.6999439819747532
95%,-0.6497071015242253,-0.8683097132797051,,0.4868893953152022,0.5976488130122284,0.7020678017633287,0.7747707343648335,0.9370241242768268,1.0,0.9114685375504594,0.7722807607395624,0.11416555768927171,-0.1387440296863827,-0.0537989660878423,0.053049408577575605,,0.48346731312884933,0.828862408455587,-0.010846959974305547,-0.06135151991422773,0.5613292969401384,-0.34988607718343023,-0.15123131043018043,-0.07110380142759011,-0.31737979522244164,,-0.642750818138791,0.016580836805696834,-0.6065876330429553,-0.2390428697543072,0.752272179174265
98%,-0.6567886670265658,-0.83524769564983,,0.28544191656719714,0.39712649033733205,0.5023325342467132,0.5749976860470976,0.7790394345211415,0.9114685375504594,1.0,0.9288079112668444,0.38109568891949913,-0.05368393874122094,-0.0038562201948847586,-0.176159529339584,,0.2779243886395416,0.655950375392077,-0.044391206196023394,-0.010994277372159788,0.6275371641575248,-0.5607113266857432,-0.316538399397098,-0.3125485212197674,-0.5321467360727361,,-0.4898690141832217,0.22504975948211614,-0.43729095993889355,-0.2202359498791973,0.7297297462977796
99%,-0.6050005418978099,-0.7051924547861679,,0.08858171105072317,0.2080742810872565,0.3099146281884318,0.3807868868792947,0.5973395721137765,0.7722807607395624,0.9288079112668444,1.0,0.5860913861628974,0.04342032110837515,0.05274693685369497,-0.3919162739882602,,0.0800588864157296,0.4608597528302394,-0.08013307035551595,0.04622144320244232,0.6496667678480005,-0.703457005720704,-0.45850201192556206,-0.5273269387193606,-0.6875731411838034,,-0.28414303199387125,0.4027418295886651,-0.2215874209980745,-0.16949833367054687,0.6868348282646101
