,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,CPU,Memory,Cache Hits,Cache Misses,Cache Size,Cache Hits/s,Cache Misses/s,Cache Requests/s,Cache Hit Ratio,Cache Avg Latency
99.9%,-0.23127065306753145,-0.03194798019902712,,-0.4717688079438466,-0.41416388291357326,-0.38538551761794143,-0.33851611888448246,-0.12116509756740394,0.11416555768927171,0.38109568891949913,0.5860913861628974,1.0,0.5284216953666874,0.39432388764441095,-0.7543679042839794,,-0.47331909155700225,-0.261655503869012,-0.35304201005686153,0.3905793948996922,0.49281198909141194,-0.679331042453324,-0.6272140253484091,-0.763012436337669,-0.6774442650802364,,0.4863827099527645,0.6302407369968713,0.5347203106222977,0.08097411905668303,0.326241136341313
99.99%,0.5465868414389156,0.5408242065259226,,-0.30835064900281733,-0.24998774211110164,-0.280632409923822,-0.24712070778632816,-0.1947427831121499,-0.1387440296863827,-0.05368393874122094,0.04342032110837515,0.5284216953666874,1.0,0.9725235472143473,0.040945682648210954,,-0.2634157198075743,-0.23624016260673208,-0.8328007805729518,0.9720442707838683,-0.3000729567211975,0.22955796641191162,0.23220617142985467,0.0892898331129605,0.23883883633622874,,0.36171506000258363,-0.024693645638524688,0.3395545329453941,0.4377647363939623,-0.19535719939887006
100%,0.607961044411306,0.4985175513763396,,-0.19724628382098616,-0.1232270564891902,-0.14500140878584494,-0.10585334286413023,-0.0747607308091195,-0.0537989660878423,-0.0038562201948847586,0.05274693685369497,0.39432388764441095,0.9725235472143473,1.0,0.23236916490693849,,-0.14617268795994948,-0.10540121802364018,-0.8547778841017729,0.9998655994486242,-0.4092608392666899,0.3567743161107744,0.4039999232931665,0.25688176442566896,0.3705830197080832,,0.2119492116255736,-0.15622291424755927,0.18226937975761162,0.45226897391294013,-0.2295734393577879
Total Request Count,0.5424668485223466,0.17585027682810553,,0.45041872734943067,0.48482248770940156,0.46865789936177626,0.4566720303539961,0.27004464401956246,0.053049408577575605,-0.176159529339584,-0.3919162739882602,-0.7543679042839794,0.040945682648210954,0.23236916490693849,1.0,,0.490515834608519,0.38764172918635614,0.001991871736220169,0.24689300613917703,-0.6922442429808047,0.8849048372788533,0.9446635963170195,0.9789875551805588,0.8982642195724345,,-0.4989157966331227,-0.7516956024600451,-0.5606604712371056,0.1872244309362926,-0.38477098398815596
Total Failure Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Median Response Time,-0.1434360843556679,-0.38798351388617464,,0.9950974064106857,0.9472558987154703,0.883664701515963,0.8244922603748415,0.6668409120767381,0.48346731312884933,0.2779243886395416,0.0800588864157296,-0.47331909155700225,-0.2634157198075743,-0.14617268795994948,0.490515834608519,,1.0,0.8672130796159048,0.08283618888471204,-0.0917507455415303,0.07953515754623362,0.26047646236063243,0.2715906494945277,0.4363458963104463,0.2775009571923571,,-0.5839052007353057,-0.2872017846626814,-0.586532563099825,-0.2780778568859173,0.5031080020540425
Total Average Response Time,-0.3693115970500397,-0.6796499193012675,,0.8640799867096238,0.9339836987417501,0.9677244308027113,0.9750376770632688,0.9396694945071824,0.828862408455587,0.655950375392077,0.4608597528302394,-0.261655503869012,-0.23624016260673208,-0.10540121802364018,0.38764172918635614,,0.8672130796159048,1.0,0.09883175903037433,-0.0487642205874544,0.3030156966565351,0.017481104987918057,0.15474242554044054,0.27464322369783606,0.04512923140584756,,-0.7042766163686189,-0.21514061910932808,-0.6920191260059733,-0.2583399180961126,0.6771089978932389
Total Min Response Time,0.03647121222072806,0.01097713992543635,,0.03793798634416455,0.017405461384797576,0.046822925927385496,0.029826039493954435,0.0050959487895295705,-0.010846959974305547,-0.044391206196023394,-0.08013307035551595,-0.35304201005686153,-0.8328007805729518,-0.8547778841017729,0.001991871736220169,,0.08283618888471204,0.09883175903037433,1.0,0.12825363223366185,0.27759898880887246,0.0036371074833481515,0.006898705707105104,0.0020302662053873063,0.006831910603834862,,0.005836462286514805,0.07627358211875022,0.014488983419801102,0.017192306269224952,0.09783779086377363
Total Max Response Time,0.6432071435585446,0.5245628946781815,,-0.20806565663458787,-0.13236913502688635,-0.1532184698015567,-0.11331925131313646,-0.08256210162725389,-0.06135151991422773,-0.010994277372159788,0.04622144320244232,0.3905793948996922,0.9720442707838683,0.9998655994486242,0.24689300613917703,,-0.0917507455415303,-0.0487642205874544,0.12825363223366185,1.0,-0.2731997248387956,0.37712273130820995,0.426025476818453,0.27264625404120013,0.3929451286129569,,0.22528108752747017,-0.11890013114611117,0.1992996517279338,0.4755305363491574,-0.18246013605821773
Total Average Content Size,-0.8397474998470086,-0.6676247387751697,,0.09836677138435902,0.09895705817125318,0.16237548489655979,0.20030433927920716,0.41421913925898796,0.5613292969401384,0.6275371641575248,0.6496667678480005,0.49281198909141194,-0.3000729567211975,-0.4092608392666899,-0.6922442429808047,,0.07953515754623362,0.3030156966565351,0.27759898880887246,-0.2731997248387956,1.0,-0.8251620502019518,-0.818021564282518,-0.7230469214868868,-0.8168199571333082,,-0.039213877880227815,0.5422361660706259,0.02659965609293735,-0.3539967270602889,0.8510772071955388
CPU,0.7856337248570296,0.5789404767361781,,0.21247457878385514,0.18475858995258748,0.11801952596675912,0.08766649516781079,-0.12807348550283038,-0.34988607718343023,-0.5607113266857432,-0.703457005720704,-0.679331042453324,0.22955796641191162,0.3567743161107744,0.8849048372788533,,0.26047646236063243,0.017481104987918057,0.0036371074833481515,0.37712273130820995,-0.8251620502019518,1.0,0.9285055401221941,0.9470535760245893,0.9962735580228468,,-0.14796238712900409,-0.7164426290138947,-0.22427133879059308,0.3114918414244577,-0.609303267548608
Memory,0.7516929518170355,0.41934470260888895,,0.2186424076736793,0.2607003860079857,0.23750154596958373,0.2300975703701269,0.042033053248099195,-0.15123131043018043,-0.316538399397098,-0.45850201192556206,-0.6272140253484091,0.23220617142985467,0.4039999232931665,0.9446635963170195,,0.2715906494945277,0.15474242554044054,0.006898705707105104,0.426025476818453,-0.818021564282518,0.9285055401221941,1.0,0.9411248659099556,0.9338826476293377,,-0.298787964967247,-0.7069247208155838,-0.3659387857294582,0.3367807048505781,-0.5748001632454738
Cache Hits,0.6018566244969697,0.300707151909232,,0.39497152779673345,0.393594571410754,0.3567008267116288,0.3400298643711605,0.1505771386685281,-0.07110380142759011,-0.3125485212197674,-0.5273269387193606,-0.763012436337669,0.0892898331129605,0.25688176442566896,0.9789875551805588,,0.4363458963104463,0.27464322369783606,0.0020302662053873063,0.27264625404120013,-0.7230469214868868,0.9470535760245893,0.9411248659099556,1.0,0.9560374145742007,,-0.4097116191226925,-0.7716626934705001,-0.478557745474393,0.21473328235815006,-0.4441061545243254
Cache Misses,0.7772139233027557,0.5569256222265258,,0.22814220998897103,0.20521375037504094,0.14074502343929013,0.11221049940946605,-0.09828316023663519,-0.31737979522244164,-0.5321467360727361,-0.6875731411838034,-0.6774442650802364,0.23883883633622874,0.3705830197080832,0.8982642195724345,,0.2775009571923571,0.04512923140584756,0.006831910603834862,0.3929451286129569,-0.8168199571333082,0.9962735580228468,0.9338826476293377,0.9560374145742007,1.0,,-0.16573921987914988,-0.7179943217802576,-0.24128295102810335,0.313209362012746,-0.5925676419932103
Cache Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cache Hits/s,0.284706788710785,0.579968006143782,,-0.5941104221986928,-0.6231145009171167,-0.6725648603909873,-0.6998869778224652,-0.7099427336596787,-0.642750818138791,-0.4898690141832217,-0.28414303199387125,0.4863827099527645,0.36171506000258363,0.2119492116255736,-0.4989157966331227,,-0.5839052007353057,-0.7042766163686189,0.005836462286514805,0.22528108752747017,-0.039213877880227815,-0.14796238712900409,-0.298787964967247,-0.4097116191226925,-0.16573921987914988,,1.0,0.4042763855912122,0.994206425486425,0.41079488644575,-0.2883605006643158
Cache Misses/s,-0.37984209978558675,-0.1623687559128068,,-0.2710511154386453,-0.2907516588264594,-0.2943149204625058,-0.3046313025201401,-0.17646026498154968,0.016580836805696834,0.22504975948211614,0.4027418295886651,0.6302407369968713,-0.024693645638524688,-0.15622291424755927,-0.7516956024600451,,-0.2872017846626814,-0.21514061910932808,0.07627358211875022,-0.11890013114611117,0.5422361660706259,-0.7164426290138947,-0.7069247208155838,-0.7716626934705001,-0.7179943217802576,,0.4042763855912122,1.0,0.5002462995703062,-0.17787816054167074,0.3320534158583743
Cache Requests/s,0.2248919816143174,0.529971965897258,,-0.5944113894624216,-0.6241919175344615,-0.6714299376221303,-0.698512826303502,-0.6929382816404125,-0.6065876330429553,-0.43729095993889355,-0.2215874209980745,0.5347203106222977,0.3395545329453941,0.18226937975761162,-0.5606604712371056,,-0.586532563099825,-0.6920191260059733,0.014488983419801102,0.1992996517279338,0.02659965609293735,-0.22427133879059308,-0.3659387857294582,-0.478557745474393,-0.24128295102810335,,0.994206425486425,0.5002462995703062,1.0,0.3679937773137844,-0.23396703501640947
Cache Hit Ratio,0.48852320167408286,0.43181673409336147,,-0.327097525439702,-0.26310309737158594,-0.24973074157587877,-0.2239641063929485,-0.23687726335191453,-0.2390428697543072,-0.2202359498791973,-0.16949833367054687,0.08097411905668303,0.4377647363939623,0.45226897391294013,0.1872244309362926,,-0.2780778568859173,-0.2583399180961126,0.017192306269224952,0.4755305363491574,-0.3539967270602889,0.3114918414244577,0.3367807048505781,0.21473328235815006,0.313209362012746,,0.41079488644575,-0.17787816054167074,0.3679937773137844,1.0,-0.38490200139851216
Cache Avg Latency,-0.7648656470842136,-0.7491478326496255,,0.5237757545253171,0.5414085944544127,0.5663801170132564,0.5845501287178996,0.6999439819747532,0.752272179174265,0.7297297462977796,0.6868348282646101,0.326241136341313,-0.19535719939887006,-0.2295734393577879,-0.38477098398815596,,0.5031080020540425,0.6771089978932389,0.09783779086377363,-0.18246013605821773,0.8510772071955388,-0.609303267548608,-0.5748001632454738,-0.4441061545243254,-0.5925676419932103,,-0.2883605006643158,0.3320534158583743,-0.23396703501640947,-0.38490200139851216,1.0
