Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],1267,2,220,418.6737037886959,12.764299986883998,3249.153600016143,842.4727703235991,7.87734609249837,0.0124346426085215,220,410,560,760,1100,1200,1600,2400,3200,3200,3200
POST,/post,755,0,320,445.11270159007427,12.478700024075806,1571.062000002712,7.0,4.694077584716866,0.0,320,470,600,850,1100,1200,1200,1300,1600,1600,1600
GET,/post/[zipf_id],5858,2,390,512.162816490211,13.356200011912733,1581.494800047949,167.34090133151247,36.42106820035947,0.0124346426085215,390,540,770,1100,1200,1200,1200,1300,1400,1600,1600
,Aggregated,7880,4,360,490.70678317264463,12.478700024075806,3249.153600016143,260.53058375634515,48.99249187757471,0.024869285217043,360,520,710,1000,1200,1200,1200,1300,2600,3200,3200
