Sample,Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Captured Timestamp,Dana CPU,Dana Memory,Remote CPU,Remote Memory
0,1786928332,0,,Aggregated,0.0,0.0,,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,2026-08-17 00:58:55,0.0,13.0,0.0,15.0
1,1786928333,1,,Aggregated,0.0,0.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,1,0,192.48979998519644,192.48979998519644,192.48979998519644,192.48979998519644,823.0,2026-08-17 00:58:56,0.0,13.0,0.0,15.0
2,1786928334,2,,Aggregated,0.0,0.0,180.0,180.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,3,0,180.0,133.88313331718868,25.094599986914545,192.48979998519644,551.0,2026-08-17 00:58:57,0.0,13.0,0.0,15.0
3,1786928335,4,,Aggregated,1.0,0.0,190.0,190.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,6,0,190.0,241.73948332706155,25.094599986914545,432.65979998977855,685.3333333333334,2026-08-17 00:58:58,0.0,13.0,0.0,15.0
4,1786928336,5,,Aggregated,1.5,0.0,430.0,630.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,10,0,430.0,402.6484200032428,25.094599986914545,649.5282000396401,740.4,2026-08-17 00:58:59,0.0,13.0,0.0,15.0
5,1786928337,5,,Aggregated,1.333333,0.0,470.0,630.0,650.0,650.0,700.0,840.0,840.0,840.0,840.0,840.0,840.0,15,0,470.0,453.3767133369111,25.094599986914545,841.492899984587,768.2,2026-08-17 00:59:00,0.0,13.0,0.0,15.0
6,1786928338,5,,Aggregated,1.5,0.0,610.0,610.0,650.0,650.0,700.0,840.0,840.0,840.0,840.0,840.0,840.0,20,0,570.0,463.701205002144,25.094599986914545,841.492899984587,741.3,2026-08-17 00:59:02,0.0,13.0,0.0,15.0
7,1786928339,5,,Aggregated,2.2,0.0,440.0,610.0,610.0,650.0,650.0,700.0,840.0,840.0,840.0,840.0,840.0,25,0,440.0,423.2468360010535,25.094599986914545,841.492899984587,692.04,2026-08-17 00:59:03,0.0,13.0,0.0,15.0
8,1786928340,5,,Aggregated,2.666667,0.0,570.0,610.0,650.0,700.0,720.0,730.0,840.0,840.0,840.0,840.0,840.0,30,0,470.0,458.6709633353166,25.094599986914545,841.492899984587,713.3333333333334,2026-08-17 00:59:04,0.0,13.0,0.0,15.0
9,1786928341,5,,Aggregated,3.142857,0.0,560.0,610.0,650.0,680.0,720.0,830.0,840.0,840.0,840.0,840.0,840.0,36,0,470.0,453.8445500042548,25.094599986914545,841.492899984587,708.3333333333334,2026-08-17 00:59:05,0.0,13.0,0.0,15.0
10,1786928342,5,,Aggregated,3.125,0.0,560.0,610.0,650.0,680.0,720.0,830.0,840.0,840.0,840.0,840.0,840.0,40,0,470.0,453.4678225056268,25.094599986914545,841.492899984587,719.125,2026-08-17 00:59:06,0.0,13.0,0.0,15.0
11,1786928343,9,,Aggregated,3.444444,0.0,470.0,610.0,640.0,650.0,720.0,730.0,840.0,840.0,840.0,840.0,840.0,47,0,470.0,433.7813340491576,25.094599986914545,841.492899984587,682.0425531914893,2026-08-17 00:59:07,0.0,13.0,0.0,15.0
12,1786928344,11,,Aggregated,3.7,0.0,470.0,610.0,640.0,650.0,720.0,820.0,830.0,840.0,840.0,840.0,840.0,56,0,440.0,427.5559946503823,25.094599986914545,841.492899984587,669.1607142857143,2026-08-17 00:59:08,0.0,13.0,10.0,18.0
13,1786928345,13,,Aggregated,4.2,0.0,460.0,610.0,640.0,670.0,730.0,830.0,860.0,960.0,960.0,960.0,960.0,65,0,460.0,432.3301076987543,25.094599986914545,964.6061999956146,657.4153846153846,2026-08-17 00:59:09,13.0,16.0,10.0,18.0
14,1786928346,15,,Aggregated,4.7,0.0,480.0,610.0,650.0,700.0,830.0,960.0,1200.0,1600.0,1600.0,1600.0,1600.0,71,0,480.0,473.93854225995545,25.094599986914545,1592.8912000381388,661.9295774647887,2026-08-17 00:59:10,13.0,16.0,10.0,18.0
15,1786928347,17,,Aggregated,5.4,0.0,530.0,630.0,680.0,720.0,930.0,1200.0,1300.0,1600.0,1600.0,1600.0,1600.0,77,0,530.0,492.38005195375433,25.094599986914545,1592.8912000381388,657.2077922077922,2026-08-17 00:59:12,13.0,16.0,10.0,18.0
16,1786928348,19,,Aggregated,6.1,0.0,530.0,650.0,740.0,860.0,1600.0,2100.0,2600.0,2700.0,2800.0,2800.0,2800.0,102,0,480.0,620.8254941214132,25.094599986914545,2769.452100037597,659.2843137254902,2026-08-17 00:59:13,13.0,16.0,10.0,18.0
17,1786928349,20,,Aggregated,6.1,0.0,430.0,620.0,720.0,830.0,1300.0,2100.0,2600.0,2700.0,2800.0,2800.0,2800.0,122,0,420.0,554.7819049226417,24.238499987404797,2769.452100037597,654.0,2026-08-17 00:59:14,13.0,16.0,10.0,18.0
18,1786928350,20,,Aggregated,6.7,0.0,290.0,590.0,650.0,730.0,1200.0,1800.0,2600.0,2700.0,2800.0,2800.0,2800.0,144,0,280.0,496.551677781099,17.67549995565787,2769.452100037597,658.3819444444445,2026-08-17 00:59:15,13.0,16.0,10.0,18.0
19,1786928351,20,,Aggregated,8.7,0.0,230.0,470.0,630.0,700.0,1100.0,1600.0,2500.0,2700.0,2800.0,2800.0,2800.0,164,0,230.0,456.1341115874778,17.67549995565787,2769.452100037597,674.1036585365854,2026-08-17 00:59:16,13.0,16.0,10.0,18.0
20,1786928352,20,,Aggregated,10.0,0.0,210.0,430.0,610.0,650.0,960.0,1600.0,2500.0,2700.0,2800.0,2800.0,2800.0,184,0,210.0,422.8275625026309,17.67549995565787,2769.452100037597,670.7934782608696,2026-08-17 00:59:17,13.0,16.0,10.0,18.0
21,1786928353,22,,Aggregated,11.3,0.0,190.0,330.0,530.0,620.0,930.0,1600.0,2200.0,2600.0,2800.0,2800.0,2800.0,206,0,180.0,392.5391456329273,17.67549995565787,2769.452100037597,648.0194174757281,2026-08-17 00:59:18,13.0,16.0,10.0,18.0
22,1786928354,26,,Aggregated,12.9,0.0,170.0,290.0,460.0,610.0,840.0,1400.0,2200.0,2600.0,2800.0,2800.0,2800.0,230,0,170.0,363.839093914873,17.67549995565787,2769.452100037597,616.8608695652174,2026-08-17 00:59:19,13.0,16.0,10.0,18.0
23,1786928355,28,,Aggregated,14.4,0.0,170.0,290.0,440.0,530.0,820.0,1300.0,2100.0,2600.0,2800.0,2800.0,2800.0,256,0,170.0,349.92278320510195,17.67549995565787,2769.452100037597,604.3125,2026-08-17 00:59:21,13.0,16.0,10.0,18.0
24,1786928356,30,,Aggregated,16.3,0.0,170.0,300.0,440.0,530.0,730.0,1200.0,2100.0,2600.0,2800.0,2800.0,2800.0,284,0,170.0,343.4886098605692,17.67549995565787,2769.452100037597,596.5739436619718,2026-08-17 00:59:22,13.0,16.0,10.0,18.0
25,1786928357,30,,Aggregated,17.5,0.0,180.0,330.0,440.0,550.0,710.0,1200.0,2100.0,2500.0,2800.0,2800.0,2800.0,314,0,180.0,344.77787547830826,17.67549995565787,2769.452100037597,585.8662420382166,2026-08-17 00:59:23,13.0,16.0,10.0,18.0
26,1786928358,30,,Aggregated,19.2,0.0,180.0,310.0,440.0,480.0,700.0,1100.0,2100.0,2500.0,2800.0,2800.0,2800.0,346,0,180.0,334.86915231333114,17.67549995565787,2769.452100037597,573.3381502890173,2026-08-17 00:59:24,349.0,21.0,40.0,18.0
27,1786928359,30,,Aggregated,21.4,0.0,180.0,300.0,420.0,470.0,650.0,960.0,1800.0,2500.0,2800.0,2800.0,2800.0,374,0,180.0,322.7015446541883,17.67549995565787,2769.452100037597,559.403743315508,2026-08-17 00:59:25,349.0,21.0,40.0,18.0
28,1786928360,30,,Aggregated,23.6,0.0,180.0,310.0,420.0,470.0,640.0,930.0,1600.0,2200.0,2800.0,2800.0,2800.0,405,0,180.0,316.22130123619564,17.67549995565787,2769.452100037597,546.1530864197531,2026-08-17 00:59:26,349.0,21.0,40.0,18.0
29,1786928361,30,,Aggregated,24.2,0.0,180.0,300.0,380.0,450.0,620.0,860.0,1600.0,2200.0,2800.0,2800.0,2800.0,434,0,180.0,307.6717903239927,17.67549995565787,2769.452100037597,532.2764976958525,2026-08-17 00:59:27,349.0,21.0,40.0,18.0
30,1786928362,30,,Aggregated,25.3,0.0,180.0,310.0,390.0,450.0,610.0,830.0,1600.0,2200.0,2800.0,2800.0,2800.0,464,0,180.0,304.54917931148947,17.67549995565787,2769.452100037597,526.3491379310345,2026-08-17 00:59:28,349.0,21.0,40.0,18.0
31,1786928363,34,,Aggregated,26.4,0.0,190.0,320.0,390.0,450.0,600.0,830.0,1600.0,2200.0,2800.0,2800.0,2800.0,496,0,190.0,303.93979455731176,17.67549995565787,2769.452100037597,516.9798387096774,2026-08-17 00:59:29,349.0,21.0,40.0,18.0
32,1786928364,36,,Aggregated,27.0,0.0,190.0,310.0,390.0,440.0,590.0,800.0,1600.0,2100.0,2800.0,2800.0,2800.0,530,0,190.0,299.2821143403043,17.67549995565787,2769.452100037597,507.6924528301887,2026-08-17 00:59:31,349.0,21.0,40.0,18.0
33,1786928365,38,,Aggregated,27.8,0.0,210.0,330.0,410.0,460.0,610.0,830.0,1400.0,2100.0,2800.0,2800.0,2800.0,562,0,210.0,310.9601142354727,17.67549995565787,2769.452100037597,502.1814946619217,2026-08-17 00:59:32,349.0,21.0,40.0,18.0
34,1786928366,40,,Aggregated,28.8,0.0,220.0,330.0,410.0,460.0,610.0,820.0,1400.0,2100.0,2800.0,2800.0,2800.0,609,0,220.0,312.5721412149414,17.67549995565787,2769.452100037597,490.4187192118226,2026-08-17 00:59:33,349.0,21.0,40.0,18.0
35,1786928367,40,,Aggregated,29.8,0.0,220.0,330.0,400.0,450.0,600.0,790.0,1400.0,2100.0,2800.0,2800.0,2800.0,648,0,220.0,306.1863408948727,17.67549995565787,2769.452100037597,475.9320987654321,2026-08-17 00:59:34,349.0,21.0,40.0,18.0
36,1786928368,40,,Aggregated,30.6,0.0,230.0,340.0,410.0,460.0,610.0,790.0,1300.0,2100.0,2800.0,2800.0,2800.0,686,0,230.0,310.4407338195741,17.67549995565787,2769.452100037597,472.5145772594752,2026-08-17 00:59:35,349.0,21.0,40.0,18.0
