,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Dana CPU,Dana Memory,Remote CPU,Remote Memory
User Count,1.0,0.9785329328741887,0.020274639069956826,0.509009367529794,0.5518362555423696,0.5723475060626264,0.5794488633182275,0.5398660960053284,0.3414760178467294,0.06186447781346543,-0.0020829629144773565,0.583357384262335,0.7772740387911256,0.7772740387911256,0.7660394981537372,0.9076962081782393,0.5435811589273354,0.5735280951890488,-0.30528467639375123,0.7876540597068831,-0.88373712074294,0.9656926830421869,0.9473512975891355,0.9331014183524049,0.8585327539525837
Requests/s,0.9785329328741887,1.0,0.02893231876883559,0.41249112463248355,0.4648481525389252,0.48655394630520504,0.49104840356513485,0.4378613456321852,0.21320553419539715,-0.06639377541842752,-0.11767673369200177,0.5464980622313629,0.7139892771397421,0.7139892771397421,0.6846602293297837,0.9135752956158013,0.44699664149250545,0.47020461007693104,-0.2770899930829068,0.7231000455222197,-0.8697933394599825,0.9674097524786094,0.9049758436185296,0.9677004684073153,0.7708878052008651
Failures/s,0.020274639069956826,0.02893231876883559,1.0,-0.2742411053719883,-0.29643067931568734,-0.3146849585694412,-0.31957077264273365,-0.32455672040572947,-0.2937720741274973,-0.25114426898622577,-0.03057252112882273,0.17413085161179084,0.09125025386352695,0.09125025386352695,-0.2054346976516727,0.16508685218121638,-0.26391885972078366,-0.2936241197209824,-0.035176218410758346,0.09355611871076938,0.04043270957694044,0.061961427982860855,0.11907816600067267,0.0466081010981223,-0.15334561260090968
50%,0.509009367529794,0.41249112463248355,-0.2742411053719883,1.0,0.9808193814258057,0.9651467427648033,0.9566491153555953,0.8763878645213782,0.6495545396553586,0.19916037313602886,-0.12196006392545176,-0.1519381411274698,0.17331081352307473,0.17331081352307473,0.922560075828966,0.5291463931794373,0.9988800262026545,0.9791587296218114,-0.12794902385214427,0.17349236532930593,-0.6361560791561102,0.5484882716830376,0.5227490902435403,0.425796362380532,0.6775646866300079
66%,0.5518362555423696,0.4648481525389252,-0.29643067931568734,0.9808193814258057,1.0,0.9896078035186477,0.9874435409011869,0.9219150605726766,0.7023306323943344,0.2554641786853678,-0.07679823026893318,-0.08448059072106062,0.23360413926171958,0.23360413926171958,0.922582788562323,0.5557829209824372,0.9820764995889737,0.9883650902289034,-0.16882822750028353,0.2338254778997539,-0.6683087490636753,0.5803403256595597,0.5327989959771968,0.4798094237689976,0.707080767174419
75%,0.5723475060626264,0.48655394630520504,-0.3146849585694412,0.9651467427648033,0.9896078035186477,1.0,0.9926897215423953,0.9417331917356755,0.7412333411131674,0.30575895504094763,-0.03177612497072424,-0.038001664317367574,0.2763951508965068,0.2763951508965068,0.922638813037199,0.5627272058008713,0.9672372048677658,0.9888218881459709,-0.19924197539486263,0.27660015813282,-0.6818946324148486,0.5904513020470645,0.5427034897293244,0.5005198409280642,0.7235800407227615
80%,0.5794488633182275,0.49104840356513485,-0.31957077264273365,0.9566491153555953,0.9874435409011869,0.9926897215423953,1.0,0.9572924459268807,0.7699485485450189,0.34828375360410774,0.012652653033310523,0.0003270324336832039,0.3097540922587067,0.3097540922587067,0.9216131387720545,0.5569343938681512,0.958872137615557,0.9894108866627639,-0.21482882620183047,0.3099752062789555,-0.6835742022917696,0.5863904581118711,0.5393033756184441,0.49725061582457647,0.7377141969032439
90%,0.5398660960053284,0.4378613456321852,-0.32455672040572947,0.8763878645213782,0.9219150605726766,0.9417331917356755,0.9572924459268807,1.0,0.9039869803566088,0.5465520050835903,0.2135154712311826,0.1374011902988184,0.4105088831056352,0.4105088831056352,0.837121754738223,0.4819432354516033,0.878132988083819,0.9469048811004136,-0.2556945536535241,0.41078965624219416,-0.6154580275268768,0.509972744745114,0.4931375721890101,0.4380633801667823,0.7489082707844139
95%,0.3414760178467294,0.21320553419539715,-0.2937720741274973,0.6495545396553586,0.7023306323943344,0.7412333411131674,0.7699485485450189,0.9039869803566088,1.0,0.8191413210690393,0.542218184313437,0.2879068684021703,0.4717226845337816,0.4717226845337816,0.5999521654221942,0.23141883209192562,0.6507266759045947,0.7666860258537982,-0.2800847825894855,0.47207588228330705,-0.37348008069680827,0.2516411494471853,0.3041876709106521,0.19296468328911862,0.6309352602400233
98%,0.06186447781346543,-0.06639377541842752,-0.25114426898622577,0.19916037313602886,0.2554641786853678,0.30575895504094763,0.34828375360410774,0.5465520050835903,0.8191413210690393,1.0,0.8942357364977239,0.48476367267427517,0.5147588480407275,0.5147588480407275,0.18933316315564214,-0.1631843581862761,0.20309418385302408,0.3519300345030356,-0.27854802375848375,0.5150368413880184,-0.03909668616621854,-0.09791095358247258,0.06501715801037956,-0.15346389859033993,0.38264874993409853
99%,-0.0020829629144773565,-0.11767673369200177,-0.03057252112882273,-0.12196006392545176,-0.07679823026893318,-0.03177612497072424,0.012652653033310523,0.2135154712311826,0.542218184313437,0.8942357364977239,1.0,0.6647060762464109,0.5888860303998131,0.5888860303998131,-0.06253852544581759,-0.26648230995247524,-0.11376457838067089,0.024555911515327395,-0.3050933149305853,0.5891768706842041,0.07275265405163243,-0.1838716708843121,0.05282082658048747,-0.24673611024342113,0.23447263336400292
99.9%,0.583357384262335,0.5464980622313629,0.17413085161179084,-0.1519381411274698,-0.08448059072106062,-0.038001664317367574,0.0003270324336832039,0.1374011902988184,0.2879068684021703,0.48476367267427517,0.6647060762464109,1.0,0.9422562563026586,0.9422562563026586,0.126473096405885,0.3539120654634256,-0.13235284875335224,-0.021676236590093385,-0.43873932611563454,0.9423072252648631,-0.4481083768262404,0.4350190918763968,0.5819571562723619,0.427077379737233,0.504343117389296
