timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1786928396,965m,24Mi,208m,19Mi
1786928397,965m,24Mi,208m,19Mi
1786928398,965m,24Mi,208m,19Mi
1786928400,965m,24Mi,208m,19Mi
1786928401,965m,24Mi,208m,19Mi
1786928402,965m,24Mi,208m,19Mi
1786928403,965m,24Mi,208m,19Mi
1786928404,965m,24Mi,208m,19Mi
1786928405,965m,24Mi,208m,19Mi
1786928406,965m,24Mi,208m,19Mi
1786928407,965m,24Mi,208m,19Mi
1786928409,1000m,23Mi,224m,19Mi
1786928410,1000m,23Mi,224m,19Mi
1786928411,1000m,23Mi,224m,19Mi
1786928412,1000m,23Mi,224m,19Mi
1786928413,1000m,23Mi,224m,19Mi
1786928414,1000m,23Mi,224m,19Mi
1786928415,1000m,23Mi,224m,19Mi
1786928416,1000m,23Mi,224m,19Mi
1786928417,1000m,23Mi,224m,19Mi
1786928419,1000m,23Mi,224m,19Mi
1786928420,1000m,23Mi,224m,19Mi
1786928421,1000m,23Mi,224m,19Mi
1786928422,1000m,23Mi,224m,19Mi
1786928423,1000m,23Mi,224m,19Mi
1786928424,1000m,23Mi,212m,19Mi
1786928425,1000m,23Mi,212m,19Mi
1786928426,1000m,23Mi,212m,19Mi
1786928428,1000m,23Mi,212m,19Mi
1786928429,1000m,23Mi,212m,19Mi
1786928430,1000m,23Mi,212m,19Mi
1786928431,1000m,23Mi,212m,19Mi
1786928432,1000m,23Mi,212m,19Mi
1786928433,1000m,23Mi,212m,19Mi
1786928434,1000m,23Mi,212m,19Mi
1786928435,1000m,23Mi,212m,19Mi
1786928437,1000m,23Mi,212m,19Mi
1786928438,1000m,23Mi,212m,19Mi
1786928439,1000m,25Mi,203m,20Mi
1786928440,1000m,25Mi,203m,20Mi
1786928441,1000m,25Mi,203m,20Mi
1786928442,1000m,25Mi,203m,20Mi
1786928443,1000m,25Mi,203m,20Mi
1786928444,1000m,25Mi,203m,20Mi
1786928446,1000m,25Mi,203m,20Mi
1786928447,1000m,25Mi,203m,20Mi
1786928448,1000m,25Mi,203m,20Mi
1786928449,1000m,25Mi,203m,20Mi
1786928450,1000m,25Mi,203m,20Mi
1786928451,1000m,25Mi,203m,20Mi
1786928452,1000m,25Mi,203m,20Mi
1786928453,1000m,25Mi,182m,21Mi
1786928455,1000m,25Mi,182m,21Mi
1786928456,1000m,25Mi,182m,21Mi
1786928457,1000m,25Mi,182m,21Mi
1786928458,1000m,25Mi,182m,21Mi
1786928459,1000m,25Mi,182m,21Mi
1786928460,1000m,25Mi,182m,21Mi
1786928461,1000m,25Mi,182m,21Mi
1786928462,1000m,25Mi,182m,21Mi
1786928464,1000m,25Mi,182m,21Mi
1786928465,1000m,25Mi,182m,21Mi
1786928466,1000m,25Mi,182m,21Mi
1786928467,1000m,25Mi,182m,21Mi
1786928468,1000m,25Mi,182m,21Mi
1786928469,1000m,26Mi,170m,20Mi
1786928470,1000m,26Mi,170m,20Mi
1786928471,1000m,26Mi,170m,20Mi
1786928473,1000m,26Mi,170m,20Mi
1786928474,1000m,26Mi,170m,20Mi
1786928475,1000m,26Mi,170m,20Mi
1786928476,1000m,26Mi,170m,20Mi
1786928477,1000m,26Mi,170m,20Mi
1786928478,1000m,26Mi,170m,20Mi
1786928479,1000m,26Mi,170m,20Mi
1786928481,1000m,26Mi,170m,20Mi
1786928482,1000m,26Mi,170m,20Mi
1786928483,1000m,26Mi,170m,20Mi
1786928484,999m,25Mi,161m,20Mi
1786928485,999m,25Mi,161m,20Mi
1786928486,999m,25Mi,161m,20Mi
1786928487,999m,25Mi,161m,20Mi
1786928488,999m,25Mi,161m,20Mi
1786928490,999m,25Mi,161m,20Mi
1786928491,999m,25Mi,161m,20Mi
1786928492,999m,25Mi,161m,20Mi
1786928493,999m,25Mi,161m,20Mi
1786928494,999m,25Mi,161m,20Mi
1786928495,999m,25Mi,161m,20Mi
1786928496,999m,25Mi,161m,20Mi
