timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787326495,64m,38Mi,17m,21Mi
1787326496,64m,38Mi,17m,21Mi
1787326498,64m,38Mi,17m,21Mi
1787326499,64m,38Mi,17m,21Mi
1787326500,64m,38Mi,17m,21Mi
1787326501,64m,38Mi,17m,21Mi
1787326502,64m,38Mi,17m,21Mi
1787326503,64m,38Mi,17m,21Mi
1787326504,64m,38Mi,17m,21Mi
1787326505,64m,38Mi,17m,21Mi
1787326507,64m,38Mi,17m,21Mi
1787326508,64m,38Mi,17m,21Mi
1787326509,199m,28Mi,28m,21Mi
1787326510,199m,28Mi,28m,21Mi
1787326511,199m,28Mi,28m,21Mi
1787326512,199m,28Mi,28m,21Mi
1787326513,199m,28Mi,28m,21Mi
1787326514,199m,28Mi,28m,21Mi
1787326516,199m,28Mi,28m,21Mi
1787326517,199m,28Mi,28m,21Mi
1787326518,199m,28Mi,28m,21Mi
1787326519,199m,28Mi,28m,21Mi
1787326520,199m,28Mi,28m,21Mi
1787326521,199m,28Mi,28m,21Mi
1787326522,199m,28Mi,28m,21Mi
1787326523,470m,29Mi,81m,22Mi
1787326524,470m,29Mi,81m,22Mi
1787326526,470m,29Mi,81m,22Mi
1787326527,470m,29Mi,81m,22Mi
1787326528,470m,29Mi,81m,22Mi
1787326529,470m,29Mi,81m,22Mi
1787326530,470m,29Mi,81m,22Mi
1787326531,470m,29Mi,81m,22Mi
1787326532,470m,29Mi,81m,22Mi
1787326533,470m,29Mi,81m,22Mi
1787326535,470m,29Mi,81m,22Mi
1787326536,470m,29Mi,81m,22Mi
1787326537,470m,29Mi,81m,22Mi
1787326538,470m,29Mi,81m,22Mi
1787326539,681m,29Mi,122m,22Mi
1787326540,681m,29Mi,122m,22Mi
1787326541,681m,29Mi,122m,22Mi
1787326542,681m,29Mi,122m,22Mi
1787326544,681m,29Mi,122m,22Mi
1787326545,681m,29Mi,122m,22Mi
1787326546,681m,29Mi,122m,22Mi
1787326547,681m,29Mi,122m,22Mi
1787326548,681m,29Mi,122m,22Mi
1787326549,681m,29Mi,122m,22Mi
1787326550,681m,29Mi,122m,22Mi
1787326551,681m,29Mi,122m,22Mi
1787326553,681m,29Mi,122m,22Mi
1787326554,723m,29Mi,172m,23Mi
1787326555,723m,29Mi,172m,23Mi
1787326556,723m,29Mi,172m,23Mi
1787326557,723m,29Mi,172m,23Mi
1787326558,723m,29Mi,172m,23Mi
1787326559,723m,29Mi,172m,23Mi
1787326560,723m,29Mi,172m,23Mi
1787326562,723m,29Mi,172m,23Mi
1787326563,723m,29Mi,172m,23Mi
1787326564,723m,29Mi,172m,23Mi
1787326565,723m,29Mi,172m,23Mi
1787326566,723m,29Mi,172m,23Mi
1787326567,723m,29Mi,172m,23Mi
1787326568,720m,29Mi,186m,23Mi
1787326569,720m,29Mi,186m,23Mi
1787326571,720m,29Mi,186m,23Mi
1787326572,720m,29Mi,186m,23Mi
1787326573,720m,29Mi,186m,23Mi
1787326574,720m,29Mi,186m,23Mi
1787326575,720m,29Mi,186m,23Mi
1787326576,720m,29Mi,186m,23Mi
1787326577,720m,29Mi,186m,23Mi
1787326578,720m,29Mi,186m,23Mi
1787326580,720m,29Mi,186m,23Mi
1787326581,720m,29Mi,186m,23Mi
1787326582,720m,29Mi,186m,23Mi
1787326583,720m,29Mi,186m,23Mi
1787326584,751m,29Mi,190m,23Mi
1787326585,751m,29Mi,190m,23Mi
1787326586,751m,29Mi,190m,23Mi
1787326587,751m,29Mi,190m,23Mi
1787326588,751m,29Mi,190m,23Mi
1787326590,751m,29Mi,190m,23Mi
1787326591,751m,29Mi,190m,23Mi
1787326592,751m,29Mi,190m,23Mi
1787326593,751m,29Mi,190m,23Mi
1787326594,751m,29Mi,190m,23Mi
1787326595,751m,29Mi,190m,23Mi
1787326596,751m,29Mi,190m,23Mi
1787326597,751m,29Mi,190m,23Mi
1787326599,753m,30Mi,189m,22Mi
1787326600,753m,30Mi,189m,22Mi
1787326601,753m,30Mi,189m,22Mi
1787326602,753m,30Mi,189m,22Mi
1787326603,753m,30Mi,189m,22Mi
1787326604,753m,30Mi,189m,22Mi
1787326605,753m,30Mi,189m,22Mi
1787326606,753m,30Mi,189m,22Mi
1787326608,753m,30Mi,189m,22Mi
1787326609,753m,30Mi,189m,22Mi
1787326610,753m,30Mi,189m,22Mi
1787326611,753m,30Mi,189m,22Mi
1787326612,753m,30Mi,189m,22Mi
1787326613,753m,30Mi,189m,22Mi
1787326614,739m,29Mi,184m,21Mi
1787326615,739m,29Mi,184m,21Mi
1787326617,739m,29Mi,184m,21Mi
1787326618,739m,29Mi,184m,21Mi
1787326619,739m,29Mi,184m,21Mi
1787326620,739m,29Mi,184m,21Mi
1787326621,739m,29Mi,184m,21Mi
1787326622,739m,29Mi,184m,21Mi
1787326623,739m,29Mi,184m,21Mi
1787326624,739m,29Mi,184m,21Mi
1787326625,739m,29Mi,184m,21Mi
1787326627,739m,29Mi,184m,21Mi
1787326628,739m,29Mi,184m,21Mi
1787326629,716m,29Mi,182m,23Mi
1787326630,716m,29Mi,182m,23Mi
1787326631,716m,29Mi,182m,23Mi
1787326632,716m,29Mi,182m,23Mi
1787326633,716m,29Mi,182m,23Mi
1787326634,716m,29Mi,182m,23Mi
1787326636,716m,29Mi,182m,23Mi
1787326637,716m,29Mi,182m,23Mi
1787326638,716m,29Mi,182m,23Mi
1787326639,716m,29Mi,182m,23Mi
1787326640,716m,29Mi,182m,23Mi
1787326641,716m,29Mi,182m,23Mi
1787326642,716m,29Mi,182m,23Mi
1787326643,715m,29Mi,179m,22Mi
1787326645,715m,29Mi,179m,22Mi
1787326646,715m,29Mi,179m,22Mi
1787326647,715m,29Mi,179m,22Mi
1787326648,715m,29Mi,179m,22Mi
1787326649,715m,29Mi,179m,22Mi
1787326650,715m,29Mi,179m,22Mi
1787326651,715m,29Mi,179m,22Mi
1787326652,715m,29Mi,179m,22Mi
1787326654,715m,29Mi,179m,22Mi
1787326655,715m,29Mi,179m,22Mi
1787326656,715m,29Mi,179m,22Mi
1787326657,715m,29Mi,179m,22Mi
1787326658,715m,29Mi,179m,22Mi
1787326659,787m,29Mi,185m,23Mi
1787326660,787m,29Mi,185m,23Mi
1787326662,787m,29Mi,185m,23Mi
1787326663,787m,29Mi,185m,23Mi
