timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787327351,72m,29Mi,0m,30Mi
1787327352,72m,29Mi,0m,30Mi
1787327353,72m,29Mi,0m,30Mi
1787327354,72m,29Mi,0m,30Mi
1787327355,72m,29Mi,0m,30Mi
1787327356,72m,29Mi,0m,30Mi
1787327357,72m,29Mi,0m,30Mi
1787327358,72m,29Mi,0m,30Mi
1787327360,72m,29Mi,0m,30Mi
1787327361,72m,29Mi,0m,30Mi
1787327362,72m,29Mi,0m,30Mi
1787327363,72m,29Mi,0m,30Mi
1787327364,361m,29Mi,39m,31Mi
1787327365,361m,29Mi,39m,31Mi
1787327366,361m,29Mi,39m,31Mi
1787327367,361m,29Mi,39m,31Mi
1787327369,361m,29Mi,39m,31Mi
1787327370,361m,29Mi,39m,31Mi
1787327371,361m,29Mi,39m,31Mi
1787327372,361m,29Mi,39m,31Mi
1787327373,361m,29Mi,39m,31Mi
1787327374,361m,29Mi,39m,31Mi
1787327375,361m,29Mi,39m,31Mi
1787327376,361m,29Mi,39m,31Mi
1787327378,361m,29Mi,39m,31Mi
1787327379,518m,30Mi,74m,31Mi
1787327380,518m,30Mi,74m,31Mi
1787327381,518m,30Mi,74m,31Mi
1787327382,518m,30Mi,74m,31Mi
1787327383,518m,30Mi,74m,31Mi
1787327384,518m,30Mi,74m,31Mi
1787327385,518m,30Mi,74m,31Mi
1787327387,518m,30Mi,74m,31Mi
1787327388,518m,30Mi,74m,31Mi
1787327389,518m,30Mi,74m,31Mi
1787327390,518m,30Mi,74m,31Mi
1787327391,518m,30Mi,74m,31Mi
1787327392,518m,30Mi,74m,31Mi
1787327393,634m,30Mi,118m,30Mi
1787327394,634m,30Mi,118m,30Mi
1787327396,634m,30Mi,118m,30Mi
1787327397,634m,30Mi,118m,30Mi
1787327398,634m,30Mi,118m,30Mi
1787327399,634m,30Mi,118m,30Mi
1787327400,634m,30Mi,118m,30Mi
1787327401,634m,30Mi,118m,30Mi
1787327402,634m,30Mi,118m,30Mi
1787327403,634m,30Mi,118m,30Mi
1787327404,634m,30Mi,118m,30Mi
1787327406,634m,30Mi,118m,30Mi
1787327407,634m,30Mi,118m,30Mi
1787327408,634m,30Mi,118m,30Mi
1787327409,711m,31Mi,154m,31Mi
1787327410,711m,31Mi,154m,31Mi
1787327411,711m,31Mi,154m,31Mi
1787327412,711m,31Mi,154m,31Mi
1787327413,711m,31Mi,154m,31Mi
