timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787327074,70m,28Mi,100m,26Mi
1787327076,70m,28Mi,100m,26Mi
1787327077,70m,28Mi,100m,26Mi
1787327078,70m,28Mi,100m,26Mi
1787327079,134m,29Mi,302m,28Mi
1787327080,134m,29Mi,302m,28Mi
1787327081,134m,29Mi,302m,28Mi
1787327082,134m,29Mi,302m,28Mi
1787327083,134m,29Mi,302m,28Mi
1787327085,134m,29Mi,302m,28Mi
1787327086,134m,29Mi,302m,28Mi
1787327087,134m,29Mi,302m,28Mi
1787327088,134m,29Mi,302m,28Mi
1787327089,134m,29Mi,302m,28Mi
1787327090,134m,29Mi,302m,28Mi
1787327091,134m,29Mi,302m,28Mi
1787327092,134m,29Mi,302m,28Mi
1787327094,410m,28Mi,60m,28Mi
1787327095,410m,28Mi,60m,28Mi
1787327096,410m,28Mi,60m,28Mi
1787327097,410m,28Mi,60m,28Mi
1787327098,410m,28Mi,60m,28Mi
1787327099,410m,28Mi,60m,28Mi
1787327100,410m,28Mi,60m,28Mi
1787327101,410m,28Mi,60m,28Mi
1787327103,410m,28Mi,60m,28Mi
1787327104,410m,28Mi,60m,28Mi
1787327105,410m,28Mi,60m,28Mi
1787327106,410m,28Mi,60m,28Mi
1787327107,410m,28Mi,60m,28Mi
1787327108,410m,28Mi,60m,28Mi
1787327109,634m,29Mi,97m,28Mi
1787327110,634m,29Mi,97m,28Mi
1787327112,634m,29Mi,97m,28Mi
1787327113,634m,29Mi,97m,28Mi
1787327114,634m,29Mi,97m,28Mi
1787327115,634m,29Mi,97m,28Mi
1787327116,634m,29Mi,97m,28Mi
1787327117,634m,29Mi,97m,28Mi
1787327118,634m,29Mi,97m,28Mi
1787327119,634m,29Mi,97m,28Mi
1787327121,634m,29Mi,97m,28Mi
1787327122,634m,29Mi,97m,28Mi
1787327123,634m,29Mi,97m,28Mi
1787327124,669m,30Mi,127m,28Mi
1787327125,669m,30Mi,127m,28Mi
1787327126,669m,30Mi,127m,28Mi
1787327127,669m,30Mi,127m,28Mi
1787327128,669m,30Mi,127m,28Mi
1787327130,669m,30Mi,127m,28Mi
1787327131,669m,30Mi,127m,28Mi
1787327132,669m,30Mi,127m,28Mi
1787327133,669m,30Mi,127m,28Mi
1787327134,669m,30Mi,127m,28Mi
1787327135,669m,30Mi,127m,28Mi
1787327136,669m,30Mi,127m,28Mi
1787327137,669m,30Mi,127m,28Mi
1787327138,769m,29Mi,175m,29Mi
1787327140,769m,29Mi,175m,29Mi
1787327141,769m,29Mi,175m,29Mi
1787327142,769m,29Mi,175m,29Mi
1787327143,769m,29Mi,175m,29Mi
1787327144,769m,29Mi,175m,29Mi
1787327145,769m,29Mi,175m,29Mi
1787327146,769m,29Mi,175m,29Mi
1787327147,769m,29Mi,175m,29Mi
1787327149,769m,29Mi,175m,29Mi
1787327150,769m,29Mi,175m,29Mi
1787327151,769m,29Mi,175m,29Mi
1787327152,769m,29Mi,175m,29Mi
1787327153,769m,29Mi,175m,29Mi
1787327154,740m,30Mi,179m,28Mi
1787327155,740m,30Mi,179m,28Mi
1787327157,740m,30Mi,179m,28Mi
1787327158,740m,30Mi,179m,28Mi
1787327159,740m,30Mi,179m,28Mi
1787327160,740m,30Mi,179m,28Mi
1787327161,740m,30Mi,179m,28Mi
1787327162,740m,30Mi,179m,28Mi
1787327163,740m,30Mi,179m,28Mi
1787327164,740m,30Mi,179m,28Mi
1787327166,740m,30Mi,179m,28Mi
1787327167,740m,30Mi,179m,28Mi
1787327168,740m,30Mi,179m,28Mi
1787327169,740m,30Mi,177m,29Mi
1787327170,740m,30Mi,177m,29Mi
1787327171,740m,30Mi,177m,29Mi
1787327172,740m,30Mi,177m,29Mi
1787327173,740m,30Mi,177m,29Mi
1787327174,740m,30Mi,177m,29Mi
1787327176,740m,30Mi,177m,29Mi
1787327177,740m,30Mi,177m,29Mi
1787327178,740m,30Mi,177m,29Mi
1787327179,740m,30Mi,177m,29Mi
1787327180,740m,30Mi,177m,29Mi
1787327181,740m,30Mi,177m,29Mi
1787327182,740m,30Mi,177m,29Mi
1787327183,739m,29Mi,177m,28Mi
1787327185,739m,29Mi,177m,28Mi
1787327186,739m,29Mi,177m,28Mi
1787327187,739m,29Mi,177m,28Mi
1787327188,739m,29Mi,177m,28Mi
1787327189,739m,29Mi,177m,28Mi
1787327190,739m,29Mi,177m,28Mi
1787327191,739m,29Mi,177m,28Mi
