timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787327624,63m,29Mi,290m,33Mi
1787327625,63m,29Mi,290m,33Mi
1787327626,63m,29Mi,290m,33Mi
1787327627,63m,29Mi,290m,33Mi
1787327629,63m,29Mi,290m,33Mi
1787327630,63m,29Mi,290m,33Mi
1787327631,63m,29Mi,290m,33Mi
1787327632,63m,29Mi,290m,33Mi
1787327633,63m,29Mi,290m,33Mi
1787327634,243m,30Mi,181m,34Mi
1787327635,243m,30Mi,181m,34Mi
1787327636,243m,30Mi,181m,34Mi
1787327638,243m,30Mi,181m,34Mi
1787327639,243m,30Mi,181m,34Mi
1787327640,243m,30Mi,181m,34Mi
1787327641,243m,30Mi,181m,34Mi
1787327642,243m,30Mi,181m,34Mi
1787327643,243m,30Mi,181m,34Mi
1787327644,243m,30Mi,181m,34Mi
1787327645,243m,30Mi,181m,34Mi
1787327647,243m,30Mi,181m,34Mi
1787327648,243m,30Mi,181m,34Mi
1787327649,493m,30Mi,63m,34Mi
1787327650,493m,30Mi,63m,34Mi
1787327651,493m,30Mi,63m,34Mi
1787327652,493m,30Mi,63m,34Mi
1787327653,493m,30Mi,63m,34Mi
1787327654,493m,30Mi,63m,34Mi
1787327656,493m,30Mi,63m,34Mi
1787327657,493m,30Mi,63m,34Mi
1787327658,493m,30Mi,63m,34Mi
1787327659,493m,30Mi,63m,34Mi
1787327660,493m,30Mi,63m,34Mi
1787327661,493m,30Mi,63m,34Mi
1787327662,493m,30Mi,63m,34Mi
1787327663,493m,30Mi,88m,34Mi
1787327665,493m,30Mi,88m,34Mi
1787327666,493m,30Mi,88m,34Mi
1787327667,493m,30Mi,88m,34Mi
1787327668,493m,30Mi,88m,34Mi
1787327669,493m,30Mi,88m,34Mi
1787327670,493m,30Mi,88m,34Mi
1787327671,493m,30Mi,88m,34Mi
1787327672,493m,30Mi,88m,34Mi
1787327674,493m,30Mi,88m,34Mi
1787327675,493m,30Mi,88m,34Mi
1787327676,493m,30Mi,88m,34Mi
1787327677,493m,30Mi,88m,34Mi
1787327678,493m,30Mi,88m,34Mi
1787327679,696m,31Mi,133m,33Mi
1787327680,696m,31Mi,133m,33Mi
1787327681,696m,31Mi,133m,33Mi
1787327683,696m,31Mi,133m,33Mi
1787327684,696m,31Mi,133m,33Mi
1787327685,696m,31Mi,133m,33Mi
1787327686,696m,31Mi,133m,33Mi
1787327687,696m,31Mi,133m,33Mi
1787327688,696m,31Mi,133m,33Mi
1787327689,696m,31Mi,133m,33Mi
1787327690,696m,31Mi,133m,33Mi
1787327692,696m,31Mi,133m,33Mi
1787327693,696m,31Mi,133m,33Mi
1787327694,735m,31Mi,173m,34Mi
1787327695,735m,31Mi,173m,34Mi
1787327696,735m,31Mi,173m,34Mi
1787327697,735m,31Mi,173m,34Mi
1787327698,735m,31Mi,173m,34Mi
1787327700,735m,31Mi,173m,34Mi
1787327701,735m,31Mi,173m,34Mi
1787327702,735m,31Mi,173m,34Mi
1787327703,735m,31Mi,173m,34Mi
