Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],2110,0,530,552.6859978613911,88.3195799542591,1041.6364049888216,864.3270142180095,12.54887271885812,0.0,530,610,660,690,760,810,870,910,1000,1000,1000
POST,/post,428,0,310,348.93487264140003,47.0503669930622,1381.970024027396,7.0,2.545458542024301,0.0,310,450,520,550,650,720,780,840,1400,1400,1400
GET,/post/[zipf_id],3131,0,310,352.4672051193267,53.21989697404206,1357.3540090001188,168.91791759821143,18.621099754855344,0.0,310,440,510,550,640,700,770,800,990,1400,1400
,Aggregated,5669,0,430,426.7218910225201,47.0503669930622,1381.970024027396,415.52443111659903,33.715431015737764,0.0,430,520,580,610,700,760,830,870,1000,1400,1400
