timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1787097935,121m,13Mi,0m,14Mi
1787097936,121m,13Mi,0m,14Mi
1787097937,121m,13Mi,0m,14Mi
1787097938,121m,13Mi,0m,14Mi
1787097939,138m,18Mi,2m,16Mi
1787097940,138m,18Mi,2m,16Mi
1787097941,138m,18Mi,2m,16Mi
1787097942,138m,18Mi,2m,16Mi
1787097944,138m,18Mi,2m,16Mi
1787097945,138m,18Mi,2m,16Mi
1787097946,138m,18Mi,2m,16Mi
1787097947,138m,18Mi,2m,16Mi
1787097948,138m,18Mi,2m,16Mi
1787097949,138m,18Mi,2m,16Mi
1787097950,138m,18Mi,2m,16Mi
1787097951,138m,18Mi,2m,16Mi
1787097953,138m,18Mi,2m,16Mi
1787097954,157m,18Mi,14m,15Mi
1787097955,157m,18Mi,14m,15Mi
1787097956,157m,18Mi,14m,15Mi
1787097957,157m,18Mi,14m,15Mi
1787097958,157m,18Mi,14m,15Mi
1787097959,157m,18Mi,14m,15Mi
1787097960,157m,18Mi,14m,15Mi
1787097962,157m,18Mi,14m,15Mi
1787097963,157m,18Mi,14m,15Mi
1787097964,157m,18Mi,14m,15Mi
1787097965,157m,18Mi,14m,15Mi
1787097966,157m,18Mi,14m,15Mi
1787097967,157m,18Mi,14m,15Mi
1787097968,1035m,21Mi,69m,18Mi
1787097969,1035m,21Mi,69m,18Mi
1787097971,1035m,21Mi,69m,18Mi
1787097972,1035m,21Mi,69m,18Mi
1787097973,1035m,21Mi,69m,18Mi
1787097974,1035m,21Mi,69m,18Mi
1787097975,1035m,21Mi,69m,18Mi
1787097976,1035m,21Mi,69m,18Mi
1787097977,1035m,21Mi,69m,18Mi
1787097978,1035m,21Mi,69m,18Mi
1787097980,1035m,21Mi,69m,18Mi
1787097981,1035m,21Mi,69m,18Mi
1787097982,1035m,21Mi,69m,18Mi
1787097983,1035m,21Mi,69m,18Mi
1787097984,1312m,21Mi,193m,18Mi
1787097985,1312m,21Mi,193m,18Mi
1787097986,1312m,21Mi,193m,18Mi
1787097987,1312m,21Mi,193m,18Mi
1787097989,1312m,21Mi,193m,18Mi
1787097990,1312m,21Mi,193m,18Mi
1787097991,1312m,21Mi,193m,18Mi
1787097992,1312m,21Mi,193m,18Mi
1787097993,1312m,21Mi,193m,18Mi
1787097994,1312m,21Mi,193m,18Mi
1787097995,1312m,21Mi,193m,18Mi
1787097996,1312m,21Mi,193m,18Mi
1787097998,1312m,21Mi,193m,18Mi
1787097999,1202m,21Mi,208m,19Mi
1787098000,1202m,21Mi,208m,19Mi
1787098001,1202m,21Mi,208m,19Mi
1787098002,1202m,21Mi,208m,19Mi
1787098003,1202m,21Mi,208m,19Mi
1787098004,1202m,21Mi,208m,19Mi
1787098005,1202m,21Mi,208m,19Mi
1787098007,1202m,21Mi,208m,19Mi
1787098008,1202m,21Mi,208m,19Mi
1787098009,1202m,21Mi,208m,19Mi
1787098010,1202m,21Mi,208m,19Mi
1787098011,1202m,21Mi,208m,19Mi
1787098012,1202m,21Mi,208m,19Mi
1787098013,1025m,20Mi,187m,20Mi
1787098015,1025m,20Mi,187m,20Mi
1787098016,1025m,20Mi,187m,20Mi
1787098017,1025m,20Mi,187m,20Mi
1787098018,1025m,20Mi,187m,20Mi
1787098019,1025m,20Mi,187m,20Mi
1787098020,1025m,20Mi,187m,20Mi
1787098021,1025m,20Mi,187m,20Mi
1787098022,1025m,20Mi,187m,20Mi
1787098024,1025m,20Mi,187m,20Mi
1787098025,1025m,20Mi,187m,20Mi
1787098026,1025m,20Mi,187m,20Mi
1787098027,1025m,20Mi,187m,20Mi
1787098028,1025m,20Mi,187m,20Mi
1787098029,1203m,21Mi,183m,20Mi
1787098030,1203m,21Mi,183m,20Mi
1787098032,1203m,21Mi,183m,20Mi
1787098033,1203m,21Mi,183m,20Mi
1787098034,1203m,21Mi,183m,20Mi
1787098035,1203m,21Mi,183m,20Mi
1787098036,1203m,21Mi,183m,20Mi
1787098037,1203m,21Mi,183m,20Mi
1787098038,1203m,21Mi,183m,20Mi
1787098039,1203m,21Mi,183m,20Mi
