Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],1603,0,310,523.7079341513879,40.31848907470703,6530.649353982881,858.0991890205864,9.995286772999213,0.0,310,530,700,790,1100,1200,3100,4300,6100,6500,6500
POST,/post,1711,0,910,903.9793649859414,39.91932491771877,1978.8562399335206,7.0,10.668705969183813,0.0,910,1100,1100,1100,1300,1400,1500,1600,2000,2000,2000
GET,/post/[zipf_id],4583,0,270,345.61031725902427,41.768116992898285,5606.892094016075,169.59087933667902,28.576668297352086,0.0,270,360,450,510,750,960,1100,1200,2600,5600,5600
,Aggregated,7897,0,350,502.74086310418244,39.91932491771877,6530.649353982881,274.122451563885,49.24066103953511,0.0,350,630,750,850,1100,1200,1400,1700,5600,6500,6500
