timestamp,CPU,Memory
1787250164,71m,21Mi
1787250165,71m,21Mi
1787250166,71m,21Mi
1787250167,71m,21Mi
1787250169,71m,21Mi
1787250170,71m,21Mi
1787250171,71m,21Mi
1787250172,71m,21Mi
1787250173,71m,21Mi
1787250174,141m,21Mi
1787250175,141m,21Mi
1787250176,141m,21Mi
1787250177,141m,21Mi
1787250178,141m,21Mi
1787250179,141m,21Mi
1787250180,141m,21Mi
1787250181,141m,21Mi
1787250182,141m,21Mi
1787250183,141m,21Mi
1787250185,141m,21Mi
1787250186,141m,21Mi
1787250187,141m,21Mi
1787250188,141m,21Mi
1787250189,344m,22Mi
1787250190,344m,22Mi
1787250191,344m,22Mi
1787250192,344m,22Mi
1787250193,344m,22Mi
1787250194,344m,22Mi
1787250195,344m,22Mi
1787250196,344m,22Mi
1787250197,344m,22Mi
1787250198,344m,22Mi
1787250199,344m,22Mi
1787250201,344m,22Mi
1787250202,344m,22Mi
1787250203,344m,22Mi
1787250204,508m,21Mi
1787250205,508m,21Mi
1787250206,508m,21Mi
1787250207,508m,21Mi
1787250208,508m,21Mi
1787250209,508m,21Mi
1787250210,508m,21Mi
1787250211,508m,21Mi
1787250212,508m,21Mi
1787250213,508m,21Mi
1787250214,508m,21Mi
1787250215,508m,21Mi
1787250217,508m,21Mi
1787250218,508m,21Mi
1787250219,581m,21Mi
1787250220,581m,21Mi
1787250221,581m,21Mi
1787250222,581m,21Mi
1787250223,581m,21Mi
1787250224,581m,21Mi
1787250225,581m,21Mi
1787250226,581m,21Mi
1787250227,581m,21Mi
1787250228,581m,21Mi
1787250229,581m,21Mi
1787250230,581m,21Mi
1787250231,581m,21Mi
1787250233,581m,21Mi
1787250234,581m,21Mi
1787250235,581m,21Mi
1787250236,581m,21Mi
1787250237,581m,21Mi
1787250238,581m,21Mi
1787250239,581m,21Mi
1787250240,581m,21Mi
1787250241,581m,21Mi
1787250242,581m,21Mi
1787250243,581m,21Mi
1787250244,581m,21Mi
1787250245,581m,21Mi
1787250246,581m,21Mi
1787250248,581m,21Mi
1787250249,663m,22Mi
1787250250,663m,22Mi
1787250251,663m,22Mi
1787250252,663m,22Mi
1787250253,663m,22Mi
1787250254,663m,22Mi
1787250255,663m,22Mi
1787250256,663m,22Mi
1787250257,663m,22Mi
1787250258,663m,22Mi
1787250259,663m,22Mi
1787250260,663m,22Mi
1787250261,663m,22Mi
1787250262,663m,22Mi
1787250264,710m,22Mi
1787250265,710m,22Mi
1787250266,710m,22Mi
1787250267,710m,22Mi
1787250268,710m,22Mi
1787250269,710m,22Mi
1787250270,710m,22Mi
1787250271,710m,22Mi
1787250272,710m,22Mi
1787250273,710m,22Mi
1787250274,710m,22Mi
1787250275,710m,22Mi
1787250276,710m,22Mi
1787250277,710m,22Mi
1787250278,734m,21Mi
1787250280,734m,21Mi
1787250281,734m,21Mi
1787250282,734m,21Mi
1787250283,734m,21Mi
1787250284,734m,21Mi
1787250285,734m,21Mi
1787250286,734m,21Mi
1787250287,734m,21Mi
1787250288,734m,21Mi
1787250289,734m,21Mi
1787250290,734m,21Mi
1787250291,734m,21Mi
1787250292,734m,21Mi
1787250293,810m,22Mi
1787250295,810m,22Mi
1787250296,810m,22Mi
1787250297,810m,22Mi
1787250298,810m,22Mi
1787250299,810m,22Mi
1787250300,810m,22Mi
1787250301,810m,22Mi
1787250302,810m,22Mi
1787250303,810m,22Mi
1787250304,810m,22Mi
1787250305,810m,22Mi
1787250306,810m,22Mi
1787250307,810m,22Mi
1787250308,825m,22Mi
1787250309,825m,22Mi
1787250310,825m,22Mi
1787250312,825m,22Mi
1787250313,825m,22Mi
1787250314,825m,22Mi
1787250315,825m,22Mi
1787250316,825m,22Mi
1787250317,825m,22Mi
1787250318,825m,22Mi
1787250319,825m,22Mi
1787250320,825m,22Mi
1787250321,825m,22Mi
1787250322,825m,22Mi
1787250323,825m,22Mi
1787250324,906m,22Mi
1787250325,906m,22Mi
1787250326,906m,22Mi
1787250327,906m,22Mi
1787250329,906m,22Mi
1787250330,906m,22Mi
1787250331,906m,22Mi
1787250332,906m,22Mi
1787250333,906m,22Mi
1787250334,906m,22Mi
