timestamp,CPU,Memory
1787250434,69m,21Mi
1787250435,69m,21Mi
1787250436,69m,21Mi
1787250437,69m,21Mi
1787250438,69m,21Mi
1787250439,69m,21Mi
1787250440,69m,21Mi
1787250441,69m,21Mi
1787250442,69m,21Mi
1787250444,69m,21Mi
1787250445,69m,21Mi
1787250446,69m,21Mi
1787250447,69m,21Mi
1787250448,69m,21Mi
1787250449,69m,21Mi
1787250450,69m,21Mi
1787250451,69m,21Mi
1787250452,69m,21Mi
1787250453,69m,21Mi
1787250454,69m,21Mi
1787250455,69m,21Mi
1787250456,69m,21Mi
1787250457,69m,21Mi
1787250458,370m,22Mi
1787250460,370m,22Mi
1787250461,370m,22Mi
1787250462,370m,22Mi
1787250463,370m,22Mi
1787250464,370m,22Mi
1787250465,370m,22Mi
1787250466,370m,22Mi
1787250467,370m,22Mi
1787250468,370m,22Mi
1787250469,370m,22Mi
1787250470,370m,22Mi
1787250471,370m,22Mi
1787250472,370m,22Mi
1787250473,673m,22Mi
1787250474,673m,22Mi
1787250476,673m,22Mi
1787250477,673m,22Mi
1787250478,673m,22Mi
1787250479,673m,22Mi
1787250480,673m,22Mi
1787250481,673m,22Mi
1787250482,673m,22Mi
1787250483,673m,22Mi
1787250484,673m,22Mi
1787250485,673m,22Mi
1787250486,673m,22Mi
1787250487,673m,22Mi
1787250488,767m,22Mi
1787250489,767m,22Mi
1787250490,767m,22Mi
1787250492,767m,22Mi
1787250493,767m,22Mi
1787250494,767m,22Mi
1787250495,767m,22Mi
1787250496,767m,22Mi
1787250497,767m,22Mi
1787250498,767m,22Mi
1787250499,767m,22Mi
1787250500,767m,22Mi
1787250501,767m,22Mi
1787250502,767m,22Mi
1787250503,867m,23Mi
1787250504,867m,23Mi
1787250505,867m,23Mi
1787250506,867m,23Mi
1787250508,867m,23Mi
1787250509,867m,23Mi
1787250510,867m,23Mi
1787250511,867m,23Mi
1787250512,867m,23Mi
1787250513,867m,23Mi
1787250514,867m,23Mi
1787250515,867m,23Mi
1787250516,867m,23Mi
1787250517,867m,23Mi
1787250518,867m,23Mi
1787250519,992m,23Mi
1787250520,992m,23Mi
1787250521,992m,23Mi
1787250522,992m,23Mi
1787250524,992m,23Mi
1787250525,992m,23Mi
1787250526,992m,23Mi
1787250527,992m,23Mi
1787250528,992m,23Mi
1787250529,992m,23Mi
1787250530,992m,23Mi
1787250531,992m,23Mi
1787250532,992m,23Mi
1787250533,992m,23Mi
1787250534,980m,22Mi
1787250535,980m,22Mi
1787250536,980m,22Mi
1787250537,980m,22Mi
1787250538,980m,22Mi
1787250540,980m,22Mi
1787250541,980m,22Mi
1787250542,980m,22Mi
1787250543,980m,22Mi
1787250544,980m,22Mi
1787250545,980m,22Mi
1787250546,980m,22Mi
1787250547,980m,22Mi
1787250548,980m,22Mi
1787250549,975m,23Mi
1787250550,975m,23Mi
1787250551,975m,23Mi
1787250552,975m,23Mi
1787250553,975m,23Mi
1787250554,975m,23Mi
1787250556,975m,23Mi
1787250557,975m,23Mi
1787250558,975m,23Mi
1787250559,975m,23Mi
1787250560,975m,23Mi
1787250561,975m,23Mi
1787250562,975m,23Mi
1787250563,975m,23Mi
1787250564,984m,22Mi
1787250565,984m,22Mi
1787250566,984m,22Mi
1787250567,984m,22Mi
1787250568,984m,22Mi
1787250569,984m,22Mi
1787250570,984m,22Mi
1787250571,984m,22Mi
1787250573,984m,22Mi
1787250574,984m,22Mi
1787250575,984m,22Mi
1787250576,984m,22Mi
1787250577,984m,22Mi
1787250578,984m,22Mi
1787250579,995m,22Mi
1787250580,995m,22Mi
1787250581,995m,22Mi
1787250582,995m,22Mi
1787250583,995m,22Mi
1787250584,995m,22Mi
1787250585,995m,22Mi
1787250586,995m,22Mi
1787250587,995m,22Mi
1787250588,995m,22Mi
1787250590,995m,22Mi
1787250591,995m,22Mi
1787250592,995m,22Mi
1787250593,995m,22Mi
1787250594,1000m,22Mi
1787250595,1000m,22Mi
1787250596,1000m,22Mi
1787250597,1000m,22Mi
1787250598,1000m,22Mi
1787250599,1000m,22Mi
1787250600,1000m,22Mi
1787250601,1000m,22Mi
1787250602,1000m,22Mi
1787250603,1000m,22Mi
