,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Dana CPU,Dana Memory,Remote CPU,Remote Memory
User Count,1.0,0.8398687662649416,-0.2535914809023441,0.19367468544466274,-0.10799607367717333,-0.2864233018625674,-0.39074703191297877,-0.5689592136085884,-0.6154423831889934,-0.5350147756229611,-0.40109620081034586,0.04893330562783597,0.7191705531501004,0.8702857011538896,0.5568400374954187,0.9668021444099127,0.24208014564547742,-0.12908308124696713,-0.2574277460145762,0.8809091271273914,-0.8834507569223681,0.9139949591300596,0.6243621351368279,0.7470474311923624,0.8468359800914046
Requests/s,0.8398687662649416,1.0,-0.15902230216829433,-0.25366134741112745,-0.4935876117478988,-0.6298979811192376,-0.6955385504637758,-0.7671158547056399,-0.6867455982791985,-0.4054482906801564,-0.2277041044687029,0.26722136879232194,0.7460099769730766,0.7105565099244551,0.07153711299026042,0.8447308307321463,-0.20412454364726468,-0.5655566785490472,-0.1848568663671719,0.7215125256942411,-0.686399540783189,0.8139928012063651,0.16759935125496264,0.9420873042983289,0.8035037327005546
Failures/s,-0.2535914809023441,-0.15902230216829433,1.0,-0.558564273747694,-0.47485852351651386,-0.34893411897959886,-0.22081838634265627,0.28532538930419266,0.5644746389328518,0.6296401954507176,0.63049459230552,0.6777942308351541,0.1212787289825236,0.06279330872259674,-0.38333384317881436,-0.09565947512949853,-0.5507526898705786,-0.21091304079912498,-0.014983949983836106,0.06428869403825598,0.15619407935149454,-0.3673181952702042,-0.33621897146604723,-0.23273130630795796,-0.09169362337572595
50%,0.19367468544466274,-0.25366134741112745,-0.558564273747694,1.0,0.8774339745275406,0.7213470857506018,0.5933696657450612,0.23340017146138262,-0.11510846560614223,-0.4959673713181714,-0.6055398408570241,-0.7155093307510104,-0.19119938010309692,0.020233821538246072,0.7885494404884303,0.08053755162989554,0.9989381120282681,0.7885980133706819,-0.07613052107626868,0.017821404146141768,-0.22295241070051675,0.21786017001360483,0.6975748818122616,-0.26472998755713373,-0.052745661031459695
66%,-0.10799607367717333,-0.4935876117478988,-0.47485852351651386,0.8774339745275406,1.0,0.935976254524669,0.854463377699661,0.5332631274748251,0.22928776009917579,-0.15905211381849477,-0.2847386999628417,-0.5617950655096005,-0.3216080576457801,-0.1608940486001425,0.5323510899387154,-0.25861711851340735,0.8691369425212858,0.9224461028484525,-0.09573670645962976,-0.1656846615890005,0.08732890162083742,-0.09607920222254206,0.460511229984035,-0.4671387514763621,-0.23806546911811877
75%,-0.2864233018625674,-0.6298979811192376,-0.34893411897959886,0.7213470857506018,0.935976254524669,1.0,0.9680783014721429,0.7287981209888849,0.4596082497139511,0.10026115964757715,-0.028809364085481563,-0.37905256228421624,-0.350066009617288,-0.2108570420056591,0.36023445718254693,-0.44039472319881645,0.708900007075699,0.9494965037780118,-0.0974563287167692,-0.2163943368958517,0.24857966307405688,-0.2906109014518716,0.3017346932926978,-0.5895218521902593,-0.33087208201836416
80%,-0.39074703191297877,-0.6955385504637758,-0.22081838634265627,0.5933696657450612,0.854463377699661,0.9680783014721429,1.0,0.8388095752635374,0.5959874739598752,0.2670095622247413,0.1352200999080119,-0.2460618953452194,-0.3445116913921168,-0.23591680793927433,0.23388386698114388,-0.5323597496572336,0.5796936849287699,0.927722850307505,-0.09786014029372003,-0.2417563241023613,0.3387466808580935,-0.40355690884696144,0.1926081769431502,-0.6510328041989398,-0.38822681894030675
90%,-0.5689592136085884,-0.7671158547056399,0.28532538930419266,0.23340017146138262,0.5332631274748251,0.7287981209888849,0.8388095752635374,1.0,0.8748928143775713,0.6299275194786913,0.5037587049249864,0.12203586282026593,-0.2982536201788481,-0.2398538051402782,-0.033922467766028995,-0.621428802459363,0.21872664540782158,0.7562829090013462,-0.10242536275161174,-0.24561417167119148,0.46179320016834124,-0.6273558676362666,-0.03828503074984703,-0.758542548604329,-0.46047487983638047
95%,-0.6154423831889934,-0.6867455982791985,0.5644746389328518,-0.11510846560614223,0.22928776009917579,0.4596082497139511,0.5959874739598752,0.8748928143775713,1.0,0.8722625955717869,0.774977710925094,0.44783698352608575,-0.20453266813597631,-0.21638903643542706,-0.30583007264401024,-0.6142561158598917,-0.12984877711682927,0.48430296134783646,-0.09903198196476345,-0.22188807269076494,0.5235107231136534,-0.7110386335779577,-0.2759519186839693,-0.6786549945273496,-0.41319038642033257
98%,-0.5350147756229611,-0.4054482906801564,0.6296401954507176,-0.4959673713181714,-0.15905211381849477,0.10026115964757715,0.2670095622247413,0.6299275194786913,0.8722625955717869,1.0,0.948226657068775,0.703073814160566,-0.051020601334686486,-0.12465524286764651,-0.5608008362439445,-0.5109497291978633,-0.5082534045638166,0.0961863005121957,-0.09851671399262502,-0.12942468187005346,0.4814594380999304,-0.635855180144151,-0.47805783968927296,-0.39631615170063345,-0.2571560422675749
99%,-0.40109620081034586,-0.2277041044687029,0.63049459230552,-0.6055398408570241,-0.2847386999628417,-0.028809364085481563,0.1352200999080119,0.5037587049249864,0.774977710925094,0.948226657068775,1.0,0.8118490880561423,0.06942661946805466,0.004684138018428849,-0.5883474520002131,-0.371345600678049,-0.6167458202782723,-0.05059390057384995,-0.12324096083465198,0.0004196281052225334,0.3578183737144727,-0.5196545693214275,-0.48271733434398295,-0.22717613119364033,-0.12243046418112218
99.9%,0.04893330562783597,0.26722136879232194,0.6777942308351541,-0.7155093307510104,-0.5617950655096005,-0.37905256228421624,-0.2460618953452194,0.12203586282026593,0.44783698352608575,0.703073814160566,0.8118490880561423,1.0,0.5385121601591356,0.4349914982181543,-0.533453156140447,0.11628677950236713,-0.716752329790235,-0.36208402645809273,-0.20718976729053384,0.4328091591944762,-0.059910870499772444,-0.08580489641974909,-0.40915877588238875,0.2250994152957106,0.30190746025702203
