timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1786717338,1m,16Mi,6m,20Mi
1786717340,1m,16Mi,6m,20Mi
1786717341,1m,16Mi,6m,20Mi
1786717342,1m,16Mi,6m,20Mi
1786717343,1m,16Mi,6m,20Mi
1786717344,0m,16Mi,0m,18Mi
1786717345,0m,16Mi,0m,18Mi
1786717346,0m,16Mi,0m,18Mi
1786717347,0m,16Mi,0m,18Mi
1786717348,0m,16Mi,0m,18Mi
1786717350,0m,16Mi,0m,18Mi
1786717351,0m,16Mi,0m,18Mi
1786717352,0m,16Mi,0m,18Mi
1786717353,0m,16Mi,0m,18Mi
1786717354,0m,16Mi,0m,18Mi
1786717355,0m,16Mi,0m,18Mi
1786717356,0m,16Mi,0m,18Mi
1786717357,0m,16Mi,0m,18Mi
1786717359,64m,22Mi,15m,23Mi
1786717360,64m,22Mi,15m,23Mi
1786717361,64m,22Mi,15m,23Mi
1786717362,64m,22Mi,15m,23Mi
1786717363,64m,22Mi,15m,23Mi
1786717364,64m,22Mi,15m,23Mi
1786717365,64m,22Mi,15m,23Mi
1786717366,64m,22Mi,15m,23Mi
1786717368,64m,22Mi,15m,23Mi
1786717369,64m,22Mi,15m,23Mi
1786717370,64m,22Mi,15m,23Mi
1786717371,64m,22Mi,15m,23Mi
1786717372,64m,22Mi,15m,23Mi
1786717373,64m,22Mi,15m,23Mi
1786717374,453m,23Mi,105m,24Mi
1786717375,453m,23Mi,105m,24Mi
1786717377,453m,23Mi,105m,24Mi
1786717378,453m,23Mi,105m,24Mi
1786717379,453m,23Mi,105m,24Mi
1786717380,453m,23Mi,105m,24Mi
1786717381,453m,23Mi,105m,24Mi
1786717382,453m,23Mi,105m,24Mi
1786717383,453m,23Mi,105m,24Mi
1786717384,453m,23Mi,105m,24Mi
1786717386,453m,23Mi,105m,24Mi
1786717387,453m,23Mi,105m,24Mi
1786717388,453m,23Mi,105m,24Mi
1786717389,932m,30Mi,201m,24Mi
1786717390,932m,30Mi,201m,24Mi
1786717391,932m,30Mi,201m,24Mi
1786717392,932m,30Mi,201m,24Mi
1786717393,932m,30Mi,201m,24Mi
1786717395,932m,30Mi,201m,24Mi
1786717396,932m,30Mi,201m,24Mi
1786717397,932m,30Mi,201m,24Mi
1786717398,932m,30Mi,201m,24Mi
1786717399,932m,30Mi,201m,24Mi
1786717400,932m,30Mi,201m,24Mi
1786717401,932m,30Mi,201m,24Mi
1786717402,932m,30Mi,201m,24Mi
1786717404,1000m,32Mi,164m,24Mi
1786717405,1000m,32Mi,164m,24Mi
1786717406,1000m,32Mi,164m,24Mi
1786717407,1000m,32Mi,164m,24Mi
1786717408,1000m,32Mi,164m,24Mi
1786717409,1000m,32Mi,164m,24Mi
1786717410,1000m,32Mi,164m,24Mi
1786717411,1000m,32Mi,164m,24Mi
1786717413,1000m,32Mi,164m,24Mi
1786717414,1000m,32Mi,164m,24Mi
1786717415,1000m,32Mi,164m,24Mi
1786717416,1000m,32Mi,164m,24Mi
1786717417,1000m,32Mi,164m,24Mi
1786717418,1000m,32Mi,164m,24Mi
1786717419,1000m,34Mi,175m,25Mi
1786717420,1000m,34Mi,175m,25Mi
1786717421,1000m,34Mi,175m,25Mi
1786717423,1000m,34Mi,175m,25Mi
1786717424,1000m,34Mi,175m,25Mi
1786717425,1000m,34Mi,175m,25Mi
1786717426,1000m,34Mi,175m,25Mi
1786717427,1000m,34Mi,175m,25Mi
1786717428,1000m,34Mi,175m,25Mi
1786717429,1000m,34Mi,175m,25Mi
1786717430,1000m,34Mi,175m,25Mi
1786717431,1000m,34Mi,175m,25Mi
1786717433,1000m,34Mi,175m,25Mi
1786717434,1000m,33Mi,167m,25Mi
1786717435,1000m,33Mi,167m,25Mi
1786717436,1000m,33Mi,167m,25Mi
1786717437,1000m,33Mi,167m,25Mi
1786717438,1000m,33Mi,167m,25Mi
1786717439,1000m,33Mi,167m,25Mi
1786717440,1000m,33Mi,167m,25Mi
1786717442,1000m,33Mi,167m,25Mi
1786717443,1000m,33Mi,167m,25Mi
1786717444,1000m,33Mi,167m,25Mi
1786717445,1000m,33Mi,167m,25Mi
1786717446,1000m,33Mi,167m,25Mi
1786717447,1000m,33Mi,167m,25Mi
1786717448,1000m,33Mi,167m,25Mi
1786717449,1000m,33Mi,167m,25Mi
1786717451,1000m,33Mi,167m,25Mi
1786717452,1000m,33Mi,167m,25Mi
1786717453,1000m,33Mi,167m,25Mi
1786717454,1000m,33Mi,167m,25Mi
1786717455,1000m,33Mi,167m,25Mi
1786717456,1000m,33Mi,167m,25Mi
1786717457,1000m,33Mi,167m,25Mi
1786717458,1000m,33Mi,167m,25Mi
1786717460,1000m,33Mi,167m,25Mi
1786717461,1000m,33Mi,167m,25Mi
1786717462,1000m,33Mi,167m,25Mi
1786717463,1000m,33Mi,167m,25Mi
1786717464,1000m,34Mi,156m,25Mi
1786717465,1000m,34Mi,156m,25Mi
1786717466,1000m,34Mi,156m,25Mi
1786717467,1000m,34Mi,156m,25Mi
1786717469,1000m,34Mi,156m,25Mi
1786717470,1000m,34Mi,156m,25Mi
1786717471,1000m,34Mi,156m,25Mi
1786717472,1000m,34Mi,156m,25Mi
1786717473,1000m,34Mi,156m,25Mi
1786717474,1000m,34Mi,156m,25Mi
1786717475,1000m,34Mi,156m,25Mi
1786717476,1000m,34Mi,156m,25Mi
1786717478,1000m,34Mi,156m,25Mi
1786717479,1000m,33Mi,161m,24Mi
1786717480,1000m,33Mi,161m,24Mi
1786717481,1000m,33Mi,161m,24Mi
1786717482,1000m,33Mi,161m,24Mi
1786717483,1000m,33Mi,161m,24Mi
1786717484,1000m,33Mi,161m,24Mi
1786717485,1000m,33Mi,161m,24Mi
1786717487,1000m,33Mi,161m,24Mi
1786717488,1000m,33Mi,161m,24Mi
1786717489,1000m,33Mi,161m,24Mi
1786717490,1000m,33Mi,161m,24Mi
1786717491,1000m,33Mi,161m,24Mi
1786717492,1000m,33Mi,161m,24Mi
1786717493,1000m,33Mi,161m,24Mi
1786717494,1000m,34Mi,148m,25Mi
1786717496,1000m,34Mi,148m,25Mi
1786717497,1000m,34Mi,148m,25Mi
1786717498,1000m,34Mi,148m,25Mi
1786717499,1000m,34Mi,148m,25Mi
