timestamp,cacheHits,cacheMiss,total_latency,cacheSize,hits_per_sec,misses_per_sec,requests_per_sec,cache_hit_ratio
1786890138,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
1786890139,0.0,2.0,262.0,0.0,0.0,2.0,2.0,0.0
1786890140,0.0,6.0,262.0,0.0,0.0,4.0,4.0,0.0
1786890141,0.0,11.0,401.0,0.0,0.0,5.0,5.0,0.0
1786890142,0.0,18.0,565.0,0.0,0.0,7.0,7.0,0.0
1786890143,0.0,25.0,692.0,0.0,0.0,7.0,7.0,0.0
1786890144,0.0,29.0,828.0,0.0,0.0,4.0,4.0,0.0
1786890145,0.0,32.0,950.0,0.0,0.0,3.0,3.0,0.0
1786890146,0.0,38.0,1277.0,0.0,0.0,6.0,6.0,0.0
1786890147,0.0,42.0,1363.0,0.0,0.0,4.0,4.0,0.0
1786890148,0.0,48.0,1383.0,0.0,0.0,6.0,6.0,0.0
1786890149,0.0,56.0,1435.0,0.0,0.0,8.0,8.0,0.0
1786890150,0.0,62.0,1475.0,0.0,0.0,6.0,6.0,0.0
1786890151,0.0,67.0,1579.0,0.0,0.0,5.0,5.0,0.0
1786890152,1.0,74.0,1626.0,0.0,1.0,7.0,8.0,0.125
1786890153,3.0,79.0,1621.0,0.0,2.0,5.0,7.0,0.2857142857142857
1786890154,4.0,86.0,1641.0,0.0,1.0,7.0,8.0,0.125
1786890155,6.0,96.0,1673.0,0.0,2.0,10.0,12.0,0.16666666666666666
1786890156,12.0,98.0,1569.0,0.0,6.0,2.0,8.0,0.75
1786890157,21.0,100.0,1487.0,0.0,9.0,2.0,11.0,0.8181818181818182
1786890158,32.0,100.0,1475.0,0.0,11.0,0.0,11.0,1.0
1786890159,53.0,104.0,1304.0,0.0,21.0,4.0,25.0,0.84
1786890160,72.0,109.0,1156.0,0.0,19.0,5.0,24.0,0.7916666666666666
1786890161,89.0,114.0,1073.0,0.0,17.0,5.0,22.0,0.7727272727272727
1786890162,106.0,120.0,992.0,0.0,17.0,6.0,23.0,0.7391304347826086
1786890163,128.0,124.0,907.0,0.0,22.0,4.0,26.0,0.8461538461538461
1786890164,149.0,129.0,840.0,0.0,21.0,5.0,26.0,0.8076923076923077
1786890165,171.0,134.0,784.0,0.0,22.0,5.0,27.0,0.8148148148148148
1786890166,187.0,136.0,751.0,0.0,16.0,2.0,18.0,0.8888888888888888
1786890167,214.0,140.0,730.0,0.0,27.0,4.0,31.0,0.8709677419354839
1786890168,243.0,144.0,707.0,0.0,29.0,4.0,33.0,0.8787878787878788
1786890169,273.0,149.0,677.0,0.0,30.0,5.0,35.0,0.8571428571428571
1786890170,297.0,155.0,648.0,0.0,24.0,6.0,30.0,0.8
1786890171,325.0,162.0,626.0,0.0,28.0,7.0,35.0,0.8
1786890172,358.0,169.0,597.0,0.0,33.0,7.0,40.0,0.825
1786890173,386.0,175.0,574.0,0.0,28.0,6.0,34.0,0.8235294117647058
1786890174,412.0,183.0,559.0,0.0,26.0,8.0,34.0,0.7647058823529411
1786890175,435.0,185.0,548.0,0.0,23.0,2.0,25.0,0.92
1786890176,468.0,191.0,547.0,0.0,33.0,6.0,39.0,0.8461538461538461
1786890177,503.0,197.0,539.0,0.0,35.0,6.0,41.0,0.8536585365853658
1786890178,529.0,205.0,540.0,0.0,26.0,8.0,34.0,0.7647058823529411
1786890179,557.0,212.0,549.0,0.0,28.0,7.0,35.0,0.8
1786890180,557.0,212.0,549.0,0.0,0.0,0.0,0.0,0.0
1786890181,584.0,216.0,550.0,0.0,27.0,4.0,31.0,0.8709677419354839
1786890182,623.0,222.0,553.0,0.0,39.0,6.0,45.0,0.8666666666666667
1786890183,660.0,231.0,544.0,0.0,37.0,9.0,46.0,0.8043478260869565
1786890184,683.0,238.0,540.0,0.0,23.0,7.0,30.0,0.7666666666666667
1786890185,717.0,240.0,550.0,0.0,34.0,2.0,36.0,0.9444444444444444
1786890186,741.0,241.0,553.0,0.0,24.0,1.0,25.0,0.96
1786890187,772.0,242.0,554.0,0.0,31.0,1.0,32.0,0.96875
1786890188,796.0,249.0,554.0,0.0,24.0,7.0,31.0,0.7741935483870968
1786890189,814.0,249.0,557.0,0.0,18.0,0.0,18.0,1.0
1786890190,837.0,253.0,564.0,0.0,23.0,4.0,27.0,0.8518518518518519
1786890191,868.0,256.0,571.0,0.0,31.0,3.0,34.0,0.9117647058823529
1786890192,892.0,257.0,582.0,0.0,24.0,1.0,25.0,0.96
1786890193,923.0,261.0,585.0,0.0,31.0,4.0,35.0,0.8857142857142857
1786890194,950.0,264.0,587.0,0.0,27.0,3.0,30.0,0.9
1786890195,982.0,268.0,586.0,0.0,32.0,4.0,36.0,0.8888888888888888
1786890196,1016.0,276.0,581.0,0.0,34.0,8.0,42.0,0.8095238095238095
1786890197,1016.0,276.0,581.0,0.0,0.0,0.0,0.0,0.0
1786890198,1051.0,280.0,578.0,0.0,35.0,4.0,39.0,0.8974358974358975
1786890199,1083.0,281.0,579.0,0.0,32.0,1.0,33.0,0.9696969696969697
1786890200,1108.0,283.0,581.0,0.0,25.0,2.0,27.0,0.9259259259259259
1786890201,1140.0,285.0,580.0,0.0,32.0,2.0,34.0,0.9411764705882353
1786890202,1157.0,290.0,581.0,0.0,17.0,5.0,22.0,0.7727272727272727
1786890203,1184.0,292.0,586.0,0.0,27.0,2.0,29.0,0.9310344827586207
1786890204,1215.0,294.0,587.0,0.0,31.0,2.0,33.0,0.9393939393939394
1786890205,1240.0,297.0,585.0,0.0,25.0,3.0,28.0,0.8928571428571429
1786890206,1264.0,299.0,587.0,0.0,24.0,2.0,26.0,0.9230769230769231
1786890207,1296.0,305.0,589.0,0.0,32.0,6.0,38.0,0.8421052631578947
1786890208,1318.0,308.0,588.0,0.0,22.0,3.0,25.0,0.88
1786890209,1352.0,313.0,589.0,0.0,34.0,5.0,39.0,0.8717948717948718
1786890210,1382.0,317.0,590.0,0.0,30.0,4.0,34.0,0.8823529411764706
1786890211,1382.0,317.0,590.0,0.0,0.0,0.0,0.0,0.0
1786890212,1411.0,320.0,591.0,0.0,29.0,3.0,32.0,0.90625
1786890213,1442.0,324.0,591.0,0.0,31.0,4.0,35.0,0.8857142857142857
1786890214,1498.0,332.0,587.0,0.0,56.0,8.0,64.0,0.875
1786890215,1530.0,337.0,584.0,0.0,32.0,5.0,37.0,0.8648648648648649
1786890216,1530.0,337.0,584.0,0.0,0.0,0.0,0.0,0.0
1786890217,1561.0,338.0,586.0,0.0,31.0,1.0,32.0,0.96875
1786890218,1595.0,341.0,594.0,0.0,34.0,3.0,37.0,0.918918918918919
1786890219,1621.0,344.0,592.0,0.0,26.0,3.0,29.0,0.896551724137931
1786890220,1644.0,347.0,591.0,0.0,23.0,3.0,26.0,0.8846153846153846
1786890221,1685.0,351.0,589.0,0.0,41.0,4.0,45.0,0.9111111111111111
1786890222,1702.0,355.0,589.0,0.0,17.0,4.0,21.0,0.8095238095238095
1786890223,1728.0,355.0,592.0,0.0,26.0,0.0,26.0,1.0
