,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Dana CPU,Dana Memory,Remote CPU,Remote Memory
User Count,1.0,0.9231518501863629,,0.39457121000450207,0.22166450488122771,0.06468732412869213,-0.06115877245278418,-0.28412652053906734,-0.4600335982612941,-0.45820392558937334,-0.3474269874443027,0.16139740737801914,0.8091067853609666,0.8091067853609666,0.6129090937451296,,0.45802811071745386,0.2535668043532829,-0.3764928706959178,0.8217639411602237,-0.8870797209812715,0.9134214227846816,0.884247440290577,0.8718572070802535,0.9273065381042472
Requests/s,0.9231518501863629,1.0,,0.05786766283684475,-0.12251765471686572,-0.2685040590336482,-0.38018164587505426,-0.508531643030225,-0.5182974758242928,-0.37871413381395813,-0.2581749746434354,0.36781910957108477,0.793650172074311,0.793650172074311,0.32852125041886376,,0.1318764938754238,-0.09314300552091459,-0.3423723335738033,0.800468819513166,-0.8101743964962608,0.8416670139033207,0.6966456417368627,0.8989048355053119,0.8919999367102639
Failures/s,,,,,,,,,,,,,,,,,,,,,,,,,
50%,0.39457121000450207,0.05786766283684475,,1.0,0.9331546666824748,0.820148298816407,0.723910575624137,0.35578667006709475,-0.13410604219162325,-0.4843610592029765,-0.5468827383992532,-0.6328449301943402,0.06575488672822416,0.06575488672822416,0.7729290109181485,,0.9966972317151178,0.9215733692181676,-0.13064036502649104,0.06491308732085434,-0.385039939046366,0.422180348029172,0.6639850683591132,0.15213171888892166,0.24177751155701693
66%,0.22166450488122771,-0.12251765471686572,,0.9331546666824748,1.0,0.9517244426792698,0.8873299581929767,0.5503277173056602,0.10050134620067384,-0.28103326203455703,-0.35833376146563123,-0.5744438304733809,-0.018348782828225035,-0.018348782828225035,0.6383693590577136,,0.9275516757565379,0.9603266736813876,-0.17450615115473603,-0.01996740065758997,-0.1902681420499027,0.24742381994185741,0.46482603336344624,0.006620376308723147,0.07798430349295647
75%,0.06468732412869213,-0.2685040590336482,,0.820148298816407,0.9517244426792698,1.0,0.9682979719795409,0.7199175377657812,0.3201313117064169,-0.054493322955467424,-0.14435023717471876,-0.460599938335039,-0.04613062733674599,-0.04613062733674599,0.5148001564564477,,0.8127454099517911,0.9419655708718769,-0.19410533401400534,-0.04835957101923764,-0.036902146452684866,0.06671091899678669,0.28344008602747595,-0.15284327089497546,-0.06451108562839901
80%,-0.06115877245278418,-0.38018164587505426,,0.723910575624137,0.8873299581929767,0.9682979719795409,1.0,0.8118406773069314,0.4358116078852376,0.0743903476144016,-0.030450312896310134,-0.41071042854013856,-0.09891532194973711,-0.09891532194973711,0.41549264962133486,,0.7153600291173918,0.9014690627170227,-0.21584087930537757,-0.10130407408862825,0.08183924371611855,-0.05587547134330752,0.15443932275327954,-0.26264051250635917,-0.17462341678947987
90%,-0.28412652053906734,-0.508531643030225,,0.35578667006709475,0.5503277173056602,0.7199175377657812,0.8118406773069314,1.0,0.8138385228935813,0.5513117718122075,0.41017335594975995,-0.013134150933265183,0.0002982891591239704,0.0002982891591239704,0.15505430431064918,,0.3535752800397466,0.6639356386319576,-0.31201676613556745,-0.002414294036020556,0.24119214161830257,-0.3494571329377795,-0.12127877687147473,-0.5034634278961958,-0.27907458206634994
95%,-0.4600335982612941,-0.5182974758242928,,-0.13410604219162325,0.10050134620067384,0.3201313117064169,0.4358116078852376,0.8138385228935813,1.0,0.8850501608048097,0.7944353113001092,0.4025609085553556,0.03988914822658491,0.03988914822658491,-0.2251739071110036,,-0.1316652735060076,0.21795053974759424,-0.3323448851159436,0.037080259499420704,0.4039634451585815,-0.5671180810186055,-0.450847435359836,-0.5834654156796347,-0.36418517487134283
98%,-0.45820392558937334,-0.37871413381395813,,-0.4843610592029765,-0.28103326203455703,-0.054493322955467424,0.0743903476144016,0.5513117718122075,0.8850501608048097,1.0,0.9534059631131183,0.6376818233815416,0.10718532180694836,0.10718532180694836,-0.3977249015784476,,-0.4769248056947106,-0.15838494928428867,-0.31900779226624626,0.1047121543147783,0.3869030153760806,-0.600113902165304,-0.5652343792326765,-0.5020254804027603,-0.31028502614975056
