,User Count,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Dana CPU,Dana Memory,Remote CPU,Remote Memory
99%,-0.3474269874443027,-0.2581749746434354,,-0.5468827383992532,-0.35833376146563123,-0.14435023717471876,-0.030450312896310134,0.41017335594975995,0.7944353113001092,0.9534059631131183,1.0,0.7209922102965771,0.2061936228966931,0.2061936228966931,-0.3400927133371132,,-0.5347045164706477,-0.24746949204338872,-0.32618579725079655,0.20402070700511366,0.26195733245405856,-0.5057573678338865,-0.49175280499593504,-0.3773562481069174,-0.19992076968135702
99.9%,0.16139740737801914,0.36781910957108477,,-0.6328449301943402,-0.5744438304733809,-0.460599938335039,-0.41071042854013856,-0.013134150933265183,0.4025609085553556,0.6376818233815416,0.7209922102965771,1.0,0.6307718624772146,0.6307718624772146,-0.3789699456046381,,-0.5982251734720084,-0.51120192103937,-0.4543370035030771,0.6299367178906313,-0.17719629728638372,0.004993764936403768,-0.18252965757675474,0.19718282808718882,0.2881510084471926
99.99%,0.8091067853609666,0.793650172074311,,0.06575488672822416,-0.018348782828225035,-0.04613062733674599,-0.09891532194973711,0.0002982891591239704,0.03988914822658491,0.10718532180694836,0.2061936228966931,0.6307718624772146,1.0,1.0,0.39224055948633596,,0.11692699172370871,0.06083709158819038,-0.5996965276995779,0.9999763653050483,-0.8332369912965147,0.6378909108755735,0.6207701177424071,0.6441235710748396,0.8312016112771123
100%,0.8091067853609666,0.793650172074311,,0.06575488672822416,-0.018348782828225035,-0.04613062733674599,-0.09891532194973711,0.0002982891591239704,0.03988914822658491,0.10718532180694836,0.2061936228966931,0.6307718624772146,1.0,1.0,0.39224055948633596,,0.11692699172370871,0.06083709158819038,-0.5996965276995779,0.9999763653050483,-0.8332369912965147,0.6378909108755735,0.6207701177424071,0.6441235710748396,0.8312016112771123
Total Request Count,0.6129090937451296,0.32852125041886376,,0.7729290109181485,0.6383693590577136,0.5148001564564477,0.41549264962133486,0.15505430431064918,-0.2251739071110036,-0.3977249015784476,-0.3400927133371132,-0.3789699456046381,0.39224055948633596,0.39224055948633596,1.0,,0.7914665981143426,0.6996158877890356,-0.15734192706262912,0.39947619541747986,-0.6740717124165199,0.5483601330114928,0.8646768160081152,0.31525024042225014,0.5444631212689165
Total Failure Count,,,,,,,,,,,,,,,,,,,,,,,,,
Total Median Response Time,0.45802811071745386,0.1318764938754238,,0.9966972317151178,0.9275516757565379,0.8127454099517911,0.7153600291173918,0.3535752800397466,-0.1316652735060076,-0.4769248056947106,-0.5347045164706477,-0.5982251734720084,0.11692699172370871,0.11692699172370871,0.7914665981143426,,1.0,0.9198151658165354,-0.14219042168607401,0.16890518607504146,-0.38684712030875895,0.4682086077025474,0.7014284136370125,0.20751017313671677,0.31292900201533036
Total Average Response Time,0.2535668043532829,-0.09314300552091459,,0.9215733692181676,0.9603266736813876,0.9419655708718769,0.9014690627170227,0.6639356386319576,0.21795053974759424,-0.15838494928428867,-0.24746949204338872,-0.51120192103937,0.06083709158819038,0.06083709158819038,0.6996158877890356,,0.9198151658165354,1.0,-0.19150358705709558,0.14678741359922579,-0.1628830026011115,0.2283671000453786,0.5061737253472962,-0.030448811361733913,0.13362512895229137
Total Min Response Time,-0.3764928706959178,-0.3423723335738033,,-0.13064036502649104,-0.17450615115473603,-0.19410533401400534,-0.21584087930537757,-0.31201676613556745,-0.3323448851159436,-0.31900779226624626,-0.32618579725079655,-0.4543370035030771,-0.5996965276995779,-0.5996965276995779,-0.15734192706262912,,-0.14219042168607401,-0.19150358705709558,1.0,-0.5224395733956451,0.41631225377775505,-0.25212840318262797,-0.24551589225041154,-0.25797183994826894,-0.3562125614507234
Total Max Response Time,0.8217639411602237,0.800468819513166,,0.06491308732085434,-0.01996740065758997,-0.04835957101923764,-0.10130407408862825,-0.002414294036020556,0.037080259499420704,0.1047121543147783,0.20402070700511366,0.6299367178906313,0.9999763653050483,0.9999763653050483,0.39947619541747986,,0.16890518607504146,0.14678741359922579,-0.5224395733956451,1.0,-0.7075450434900834,0.6444309847139668,0.6275296484198826,0.6510085672241062,0.8353457139948212
Total Average Content Size,-0.8870797209812715,-0.8101743964962608,,-0.385039939046366,-0.1902681420499027,-0.036902146452684866,0.08183924371611855,0.24119214161830257,0.4039634451585815,0.3869030153760806,0.26195733245405856,-0.17719629728638372,-0.8332369912965147,-0.8332369912965147,-0.6740717124165199,,-0.38684712030875895,-0.1628830026011115,0.41631225377775505,-0.7075450434900834,1.0,-0.8134931449354152,-0.8637173803222564,-0.7444827303946171,-0.857962372630023
Dana CPU,0.9134214227846816,0.8416670139033207,,0.422180348029172,0.24742381994185741,0.06671091899678669,-0.05587547134330752,-0.3494571329377795,-0.5671180810186055,-0.600113902165304,-0.5057573678338865,0.004993764936403768,0.6378909108755735,0.6378909108755735,0.5483601330114928,,0.4682086077025474,0.2283671000453786,-0.25212840318262797,0.6444309847139668,-0.8134931449354152,1.0,0.8505313321929778,0.9448420439032194,0.837197865472033
Dana Memory,0.884247440290577,0.6966456417368627,,0.6639850683591132,0.46482603336344624,0.28344008602747595,0.15443932275327954,-0.12127877687147473,-0.450847435359836,-0.5652343792326765,-0.49175280499593504,-0.18252965757675474,0.6207701177424071,0.6207701177424071,0.8646768160081152,,0.7014284136370125,0.5061737253472962,-0.24551589225041154,0.6275296484198826,-0.8637173803222564,0.8505313321929778,1.0,0.6893945373997824,0.8017136138868463
Remote CPU,0.8718572070802535,0.8989048355053119,,0.15213171888892166,0.006620376308723147,-0.15284327089497546,-0.26264051250635917,-0.5034634278961958,-0.5834654156796347,-0.5020254804027603,-0.3773562481069174,0.19718282808718882,0.6441235710748396,0.6441235710748396,0.31525024042225014,,0.20751017313671677,-0.030448811361733913,-0.25797183994826894,0.6510085672241062,-0.7444827303946171,0.9448420439032194,0.6893945373997824,1.0,0.8234430434791951
Remote Memory,0.9273065381042472,0.8919999367102639,,0.24177751155701693,0.07798430349295647,-0.06451108562839901,-0.17462341678947987,-0.27907458206634994,-0.36418517487134283,-0.31028502614975056,-0.19992076968135702,0.2881510084471926,0.8312016112771123,0.8312016112771123,0.5444631212689165,,0.31292900201533036,0.13362512895229137,-0.3562125614507234,0.8353457139948212,-0.857962372630023,0.837197865472033,0.8017136138868463,0.8234430434791951,1.0
