timestamp,cacheHits,cacheMiss,total_latency,cacheSize,hits_per_sec,misses_per_sec,requests_per_sec,cache_hit_ratio
1786816538,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
1786816539,0.0,2.0,242.0,0.0,0.0,2.0,2.0,0.0
1786816540,0.0,6.0,244.0,0.0,0.0,4.0,4.0,0.0
1786816541,0.0,12.0,473.0,0.0,0.0,6.0,6.0,0.0
1786816542,0.0,18.0,617.0,0.0,0.0,6.0,6.0,0.0
1786816543,0.0,25.0,723.0,0.0,0.0,7.0,7.0,0.0
1786816544,0.0,29.0,848.0,0.0,0.0,4.0,4.0,0.0
1786816545,0.0,35.0,1028.0,0.0,0.0,6.0,6.0,0.0
1786816546,0.0,42.0,1183.0,0.0,0.0,7.0,7.0,0.0
1786816547,0.0,44.0,1180.0,0.0,0.0,2.0,2.0,0.0
1786816548,0.0,49.0,1314.0,0.0,0.0,5.0,5.0,0.0
1786816549,0.0,59.0,1361.0,0.0,0.0,10.0,10.0,0.0
1786816550,1.0,68.0,1264.0,0.0,1.0,9.0,10.0,0.1
1786816551,4.0,72.0,1287.0,0.0,3.0,4.0,7.0,0.42857142857142855
1786816552,6.0,82.0,1349.0,0.0,2.0,10.0,12.0,0.16666666666666666
1786816553,6.0,85.0,1336.0,0.0,0.0,3.0,3.0,0.0
1786816554,6.0,93.0,1427.0,0.0,0.0,8.0,8.0,0.0
1786816555,11.0,95.0,1432.0,0.0,5.0,2.0,7.0,0.7142857142857143
1786816556,22.0,96.0,1477.0,0.0,11.0,1.0,12.0,0.9166666666666666
1786816557,35.0,96.0,1481.0,0.0,13.0,0.0,13.0,1.0
1786816558,56.0,98.0,1292.0,0.0,21.0,2.0,23.0,0.9130434782608695
1786816559,69.0,107.0,1149.0,0.0,13.0,9.0,22.0,0.5909090909090909
1786816560,86.0,114.0,1029.0,0.0,17.0,7.0,24.0,0.7083333333333334
1786816561,102.0,120.0,936.0,0.0,16.0,6.0,22.0,0.7272727272727273
1786816562,118.0,125.0,864.0,0.0,16.0,5.0,21.0,0.7619047619047619
1786816563,139.0,131.0,791.0,0.0,21.0,6.0,27.0,0.7777777777777778
1786816564,159.0,134.0,744.0,0.0,20.0,3.0,23.0,0.8695652173913043
1786816565,183.0,139.0,695.0,0.0,24.0,5.0,29.0,0.8275862068965517
1786816566,205.0,144.0,660.0,0.0,22.0,5.0,27.0,0.8148148148148148
1786816567,230.0,147.0,624.0,0.0,25.0,3.0,28.0,0.8928571428571429
1786816568,251.0,155.0,589.0,0.0,21.0,8.0,29.0,0.7241379310344828
1786816569,275.0,160.0,565.0,0.0,24.0,5.0,29.0,0.8275862068965517
1786816570,299.0,168.0,537.0,0.0,24.0,8.0,32.0,0.75
1786816571,319.0,176.0,517.0,0.0,20.0,8.0,28.0,0.7142857142857143
1786816572,337.0,185.0,516.0,0.0,18.0,9.0,27.0,0.6666666666666666
1786816573,373.0,193.0,510.0,0.0,36.0,8.0,44.0,0.8181818181818182
1786816574,403.0,198.0,493.0,0.0,30.0,5.0,35.0,0.8571428571428571
1786816575,433.0,205.0,479.0,0.0,30.0,7.0,37.0,0.8108108108108109
1786816576,458.0,212.0,472.0,0.0,25.0,7.0,32.0,0.78125
1786816577,458.0,212.0,472.0,0.0,0.0,0.0,0.0,0.0
1786816578,486.0,214.0,469.0,0.0,28.0,2.0,30.0,0.9333333333333333
1786816579,522.0,218.0,473.0,0.0,36.0,4.0,40.0,0.9
1786816580,557.0,221.0,474.0,0.0,35.0,3.0,38.0,0.9210526315789473
1786816581,601.0,226.0,463.0,0.0,44.0,5.0,49.0,0.8979591836734694
1786816582,642.0,231.0,457.0,0.0,41.0,5.0,46.0,0.8913043478260869
1786816583,669.0,238.0,454.0,0.0,27.0,7.0,34.0,0.7941176470588235
1786816584,722.0,243.0,447.0,0.0,53.0,5.0,58.0,0.9137931034482759
1786816585,744.0,253.0,446.0,0.0,22.0,10.0,32.0,0.6875
1786816586,794.0,256.0,447.0,0.0,50.0,3.0,53.0,0.9433962264150944
1786816587,833.0,259.0,444.0,0.0,39.0,3.0,42.0,0.9285714285714286
1786816588,867.0,263.0,445.0,0.0,34.0,4.0,38.0,0.8947368421052632
1786816589,904.0,266.0,445.0,0.0,37.0,3.0,40.0,0.925
1786816590,940.0,271.0,444.0,0.0,36.0,5.0,41.0,0.8780487804878049
1786816591,977.0,274.0,444.0,0.0,37.0,3.0,40.0,0.925
1786816592,1011.0,280.0,443.0,0.0,34.0,6.0,40.0,0.85
1786816593,1036.0,286.0,445.0,0.0,25.0,6.0,31.0,0.8064516129032258
1786816594,1067.0,289.0,452.0,0.0,31.0,3.0,34.0,0.9117647058823529
1786816595,1099.0,295.0,455.0,0.0,32.0,6.0,38.0,0.8421052631578947
1786816596,1139.0,299.0,453.0,0.0,40.0,4.0,44.0,0.9090909090909091
1786816597,1174.0,308.0,451.0,0.0,35.0,9.0,44.0,0.7954545454545454
1786816598,1174.0,308.0,451.0,0.0,0.0,0.0,0.0,0.0
1786816599,1211.0,311.0,450.0,0.0,37.0,3.0,40.0,0.925
1786816600,1244.0,317.0,449.0,0.0,33.0,6.0,39.0,0.8461538461538461
1786816601,1272.0,321.0,451.0,0.0,28.0,4.0,32.0,0.875
1786816602,1310.0,323.0,453.0,0.0,38.0,2.0,40.0,0.95
1786816603,1343.0,325.0,454.0,0.0,33.0,2.0,35.0,0.9428571428571428
1786816604,1375.0,326.0,455.0,0.0,32.0,1.0,33.0,0.9696969696969697
1786816605,1418.0,330.0,455.0,0.0,43.0,4.0,47.0,0.9148936170212766
1786816606,1454.0,332.0,454.0,0.0,36.0,2.0,38.0,0.9473684210526315
1786816607,1477.0,336.0,455.0,0.0,23.0,4.0,27.0,0.8518518518518519
1786816608,1506.0,339.0,455.0,0.0,29.0,3.0,32.0,0.90625
1786816609,1546.0,342.0,456.0,0.0,40.0,3.0,43.0,0.9302325581395349
1786816610,1576.0,344.0,458.0,0.0,30.0,2.0,32.0,0.9375
1786816611,1608.0,348.0,462.0,0.0,32.0,4.0,36.0,0.8888888888888888
1786816612,1608.0,348.0,462.0,0.0,0.0,0.0,0.0,0.0
1786816613,1632.0,351.0,468.0,0.0,24.0,3.0,27.0,0.8888888888888888
1786816614,1670.0,354.0,476.0,0.0,38.0,3.0,41.0,0.926829268292683
1786816615,1711.0,356.0,476.0,0.0,41.0,2.0,43.0,0.9534883720930233
1786816616,1748.0,357.0,475.0,0.0,37.0,1.0,38.0,0.9736842105263158
1786816617,1777.0,358.0,475.0,0.0,29.0,1.0,30.0,0.9666666666666667
1786816618,1813.0,360.0,476.0,0.0,36.0,2.0,38.0,0.9473684210526315
1786816619,1855.0,366.0,473.0,0.0,42.0,6.0,48.0,0.875
1786816620,1886.0,368.0,473.0,0.0,31.0,2.0,33.0,0.9393939393939394
1786816621,1918.0,370.0,472.0,0.0,32.0,2.0,34.0,0.9411764705882353
1786816622,1918.0,370.0,472.0,0.0,0.0,0.0,0.0,0.0
