Sample,Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size,Captured Timestamp,Dana CPU,Dana Memory,Remote CPU,Remote Memory
0,1786643739,0,,Aggregated,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0.0,2026-08-13 17:55:40,0.0,16.0,0.0,13.0
1,1786643740,2,,Aggregated,0.0,0.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,2,0,490,488.9830509782769,486.2873109523207,491.67879100423306,830.0,2026-08-13 17:55:41,0.0,16.0,0.0,13.0
2,1786643741,4,,Aggregated,0.0,0.0,780.0,780.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,6,0,490,638.9176685091419,270.1507550664246,903.4677620511502,830.0,2026-08-13 17:55:42,0.0,16.0,0.0,13.0
3,1786643742,6,,Aggregated,0.0,0.0,660.0,780.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,8,0,490,607.6934548764257,270.1507550664246,903.4677620511502,830.0,2026-08-13 17:55:43,0.0,16.0,0.0,13.0
4,1786643743,8,,Aggregated,2.0,0.0,730.0,900.0,900.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,14,0,660,723.4092658618465,67.93646398000419,1315.5673190485686,771.2142857142857,2026-08-13 17:55:44,0.0,16.0,0.0,13.0
5,1786643744,10,,Aggregated,3.0,0.0,780.0,900.0,1100.0,1300.0,1300.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,18,0,730,830.2995208392126,67.93646398000419,2122.3082200158387,784.2777777777778,2026-08-13 17:55:45,0.0,16.0,0.0,13.0
6,1786643745,10,,Aggregated,3.5,0.0,900.0,1300.0,1300.0,1900.0,2100.0,2100.0,2700.0,2700.0,2700.0,2700.0,2700.0,25,0,900,1049.9477963289246,46.67766997590661,2688.721979036927,763.76,2026-08-13 17:55:46,0.0,16.0,0.0,13.0
7,1786643746,10,,Aggregated,3.5,0.0,900.0,1300.0,1700.0,1900.0,2100.0,2400.0,2700.0,2700.0,2700.0,2700.0,2700.0,28,0,900,1115.1134056147257,46.67766997590661,2688.721979036927,770.8571428571429,2026-08-13 17:55:48,0.0,16.0,0.0,13.0
8,1786643747,10,,Aggregated,3.6,0.0,1100.0,1700.0,1900.0,2100.0,2500.0,2700.0,3100.0,3100.0,3100.0,3100.0,3100.0,35,0,1100,1284.304181832288,46.67766997590661,3121.904014027677,782.6857142857143,2026-08-13 17:55:49,0.0,16.0,0.0,13.0
9,1786643748,10,,Aggregated,3.833333,0.0,1100.0,1700.0,1900.0,2000.0,2500.0,2700.0,3100.0,3100.0,3100.0,3100.0,3100.0,38,0,1100,1261.7965224781074,45.88512901682407,3121.904014027677,764.7631578947369,2026-08-13 17:55:50,0.0,16.0,0.0,13.0
10,1786643749,10,,Aggregated,4.0,0.0,1300.0,1700.0,2000.0,2100.0,2600.0,2700.0,3500.0,3500.0,3500.0,3500.0,3500.0,42,0,1100,1396.1673061435465,45.88512901682407,3514.911441947333,770.9761904761905,2026-08-13 17:55:51,0.0,16.0,0.0,13.0
11,1786643750,15,,Aggregated,4.375,0.0,1300.0,1900.0,2100.0,2400.0,2600.0,3100.0,3200.0,3500.0,3500.0,3500.0,3500.0,52,0,1100,1408.7382524269813,45.88512901682407,3514.911441947333,731.5192307692307,2026-08-13 17:55:52,0.0,16.0,0.0,13.0
12,1786643751,20,,Aggregated,4.222222,0.0,1300.0,1700.0,2000.0,2400.0,2600.0,3100.0,3200.0,3500.0,3500.0,3500.0,3500.0,60,0,1100,1343.0913412671846,45.88512901682407,3514.911441947333,695.2,2026-08-13 17:55:53,0.0,16.0,0.0,13.0
13,1786643752,20,,Aggregated,5.0,0.0,1300.0,1900.0,2100.0,2500.0,2700.0,3100.0,3500.0,3700.0,3700.0,3700.0,3700.0,69,0,1300,1400.6086406837878,45.88512901682407,3664.363429998048,683.8840579710145,2026-08-13 17:55:54,0.0,16.0,9.0,16.0
14,1786643753,20,,Aggregated,5.0,0.0,1300.0,1900.0,2400.0,2500.0,2700.0,3200.0,3500.0,3700.0,3700.0,3700.0,3700.0,75,0,1300,1404.4032302560906,45.88512901682407,3664.363429998048,678.0266666666666,2026-08-13 17:55:55,0.0,16.0,9.0,16.0
15,1786643754,20,,Aggregated,5.8,0.0,1300.0,1900.0,2100.0,2500.0,2700.0,3100.0,3500.0,3700.0,3700.0,3700.0,3700.0,81,0,1300,1386.6597643987286,45.88512901682407,3664.363429998048,664.7283950617284,2026-08-13 17:55:57,0.0,16.0,9.0,16.0
16,1786643755,20,,Aggregated,5.8,0.0,1500.0,1900.0,2500.0,2600.0,3100.0,3500.0,4500.0,5000.0,5000.0,5000.0,5000.0,88,0,1400,1498.5780103663935,45.88512901682407,4955.109118949622,662.9090909090909,2026-08-13 17:55:58,0.0,16.0,9.0,16.0
17,1786643756,20,,Aggregated,6.1,0.0,1300.0,1900.0,2500.0,2600.0,3200.0,4500.0,5000.0,5800.0,5800.0,5800.0,5800.0,100,0,1300,1496.500045802677,45.88512901682407,5799.587227054872,664.91,2026-08-13 17:55:59,0.0,16.0,9.0,16.0
18,1786643757,20,,Aggregated,6.5,0.0,1100.0,1900.0,2500.0,2600.0,3300.0,4500.0,5000.0,5600.0,5800.0,5800.0,5800.0,121,0,1100,1484.107664392776,45.88512901682407,5799.587227054872,668.9338842975206,2026-08-13 17:56:00,0.0,16.0,9.0,16.0
19,1786643758,20,,Aggregated,7.1,0.0,900.0,1900.0,2500.0,2700.0,3400.0,4600.0,5600.0,5800.0,7000.0,7000.0,7000.0,139,0,900,1477.738224054526,45.88512901682407,7033.712210948579,692.8992805755396,2026-08-13 17:56:01,0.0,16.0,9.0,16.0
20,1786643759,20,,Aggregated,8.4,0.0,530.0,1700.0,2300.0,2600.0,3200.0,4500.0,5000.0,5800.0,7000.0,7000.0,7000.0,164,0,520,1296.9983829988917,45.88512901682407,7033.712210948579,691.829268292683,2026-08-13 17:56:02,0.0,16.0,9.0,16.0
21,1786643760,21,,Aggregated,9.8,0.0,450.0,1300.0,1900.0,2500.0,3200.0,4500.0,5000.0,5800.0,7000.0,7000.0,7000.0,187,0,450,1161.5485591673228,45.88512901682407,7033.712210948579,642.4866310160428,2026-08-13 17:56:03,0.0,16.0,9.0,16.0
22,1786643761,22,,Aggregated,12.1,0.0,300.0,900.0,1700.0,2100.0,3100.0,3700.0,4700.0,5600.0,7000.0,7000.0,7000.0,209,0,300,1050.210193427877,45.88512901682407,7033.712210948579,602.7320574162679,2026-08-13 17:56:05,0.0,16.0,9.0,16.0
