timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1786643740,0m,16Mi,0m,13Mi
1786643741,0m,16Mi,0m,13Mi
1786643742,0m,16Mi,0m,13Mi
1786643743,0m,16Mi,0m,13Mi
1786643744,0m,16Mi,0m,13Mi
1786643745,0m,16Mi,0m,13Mi
1786643746,0m,16Mi,0m,13Mi
1786643748,0m,16Mi,0m,13Mi
1786643749,0m,16Mi,0m,13Mi
1786643750,0m,16Mi,0m,13Mi
1786643751,0m,16Mi,0m,13Mi
1786643752,0m,16Mi,0m,13Mi
1786643753,0m,16Mi,0m,13Mi
1786643754,0m,16Mi,9m,16Mi
1786643755,0m,16Mi,9m,16Mi
1786643757,0m,16Mi,9m,16Mi
1786643758,0m,16Mi,9m,16Mi
1786643759,0m,16Mi,9m,16Mi
1786643760,0m,16Mi,9m,16Mi
1786643761,0m,16Mi,9m,16Mi
1786643762,0m,16Mi,9m,16Mi
1786643763,0m,16Mi,9m,16Mi
1786643765,0m,16Mi,9m,16Mi
1786643766,0m,16Mi,9m,16Mi
1786643767,0m,16Mi,9m,16Mi
1786643768,0m,16Mi,9m,16Mi
1786643769,268m,23Mi,57m,19Mi
1786643770,268m,23Mi,57m,19Mi
1786643771,268m,23Mi,57m,19Mi
1786643772,268m,23Mi,57m,19Mi
1786643774,268m,23Mi,57m,19Mi
1786643775,268m,23Mi,57m,19Mi
1786643776,268m,23Mi,57m,19Mi
1786643777,268m,23Mi,57m,19Mi
1786643778,268m,23Mi,57m,19Mi
1786643779,268m,23Mi,57m,19Mi
1786643780,268m,23Mi,57m,19Mi
1786643781,268m,23Mi,57m,19Mi
1786643783,268m,23Mi,57m,19Mi
1786643784,788m,27Mi,168m,20Mi
1786643785,788m,27Mi,168m,20Mi
1786643786,788m,27Mi,168m,20Mi
1786643787,788m,27Mi,168m,20Mi
1786643788,788m,27Mi,168m,20Mi
1786643789,788m,27Mi,168m,20Mi
1786643790,788m,27Mi,168m,20Mi
1786643792,788m,27Mi,168m,20Mi
1786643793,788m,27Mi,168m,20Mi
1786643794,788m,27Mi,168m,20Mi
1786643795,788m,27Mi,168m,20Mi
1786643796,788m,27Mi,168m,20Mi
1786643797,788m,27Mi,168m,20Mi
1786643798,788m,27Mi,168m,20Mi
1786643799,1000m,30Mi,197m,21Mi
1786643801,1000m,30Mi,197m,21Mi
1786643802,1000m,30Mi,197m,21Mi
1786643803,1000m,30Mi,197m,21Mi
1786643804,1000m,30Mi,197m,21Mi
1786643805,1000m,30Mi,197m,21Mi
1786643806,1000m,30Mi,197m,21Mi
1786643807,1000m,30Mi,197m,21Mi
1786643808,1000m,30Mi,197m,21Mi
1786643810,1000m,30Mi,197m,21Mi
1786643811,1000m,30Mi,197m,21Mi
1786643812,1000m,30Mi,197m,21Mi
1786643813,1000m,30Mi,197m,21Mi
1786643814,1000m,30Mi,181m,21Mi
1786643815,1000m,30Mi,181m,21Mi
1786643816,1000m,30Mi,181m,21Mi
1786643817,1000m,30Mi,181m,21Mi
1786643818,1000m,30Mi,181m,21Mi
1786643820,1000m,30Mi,181m,21Mi
1786643821,1000m,30Mi,181m,21Mi
1786643822,1000m,30Mi,181m,21Mi
1786643823,1000m,30Mi,181m,21Mi
1786643824,1000m,30Mi,181m,21Mi
1786643825,1000m,30Mi,181m,21Mi
1786643826,1000m,30Mi,181m,21Mi
1786643827,1000m,30Mi,181m,21Mi
1786643829,1000m,32Mi,164m,19Mi
1786643830,1000m,32Mi,164m,19Mi
1786643831,1000m,32Mi,164m,19Mi
1786643832,1000m,32Mi,164m,19Mi
1786643833,1000m,32Mi,164m,19Mi
1786643834,1000m,32Mi,164m,19Mi
1786643835,1000m,32Mi,164m,19Mi
1786643836,1000m,32Mi,164m,19Mi
1786643837,1000m,32Mi,164m,19Mi
1786643839,1000m,32Mi,164m,19Mi
1786643840,1000m,32Mi,164m,19Mi
1786643841,1000m,32Mi,164m,19Mi
1786643842,1000m,32Mi,164m,19Mi
