timestamp,dana_cpu,dana_mem,remote_cpu,remote_mem
1786991814,0m,12Mi,1m,20Mi
1786991815,0m,12Mi,1m,20Mi
1786991816,0m,12Mi,1m,20Mi
1786991818,0m,12Mi,1m,20Mi
1786991819,0m,12Mi,1m,20Mi
1786991820,0m,12Mi,1m,20Mi
1786991821,0m,12Mi,1m,20Mi
1786991822,0m,12Mi,1m,20Mi
1786991823,0m,12Mi,1m,20Mi
1786991824,0m,12Mi,1m,20Mi
1786991825,0m,12Mi,1m,20Mi
1786991827,0m,12Mi,1m,20Mi
1786991828,0m,12Mi,1m,20Mi
1786991829,95m,20Mi,11m,23Mi
1786991830,95m,20Mi,11m,23Mi
1786991831,95m,20Mi,11m,23Mi
1786991832,95m,20Mi,11m,23Mi
1786991833,95m,20Mi,11m,23Mi
1786991834,95m,20Mi,11m,23Mi
1786991836,95m,20Mi,11m,23Mi
1786991837,95m,20Mi,11m,23Mi
1786991838,95m,20Mi,11m,23Mi
1786991839,95m,20Mi,11m,23Mi
1786991840,95m,20Mi,11m,23Mi
1786991841,95m,20Mi,11m,23Mi
1786991842,95m,20Mi,11m,23Mi
1786991843,95m,20Mi,68m,24Mi
1786991845,95m,20Mi,68m,24Mi
1786991846,95m,20Mi,68m,24Mi
1786991847,95m,20Mi,68m,24Mi
1786991848,95m,20Mi,68m,24Mi
1786991849,95m,20Mi,68m,24Mi
1786991850,95m,20Mi,68m,24Mi
1786991851,95m,20Mi,68m,24Mi
1786991852,95m,20Mi,68m,24Mi
1786991854,95m,20Mi,68m,24Mi
1786991855,95m,20Mi,68m,24Mi
1786991856,95m,20Mi,68m,24Mi
1786991857,95m,20Mi,68m,24Mi
1786991858,95m,20Mi,68m,24Mi
1786991859,687m,21Mi,182m,25Mi
1786991860,687m,21Mi,182m,25Mi
1786991861,687m,21Mi,182m,25Mi
1786991863,687m,21Mi,182m,25Mi
1786991864,687m,21Mi,182m,25Mi
1786991865,687m,21Mi,182m,25Mi
1786991866,687m,21Mi,182m,25Mi
1786991867,687m,21Mi,182m,25Mi
1786991868,687m,21Mi,182m,25Mi
1786991869,687m,21Mi,182m,25Mi
1786991870,687m,21Mi,182m,25Mi
1786991872,687m,21Mi,182m,25Mi
1786991873,687m,21Mi,182m,25Mi
1786991874,915m,22Mi,223m,25Mi
1786991875,915m,22Mi,223m,25Mi
1786991876,915m,22Mi,223m,25Mi
1786991877,915m,22Mi,223m,25Mi
1786991878,915m,22Mi,223m,25Mi
1786991879,915m,22Mi,223m,25Mi
1786991881,915m,22Mi,223m,25Mi
1786991882,915m,22Mi,223m,25Mi
1786991883,915m,22Mi,223m,25Mi
1786991884,915m,22Mi,223m,25Mi
1786991885,915m,22Mi,223m,25Mi
1786991886,915m,22Mi,223m,25Mi
1786991887,915m,22Mi,223m,25Mi
1786991888,915m,22Mi,206m,25Mi
1786991890,915m,22Mi,206m,25Mi
1786991891,915m,22Mi,206m,25Mi
1786991892,915m,22Mi,206m,25Mi
1786991893,915m,22Mi,206m,25Mi
