Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feed/[id],391,0,65,112.6529683632588,30.792329998803325,4084.7189519990934,764.8491048593351,9.526070853508365,0.0,65,70,74,79,96,110,1100,3100,4100,4100,4100
GET,/post/[zipf_id],12,0,150,178.59868533438808,87.9872229998,316.116840003815,169.75,0.2923602307982107,0.0,160,190,220,220,260,320,320,320,320,320,320
POST,/posts,42,42,57,57.54222819000244,32.91148300195346,109.02075500052888,0.0,1.0232608077937375,1.0232608077937375,58,61,66,72,84,99,110,110,110,110,110
,Aggregated,445,42,65,109.22981671466731,30.792329998803325,4084.7189519990934,676.6134831460674,10.841691892100313,1.0232608077937375,65,70,75,81,100,130,320,2100,4100,4100,4100
